項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,367,-,-,50,-,53,-,53,-,53,-,57,-,50,-,51,-
0,0,世帯人員,3.29,-,-,3.2,-,2.85,-,3.22,-,3.51,-,3.32,-,3.43,-,3.52,-
0,0,有業人員,1.63,-,-,1.55,-,1.58,-,1.56,-,1.71,-,1.52,-,1.73,-,1.76,-
0,0,世帯主平均年齢,47.3,-,-,50,-,48,-,44.1,-,48,-,45.9,-,47.7,-,47.2,-
0,0,消費支出,338772,-,-4,241781,-,260013,-,279292,-,350540,-,353172,-,368866,-,513307,-
0,0,公共的料金,102328,30.2,-10.2,85235,35.3,79014,30.4,94592,33.9,95748,27.3,99396,28.1,118347,32.1,143154,27.9
1,0,公共料金等,63862,18.9,-9.3,49313,20.4,49599,19.1,63714,22.8,65489,18.7,61625,17.4,76360,20.7,80352,15.7
1,1,米,2054,0.6,11.4,1364,0.6,1642,0.6,2205,0.8,3386,1,1466,0.4,2380,0.6,1898,0.4
1,1,食塩,34,0,25.9,24,0,42,0,10,0,39,0,48,0,33,0,43,0
1,1,学校給食,1242,0.4,-6.1,881,0.4,672,0.3,1554,0.6,1841,0.5,1714,0.5,1340,0.4,688,0.1
1,1,公営家賃,2197,0.6,-6.9,7529,3.1,835,0.3,3956,1.4,3190,0.9,-,-,-,-,-,-
1,1,電気代,12150,3.6,-3,9148,3.8,11837,4.6,11085,4,12627,3.6,14475,4.1,12042,3.3,13754,2.7
1,1,都市ガス,8398,2.5,-8.8,5725,2.4,6834,2.6,9629,3.4,7469,2.1,8796,2.5,7958,2.2,12273,2.4
