項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,754,-,-,105,-,115,-,107,-,108,-,107,-,105,-,107,-
0,0,世帯人員,2.98,-,-,2.55,-,2.87,-,2.83,-,2.96,-,3.14,-,3.33,-,3.16,-
0,0,有業人員,1.29,-,-,1.1,-,1.13,-,1.1,-,1.35,-,1.44,-,1.52,-,1.39,-
0,0,世帯主平均年齢,59.2,-,-,62.8,-,62.4,-,60,-,59.7,-,56.8,-,55.7,-,57,-
0,0,消費支出,318758,-,-1.2,106329,-,171193,-,213046,-,259593,-,321474,-,406376,-,751208,-
0,0,公共的料金,89092,27.9,-7.1,33256,31.3,51578,30.1,66252,31.1,78334,30.2,85497,26.6,109778,27,198406,26.4
1,0,公共料金等,57790,18.1,-1.5,28099,26.4,41584,24.3,47834,22.5,56269,21.7,59920,18.6,72319,17.8,98276,13.1
1,1,米,1974,0.6,-11.9,1846,1.7,2312,1.4,1900,0.9,1981,0.8,2307,0.7,1819,0.4,1654,0.2
1,1,食塩,45,0,12.5,25,0,30,0,28,0,33,0,52,0,48,0,100,0
1,1,学校給食,967,0.3,24.3,278,0.3,928,0.5,1091,0.5,783,0.3,1298,0.4,1187,0.3,1201,0.2
1,1,公営家賃,1177,0.4,-38.7,-,-,2151,1.3,1436,0.7,2677,1,1484,0.5,498,0.1,-,-
1,1,電気代,10140,3.2,-2.5,7221,6.8,8328,4.9,9175,4.3,10131,3.9,11318,3.5,13025,3.2,11768,1.6
1,1,都市ガス,4244,1.3,15.5,3227,3,3849,2.2,4300,2,4272,1.6,4896,1.5,4266,1,4894,0.7
1,1,上下水道料,6101,1.9,16.3,3602,3.4,5378,3.1,5553,2.6,6318,2.4,7257,2.3,8075,2,6515,0.9
1,1,医科診療代,3624,1.1,-21.8,1792,1.7,2460,1.4,3396,1.6,3436,1.3,4062,1.3,3696,0.9,6508,0.9
1,1,歯科診療代,3351,1.1,-3.9,574,0.5,1433,0.8,1699,0.8,2350,0.9,1743,0.5,3084,0.8,12537,1.7
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1698,0.5,42,175,0.2,1003,0.6,1888,0.9,1946,0.7,1346,0.4,2081,0.5,3437,0.5
1,1,鉄道運賃,3097,1,-14.9,1405,1.3,960,0.6,1468,0.7,2927,1.1,2615,0.8,4512,1.1,7770,1
1,1,鉄道通学定期代,1167,0.4,46.8,345,0.3,-,-,231,0.1,68,0,756,0.2,2859,0.7,3892,0.5
1,1,鉄道通勤定期代,2534,0.8,-7.8,-,-,570,0.3,971,0.5,724,0.3,2715,0.8,5379,1.3,7350,1
1,1,バス代,427,0.1,-8.6,296,0.3,91,0.1,281,0.1,386,0.1,391,0.1,962,0.2,581,0.1
1,1,バス通学定期代,83,0,59.6,-,-,-,-,-,-,41,0,21,0,112,0,405,0.1
1,1,バス通勤定期代,16,0,-68,-,-,-,-,-,-,113,0,-,-,-,-,-,-
1,1,タクシー代,894,0.3,13.2,220,0.2,930,0.5,327,0.2,684,0.3,835,0.3,663,0.2,2591,0.3
1,1,航空運賃,741,0.2,66.5,-,-,-,-,-,-,364,0.1,-,-,1512,0.4,3298,0.4
1,1,郵便料,366,0.1,55.7,181,0.2,310,0.2,303,0.1,210,0.1,328,0.1,514,0.1,711,0.1
1,1,固定電話通信料,2314,0.7,-7.9,1814,1.7,1939,1.1,1876,0.9,2480,1,2830,0.9,2507,0.6,2753,0.4
1,1,移動電話通信料,8745,2.7,12.3,2603,2.4,5418,3.2,7908,3.7,10613,4.1,10258,3.2,10898,2.7,13483,1.8
1,1,ＮＨＫ放送受信料,1345,0.4,-2,939,0.9,1303,0.8,1604,0.8,1525,0.6,889,0.3,1247,0.3,1903,0.3
1,1,ケーブルテレビ受信料,1152,0.4,15.2,784,0.7,831,0.5,971,0.5,1280,0.5,1261,0.4,1563,0.4,1375,0.2
1,1,他の受信料,159,0,67.4,128,0.1,117,0.1,199,0.1,157,0.1,119,0,167,0,222,0
1,1,国公立小学校,178,0.1,-11,53,0,324,0.2,254,0.1,82,0,109,0,295,0.1,125,0
1,1,国公立中学校,215,0.1,3.4,29,0,68,0,232,0.1,252,0.1,184,0.1,360,0.1,379,0.1
1,1,国公立高校,95,0,-50.3,-,-,126,0.1,49,0,-,-,302,0.1,88,0,100,0
1,1,国公立大学,236,0.1,-71.5,-,-,-,-,-,-,-,-,-,-,-,-,1644,0.2
1,1,たばこ,707,0.2,-40,564,0.5,726,0.4,696,0.3,433,0.2,543,0.2,904,0.2,1078,0.1
2,0,準公共料金等,31302,9.8,-15.8,5157,4.9,9994,5.8,18418,8.6,22065,8.5,25577,8,37458,9.2,100130,13.3
2,1,牛乳,1414,0.4,-0.6,984,0.9,1286,0.8,1431,0.7,1487,0.6,1572,0.5,1491,0.4,1644,0.2
2,1,灯油,85,0,19.7,12,0,90,0.1,112,0.1,254,0.1,11,0,116,0,-,-
2,1,プロパンガス,272,0.1,-22.3,203,0.2,366,0.2,293,0.1,311,0.1,508,0.2,160,0,62,0
2,1,理髪料,372,0.1,-9.5,150,0.1,379,0.2,309,0.1,235,0.1,333,0.1,382,0.1,816,0.1
2,1,パーマネント代,317,0.1,-24.5,50,0,493,0.3,100,0,240,0.1,774,0.2,234,0.1,329,0
2,1,洗濯代,868,0.3,-2,276,0.3,460,0.3,497,0.2,914,0.4,757,0.2,1024,0.3,2141,0.3
2,1,新聞,3081,1,4.8,1944,1.8,2653,1.5,3110,1.5,3360,1.3,3367,1,3325,0.8,3803,0.5
2,1,私立小学校,691,0.2,...,-,-,-,-,-,-,-,-,-,-,-,-,4821,0.6
2,1,私立中学校,314,0.1,-57.8,-,-,-,-,-,-,764,0.3,550,0.2,-,-,885,0.1
2,1,私立高校,1850,0.6,85.4,-,-,-,-,348,0.2,326,0.1,1754,0.5,1634,0.4,8860,1.2
2,1,私立大学,7789,2.4,-39.2,-,-,-,-,-,-,-,-,347,0.1,222,0.1,53785,7.2
2,1,幼稚園,2506,0.8,43.9,427,0.4,1280,0.7,1379,0.6,3720,1.4,3443,1.1,6579,1.6,715,0.1
2,1,民営家賃,11015,3.5,-17.6,412,0.4,2556,1.5,9975,4.7,10453,4,11218,3.5,21318,5.2,21084,2.8
2,1,地代,729,0.2,-29.4,699,0.7,431,0.3,863,0.4,-,-,943,0.3,974,0.2,1187,0.2
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年10月,,,,,,,,,,,,,,,,,,,
第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―全世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
