項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,755,-,-,107,-,107,-,112,-,113,-,109,-,102,-,105,-
0,0,世帯人員,2.98,-,-,2.6,-,2.7,-,3.02,-,3.1,-,2.98,-,3.23,-,3.24,-
0,0,有業人員,1.3,-,-,1.03,-,1.25,-,1.29,-,1.33,-,1.35,-,1.34,-,1.5,-
0,0,世帯主平均年齢,59.3,-,-,64.3,-,64.6,-,60.9,-,55.4,-,57.6,-,55.4,-,56.9,-
0,0,消費支出,305922,-,-4,104986,-,169782,-,218313,-,262411,-,319105,-,396390,-,667577,-
0,0,公共的料金,79868,26.1,-2.2,29732,28.3,47984,28.3,66916,30.7,82025,31.3,80822,25.3,104383,26.3,146647,22
1,0,公共料金等,54737,17.9,1,24373,23.2,39378,23.2,46144,21.1,53275,20.3,58761,18.4,69205,17.5,91689,13.7
1,1,米,1915,0.6,1.5,1364,1.3,1755,1,2036,0.9,2470,0.9,2430,0.8,1236,0.3,2107,0.3
1,1,食塩,45,0,15.4,33,0,81,0,34,0,36,0,39,0,41,0,51,0
1,1,学校給食,1052,0.3,32.7,516,0.5,402,0.2,876,0.4,1351,0.5,1502,0.5,944,0.2,1767,0.3
1,1,公営家賃,917,0.3,-36.9,-,-,1991,1.2,266,0.1,2474,0.9,1693,0.5,-,-,-,-
1,1,電気代,9293,3,-4.4,6871,6.5,8593,5.1,9538,4.4,9258,3.5,9705,3,9933,2.5,11130,1.7
1,1,都市ガス,5418,1.8,1.5,3269,3.1,5077,3,5449,2.5,5330,2,5537,1.7,6818,1.7,6429,1
1,1,上下水道料,4794,1.6,-1.4,2802,2.7,5517,3.2,4410,2,4187,1.6,4466,1.4,5598,1.4,6558,1
1,1,医科診療代,3328,1.1,-6,1566,1.5,1842,1.1,3739,1.7,2664,1,5581,1.7,3881,1,4009,0.6
1,1,歯科診療代,2192,0.7,35.3,448,0.4,554,0.3,1126,0.5,1874,0.7,3023,0.9,4076,1,4229,0.6
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,3000,1,74,-,-,559,0.3,651,0.3,2057,0.8,369,0.1,5655,1.4,11654,1.7
1,1,鉄道運賃,3484,1.1,9.6,555,0.5,982,0.6,2624,1.2,2220,0.8,4037,1.3,5602,1.4,8324,1.2
1,1,鉄道通学定期代,138,0,-29.2,-,-,-,-,-,-,-,-,206,0.1,325,0.1,431,0.1
1,1,鉄道通勤定期代,1537,0.5,-42.9,193,0.2,157,0.1,204,0.1,1881,0.7,861,0.3,3326,0.8,4122,0.6
1,1,バス代,343,0.1,3.6,173,0.2,139,0.1,172,0.1,426,0.2,482,0.2,352,0.1,655,0.1
1,1,バス通学定期代,64,0,156,-,-,61,0,-,-,25,0,-,-,49,0,309,0
1,1,バス通勤定期代,83,0,361.1,-,-,7,0,-,-,132,0.1,-,-,334,0.1,111,0
1,1,タクシー代,888,0.3,14,242,0.2,463,0.3,549,0.3,374,0.1,531,0.2,1265,0.3,2778,0.4
1,1,航空運賃,433,0.1,-42.4,-,-,218,0.1,384,0.2,-,-,108,0,869,0.2,1444,0.2
1,1,郵便料,1430,0.5,3.9,344,0.3,1057,0.6,1150,0.5,1604,0.6,2089,0.7,1689,0.4,2068,0.3
1,1,固定電話通信料,2243,0.7,-4.3,1416,1.3,2354,1.4,2784,1.3,2068,0.8,2096,0.7,2460,0.6,2517,0.4
1,1,移動電話通信料,8151,2.7,9.4,2330,2.2,4801,2.8,7188,3.3,9569,3.6,10546,3.3,9263,2.3,13303,2
1,1,ＮＨＫ放送受信料,1251,0.4,64.8,438,0.4,1300,0.8,1050,0.5,371,0.1,1007,0.3,2119,0.5,2462,0.4
1,1,ケーブルテレビ受信料,1116,0.4,3.3,684,0.7,1053,0.6,1001,0.5,1097,0.4,1278,0.4,1214,0.3,1481,0.2
1,1,他の受信料,169,0.1,19.9,40,0,54,0,240,0.1,70,0,208,0.1,109,0,460,0.1
1,1,国公立小学校,248,0.1,172.5,12,0,123,0.1,42,0,257,0.1,198,0.1,858,0.2,245,0
1,1,国公立中学校,252,0.1,193,117,0.1,47,0,34,0,450,0.2,379,0.1,150,0,587,0.1
1,1,国公立高校,37,0,-56,-,-,63,0,49,0,-,-,149,0,-,-,-,-
1,1,国公立大学,256,0.1,-46.7,-,-,-,-,-,-,-,-,-,-,117,0,1669,0.3
1,1,たばこ,659,0.2,-51.3,958,0.9,130,0.1,547,0.3,1030,0.4,240,0.1,923,0.2,789,0.1
