項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,364,-,-,50,-,53,-,50,-,52,-,55,-,54,-,50,-
0,0,0,0,0,世帯人員,3.34,-,-,2.9,-,3.15,-,3.08,-,3.66,-,3.35,-,3.63,-,3.6,-
0,0,0,0,0,有業人員,1.6,-,-,1.56,-,1.63,-,1.61,-,1.63,-,1.53,-,1.62,-,1.65,-
0,0,0,0,0,世帯主平均年齢,48.7,-,-,53.3,-,51.9,-,49.2,-,44.5,-,45.9,-,48.4,-,48.1,-
1,0,0,0,0,受取,1026088,-,2,498398,-,700576,-,802302,-,945195,-,1085325,-,1373513,-,1764038,-
1,1,0,0,0,実収入,519617,100,0.7,125116,100,312590,100,430664,100,476356,100,586917,100,705536,100,990251,100
1,2,0,0,0,経常収入,514570,99,0.3,123309,98.6,308073,98.6,428817,99.6,470501,98.8,577016,98.3,700706,99.3,983775,99.3
1,3,0,0,0,勤め先収入,470947,90.6,-1.3,76072,60.8,261852,83.8,361138,83.9,439501,92.3,529536,90.2,656573,93.1,962076,97.2
1,4,0,0,0,世帯主収入,421506,81.1,1.4,66050,52.8,250516,80.1,327370,76,378791,79.5,490026,83.5,584859,82.9,843970,85.2
1,6,0,0,0,うち男,402448,77.5,0.9,38628,30.9,231163,74,290497,67.5,362219,76,490026,83.5,561346,79.6,834030,84.2
1,5,0,0,0,定期収入,414068,79.7,1.4,66050,52.8,249778,79.9,325480,75.6,376656,79.1,486253,82.8,573479,81.3,811979,82
1,5,0,0,0,臨時収入,4946,1,2.4,-,-,738,0.2,1889,0.4,2135,0.4,3773,0.6,11380,1.6,14585,1.5
1,5,0,0,0,賞与,2491,0.5,7.8,-,-,-,-,-,-,-,-,-,-,-,-,17405,1.8
1,4,0,0,0,世帯主の配偶者の収入,43270,8.3,-22.3,8231,6.6,3235,1,24376,5.7,52702,11.1,33639,5.7,67633,9.6,112259,11.3
1,6,0,0,0,うち女,42153,8.1,-23.3,8231,6.6,3235,1,24376,5.7,52702,11.1,33639,5.7,59858,8.5,112259,11.3
1,4,0,0,0,他の世帯員収入,6171,1.2,5.1,1790,1.4,8102,2.6,9392,2.2,8008,1.7,5872,1,4081,0.6,5847,0.6
1,3,0,0,0,事業・内職収入,7130,1.4,321.9,11942,9.5,10821,3.5,11852,2.8,1577,0.3,3068,0.5,6608,0.9,4175,0.4
1,4,0,0,0,家賃収入,1399,0.3,114.6,-,-,1162,0.4,3752,0.9,-,-,2836,0.5,-,-,2009,0.2
1,4,0,0,0,他の事業収入,4961,1,955.5,11942,9.5,9020,2.9,7408,1.7,890,0.2,232,0,5418,0.8,-,-
