項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2554,-,2939,-,3376,-,1130,-
0,0,0,0,0,調査世帯数,361,-,92,-,107,-,122,-,40,-
0,0,0,0,0,世帯人員,3.34,-,2,-,3,-,4,-,5.27,-
0,0,0,0,0,有業人員,1.61,-,1.44,-,1.58,-,1.66,-,1.89,-
0,0,0,0,0,世帯主平均年齢,49,-,53.6,-,48.3,-,46.7,-,47,-
1,0,0,0,0,受取,948965,-,761306,-,869962,-,1099313,-,1129409,-
1,1,0,0,0,実収入,475452,100,371291,100,432301,100,542869,100,621667,100
1,2,0,0,0,経常収入,468997,98.6,365942,98.6,423856,98,535974,98.7,619204,99.6
1,3,0,0,0,勤め先収入,455485,95.8,355239,95.7,409179,94.7,520618,95.9,607886,97.8
1,4,0,0,0,世帯主収入,406080,85.4,310697,83.7,367403,85,466907,86,540513,86.9
1,6,0,0,0,うち男,391445,82.3,281697,75.9,356454,82.5,455032,83.8,540513,86.9
1,5,0,0,0,定期収入,398736,83.9,308486,83.1,356221,82.4,457159,84.2,538723,86.7
1,5,0,0,0,臨時収入,5932,1.2,1190,0.3,7262,1.7,9748,1.8,1790,0.3
1,5,0,0,0,賞与,1413,0.3,1021,0.3,3920,0.9,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,43603,9.2,33803,9.1,40212,9.3,48151,8.9,60978,9.8
1,6,0,0,0,うち女,42578,9,33803,9.1,40212,9.3,45117,8.3,60978,9.8
1,4,0,0,0,他の世帯員収入,5803,1.2,10739,2.9,1564,0.4,5560,1,6395,1
1,3,0,0,0,事業・内職収入,7695,1.6,2995,0.8,8218,1.9,9911,1.8,10339,1.7
1,4,0,0,0,家賃収入,2299,0.5,-,-,1838,0.4,2819,0.5,7142,1.1
1,4,0,0,0,他の事業収入,4553,1,2910,0.8,6380,1.5,4660,0.9,3198,0.5
1,4,0,0,0,内職収入,843,0.2,85,0,-,-,2432,0.4,-,-
1,3,0,0,0,他の経常収入,5816,1.2,7708,2.1,6459,1.5,5445,1,980,0.2
1,4,0,0,0,財産収入,905,0.2,3253,0.9,-,-,193,0,80,0
1,4,0,0,0,社会保障給付,4668,1,3890,1,6269,1.5,5125,0.9,899,0.1
1,5,0,0,0,公的年金給付,1569,0.3,3024,0.8,2711,0.6,-,-,-,-
1,5,0,0,0,他の社会保障給付,3099,0.7,866,0.2,3558,0.8,5125,0.9,899,0.1
1,4,0,0,0,仕送り金,244,0.1,566,0.2,190,0,128,0,-,-
1,2,0,0,0,特別収入,6455,1.4,5350,1.4,8445,2,6895,1.3,2462,0.4
1,3,0,0,0,受贈金,3356,0.7,1053,0.3,7432,1.7,2017,0.4,1962,0.3
1,3,0,0,0,他の特別収入,3099,0.7,4297,1.2,1012,0.2,4878,0.9,500,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),403877,-,311317,-,359834,-,492895,-,461689,-
1,2,0,0,0,預貯金引出,333485,-,259010,-,286488,-,412336,-,388472,-
1,2,0,0,0,保険金,1392,-,-,-,3982,-,657,-,-,-
1,3,0,0,0,個人・企業年金保険金,1392,-,-,-,3982,-,657,-,-,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,36,-,-,-,123,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,1686,-,778,-,2577,-,1989,-,522,-
1,2,0,0,0,一括払購入借入金,67217,-,51493,-,66595,-,77907,-,72439,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,61,-,36,-,70,-,5,-,255,-
1,1,0,0,0,繰入金,69637,-,78698,-,77827,-,63549,-,46054,-
2,0,0,0,0,支払,948965,-,761306,-,869962,-,1099313,-,1129409,-
2,1,0,0,0,実支出,417522,-,341393,-,387456,-,471966,-,505120,-
2,2,0,0,0,生計支出,326069,-,282336,-,307182,-,360675,-,370644,-
2,3,0,0,0,消費支出,326069,100,282336,100,307182,100,360675,100,370644,100
2,4,1,0,0,食料,86111,26.4,73116,25.9,80165,26.1,94046,26.1,107240,28.9
2,5,1,1,0,穀類,6943,2.1,4343,1.5,6890,2.2,8021,2.2,9735,2.6
2,6,1,1,1,米類,1758,0.5,1031,0.4,1811,0.6,2109,0.6,2217,0.6
2,6,1,1,2,パン,3245,1,2198,0.8,3016,1,3636,1,5038,1.4
2,6,1,1,3,めん類,1397,0.4,793,0.3,1543,0.5,1605,0.4,1764,0.5
2,6,1,1,4,他の穀類,542,0.2,322,0.1,521,0.2,670,0.2,716,0.2
2,5,1,2,0,魚介類,5602,1.7,4984,1.8,5333,1.7,5461,1.5,8120,2.2
2,6,1,2,1,生鮮魚介,3497,1.1,3228,1.1,3257,1.1,3287,0.9,5352,1.4
2,6,1,2,2,塩干魚介,982,0.3,833,0.3,928,0.3,1035,0.3,1303,0.4
