項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,755,-,-,108,-,104,-,110,-,111,-,109,-,105,-,108,-
0,世帯人員,2.96,-,-,2.7,-,2.65,-,2.82,-,3,-,3.15,-,3.21,-,3.15,-
0,有業人員,1.28,-,-,1.07,-,1.12,-,1.09,-,1.33,-,1.5,-,1.42,-,1.39,-
0,世帯主平均年齢,59.5,-,-,64.6,-,60.5,-,62.8,-,58.7,-,56.2,-,57.1,-,56.8,-
0,消費支出,329971,100,-2.9,108584,100,163865,100,206523,100,254900,100,312835,100,392288,100,867316,100
2,基礎的支出,160455,48.6,-8.9,82747,76.2,106774,65.2,131627,63.7,149802,58.8,162080,51.8,197685,50.4,291427,33.6
3,選択的支出,169516,51.4,3.5,25837,23.8,57091,34.8,74896,36.3,105098,41.2,150755,48.2,194603,49.6,575888,66.4
1,食料,84520,25.6,-1.8,53492,49.3,61497,37.5,74409,36,83448,32.7,96092,30.7,104460,26.6,117859,13.6
2,基礎的支出,67419,20.4,1.1,45754,42.1,52430,32,62205,30.1,67525,26.5,75837,24.2,81277,20.7,86645,10
3,選択的支出,17101,5.2,-11.7,7738,7.1,9067,5.5,12204,5.9,15922,6.2,20255,6.5,23183,5.9,31214,3.6
1,住居,22926,6.9,-27.8,2749,2.5,9271,5.7,14168,6.9,23488,9.2,16621,5.3,25466,6.5,68481,7.9
2,基礎的支出,20755,6.3,-30.1,2494,2.3,7397,4.5,13398,6.5,22282,8.7,13834,4.4,22788,5.8,62885,7.3
3,選択的支出,2171,0.7,5.4,255,0.2,1874,1.1,770,0.4,1206,0.5,2787,0.9,2678,0.7,5596,0.6
1,光熱・水道,20264,6.1,-7.2,14189,13.1,19014,11.6,18148,8.8,18917,7.4,21879,7,26605,6.8,23015,2.7
2,基礎的支出,20264,6.1,-7.2,14189,13.1,19014,11.6,18148,8.8,18917,7.4,21879,7,26605,6.8,23015,2.7
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,11806,3.6,8.4,3317,3.1,4384,2.7,6713,3.3,6643,2.6,11295,3.6,17982,4.6,32155,3.7
2,基礎的支出,6560,2,-8.5,2502,2.3,3679,2.2,4561,2.2,4831,1.9,6547,2.1,6853,1.7,16877,1.9
