項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,741,-,-,103,-,110,-,105,-,109,-,106,-,102,-,106,-
0,世帯人員,2.98,-,-,2.73,-,2.7,-,2.81,-,2.99,-,3.18,-,3.26,-,3.2,-
0,有業人員,1.29,-,-,1.18,-,1.12,-,1.17,-,1.22,-,1.43,-,1.52,-,1.4,-
0,世帯主平均年齢,59.2,-,-,61.3,-,62.6,-,59.9,-,59,-,58.9,-,55.8,-,56.7,-
0,消費支出,379308,100,5.2,126926,100,204874,100,256291,100,311059,100,384940,100,495643,100,870671,100
2,基礎的支出,213524,56.3,5.5,96347,75.9,144666,70.6,165446,64.6,197661,63.5,217691,56.6,248405,50.1,422176,48.5
3,選択的支出,165784,43.7,4.8,30579,24.1,60207,29.4,90845,35.4,113398,36.5,167250,43.4,247238,49.9,448495,51.5
1,食料,113249,29.9,5.8,61829,48.7,79742,38.9,89671,35,115049,37,120466,31.3,144813,29.2,180474,20.7
2,基礎的支出,89282,23.5,6.6,54185,42.7,68250,33.3,75495,29.5,94590,30.4,96614,25.1,107458,21.7,127931,14.7
3,選択的支出,23967,6.3,3.1,7644,6,11491,5.6,14176,5.5,20459,6.6,23852,6.2,37355,7.5,52543,6
1,住居,35476,9.4,10.9,4577,3.6,16102,7.9,21970,8.6,22411,7.2,26902,7,26756,5.4,128608,14.8
2,基礎的支出,32611,8.6,9.2,4020,3.2,14978,7.3,21154,8.3,22243,7.2,21162,5.5,22077,4.5,121658,14
3,選択的支出,2865,0.8,35,558,0.4,1125,0.5,816,0.3,168,0.1,5740,1.5,4679,0.9,6950,0.8
1,光熱・水道,25095,6.6,7.6,17613,13.9,21830,10.7,24683,9.6,26869,8.6,28902,7.5,27442,5.5,28271,3.2
2,基礎的支出,25095,6.6,7.6,17613,13.9,21830,10.7,24683,9.6,26869,8.6,28902,7.5,27442,5.5,28271,3.2
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,14862,3.9,14.1,4892,3.9,6878,3.4,10271,4,11333,3.6,12276,3.2,17567,3.5,40573,4.7
2,基礎的支出,8303,2.2,11.2,3327,2.6,4967,2.4,5840,2.3,8686,2.8,8336,2.2,11073,2.2,15809,1.8
