項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,749,-,-,105,-,106,-,111,-,103,-,111,-,108,-,105,-
0,0,世帯人員,2.98,-,-,2.66,-,2.77,-,2.83,-,3.02,-,3.3,-,3.1,-,3.19,-
0,0,有業人員,1.29,-,-,1.1,-,1.09,-,1.11,-,1.48,-,1.48,-,1.4,-,1.39,-
0,0,世帯主平均年齢,58.5,-,-,62.4,-,60.8,-,59.4,-,59,-,54.8,-,58.4,-,54.9,-
0,0,消費支出,301073,-,-10.4,105542,-,164588,-,209696,-,253953,-,303085,-,380850,-,688154,-
0,0,公共的料金,77456,25.7,-11.5,30730,29.1,53124,32.3,62801,29.9,71438,28.1,82174,27.1,104205,27.4,137422,20
1,0,公共料金等,54346,18.1,-10.2,25643,24.3,39094,23.8,44215,21.1,52712,20.8,63072,20.8,68544,18,86929,12.6
1,1,米,2086,0.7,-19.5,1900,1.8,1699,1,1999,1,2142,0.8,2521,0.8,1970,0.5,2370,0.3
1,1,食塩,70,0,14.8,64,0.1,61,0,33,0,46,0,63,0,173,0,48,0
1,1,学校給食,1207,0.4,31.5,381,0.4,429,0.3,920,0.4,844,0.3,1843,0.6,1815,0.5,2209,0.3
1,1,公営家賃,1211,0.4,-19.2,831,0.8,1754,1.1,1622,0.8,1511,0.6,1470,0.5,1295,0.3,-,-
1,1,電気代,8941,3,9,5529,5.2,8459,5.1,8105,3.9,9678,3.8,9480,3.1,10964,2.9,10350,1.5
1,1,都市ガス,5849,1.9,7.1,3772,3.6,5400,3.3,4835,2.3,7338,2.9,6599,2.2,6886,1.8,6096,0.9
1,1,上下水道料,5180,1.7,-4.5,3149,3,4703,2.9,4430,2.1,5543,2.2,5880,1.9,6847,1.8,5694,0.8
1,1,医科診療代,2937,1,-29.4,1185,1.1,2333,1.4,1936,0.9,3867,1.5,3911,1.3,3866,1,3443,0.5
1,1,歯科診療代,1944,0.6,-57.8,346,0.3,928,0.6,740,0.4,1068,0.4,1735,0.6,2288,0.6,6487,0.9
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1663,0.6,21.4,-,-,250,0.2,1355,0.6,187,0.1,412,0.1,5110,1.3,4336,0.6
1,1,鉄道運賃,2857,0.9,-9.5,646,0.6,1183,0.7,1260,0.6,2413,1,3722,1.2,4427,1.2,6325,0.9
1,1,鉄道通学定期代,73,0,-39.2,-,-,120,0.1,-,-,10,0,172,0.1,205,0.1,5,0
1,1,鉄道通勤定期代,1166,0.4,11.4,141,0.1,60,0,848,0.4,738,0.3,1320,0.4,1684,0.4,3365,0.5
1,1,バス代,352,0.1,-20.9,78,0.1,391,0.2,224,0.1,348,0.1,327,0.1,380,0.1,711,0.1
1,1,バス通学定期代,40,0,185.7,-,-,-,-,-,-,-,-,120,0,43,0,120,0
1,1,バス通勤定期代,47,0,-7.8,-,-,146,0.1,45,0,38,0,78,0,21,0,-,-
1,1,タクシー代,800,0.3,-24.2,254,0.2,611,0.4,349,0.2,531,0.2,976,0.3,1352,0.4,1519,0.2
1,1,航空運賃,888,0.3,-76.3,-,-,-,-,-,-,174,0.1,-,-,675,0.2,5351,0.8
1,1,郵便料,166,0.1,-0.6,100,0.1,91,0.1,155,0.1,139,0.1,209,0.1,186,0,285,0
1,1,固定電話通信料,2616,0.9,2.4,2107,2,2478,1.5,2173,1,2531,1,2354,0.8,3115,0.8,3547,0.5
1,1,移動電話通信料,8108,2.7,6.7,2611,2.5,4914,3,7331,3.5,8594,3.4,12141,4,9695,2.5,11429,1.7
1,1,ＮＨＫ放送受信料,1645,0.5,15.2,1330,1.3,963,0.6,2480,1.2,1743,0.7,1549,0.5,2049,0.5,1410,0.2
1,1,ケーブルテレビ受信料,1305,0.4,26.2,671,0.6,820,0.5,1383,0.7,1552,0.6,1850,0.6,1433,0.4,1422,0.2
1,1,他の受信料,164,0.1,70.8,39,0,103,0.1,94,0,222,0.1,272,0.1,188,0,228,0
1,1,国公立小学校,581,0.2,33.6,100,0.1,384,0.2,559,0.3,637,0.3,1007,0.3,422,0.1,951,0.1
1,1,国公立中学校,1159,0.4,68.5,40,0,268,0.2,452,0.2,315,0.1,2424,0.8,878,0.2,3716,0.5
1,1,国公立高校,233,0.1,-23.1,-,-,79,0,54,0,-,-,209,0.1,208,0.1,1076,0.2
1,1,国公立大学,475,0.2,...,-,-,-,-,-,-,-,-,38,0,-,-,3278,0.5
1,1,たばこ,584,0.2,-51.2,367,0.3,469,0.3,833,0.4,502,0.2,393,0.1,369,0.1,1157,0.2
2,0,準公共料金等,23109,7.7,-14.3,5087,4.8,14029,8.5,18586,8.9,18726,7.4,19102,6.3,35661,9.4,50493,7.3
2,1,牛乳,1416,0.5,3.4,879,0.8,1214,0.7,1252,0.6,1141,0.4,1788,0.6,1868,0.5,1768,0.3
2,1,灯油,5,0,-90.4,12,0,-,-,25,0,-,-,-,-,-,-,-,-
2,1,プロパンガス,414,0.1,-24.6,340,0.3,539,0.3,545,0.3,331,0.1,309,0.1,396,0.1,443,0.1
2,1,理髪料,435,0.1,-4.4,353,0.3,431,0.3,307,0.1,420,0.2,321,0.1,518,0.1,692,0.1
2,1,パーマネント代,577,0.2,-5.9,295,0.3,415,0.3,398,0.2,805,0.3,311,0.1,963,0.3,852,0.1
2,1,洗濯代,1144,0.4,-1,110,0.1,1133,0.7,361,0.2,515,0.2,1639,0.5,2083,0.5,2161,0.3
2,1,新聞,2836,0.9,-5.2,2274,2.2,2252,1.4,2571,1.2,2993,1.2,2988,1,3490,0.9,3281,0.5
2,1,私立小学校,61,0,-54.5,-,-,-,-,-,-,-,-,-,-,-,-,429,0.1
2,1,私立中学校,430,0.1,-49.7,-,-,550,0.3,-,-,196,0.1,1125,0.4,-,-,1130,0.2
2,1,私立高校,1405,0.5,49.2,-,-,-,-,1196,0.6,1592,0.6,883,0.3,4111,1.1,2055,0.3
2,1,私立大学,85,0,1.2,-,-,-,-,-,-,502,0.2,-,-,95,0,-,-
2,1,幼稚園,1746,0.6,6.7,-,-,782,0.5,1660,0.8,1374,0.5,2676,0.9,3195,0.8,2527,0.4
2,1,民営家賃,11564,3.8,-25.9,825,0.8,6177,3.8,9459,4.5,8344,3.3,6638,2.2,16365,4.3,33094,4.8
2,1,地代,989,0.3,90.9,-,-,536,0.3,812,0.4,514,0.2,423,0.1,2577,0.7,2062,0.3
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年6月,,,,,,,,,,,,,,,,,,,
第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―全世帯―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
