項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,741,-,-,103,-,110,-,105,-,109,-,106,-,102,-,106,-
0,0,世帯人員,2.98,-,-,2.73,-,2.7,-,2.81,-,2.99,-,3.18,-,3.26,-,3.2,-
0,0,有業人員,1.29,-,-,1.18,-,1.12,-,1.17,-,1.22,-,1.43,-,1.52,-,1.4,-
0,0,世帯主平均年齢,59.2,-,-,61.3,-,62.6,-,59.9,-,59,-,58.9,-,55.8,-,56.7,-
0,0,消費支出,379308,-,5.2,126926,-,204874,-,256291,-,311059,-,384940,-,495643,-,870671,-
0,0,公共的料金,90938,24,2.2,36196,28.5,62503,30.5,79700,31.1,91114,29.3,98101,25.5,118533,23.9,149740,17.2
1,0,公共料金等,60738,16,1.1,28479,22.4,43366,21.2,51849,20.2,62394,20.1,70019,18.2,79926,16.1,88813,10.2
1,1,米,1931,0.5,-18.3,1388,1.1,1724,0.8,2108,0.8,2957,1,1902,0.5,1798,0.4,1634,0.2
1,1,食塩,49,0,-5.8,32,0,48,0,39,0,39,0,84,0,63,0,36,0
1,1,学校給食,891,0.2,43.7,418,0.3,154,0.1,430,0.2,1093,0.4,909,0.2,1748,0.4,1480,0.2
1,1,公営家賃,1292,0.3,-45.3,741,0.6,1466,0.7,1060,0.4,3315,1.1,1283,0.3,1177,0.2,-,-
1,1,電気代,11196,3,10,9001,7.1,9473,4.6,10713,4.2,11829,3.8,12813,3.3,11815,2.4,12713,1.5
1,1,都市ガス,6656,1.8,2.4,3845,3,5746,2.8,6487,2.5,7165,2.3,7483,1.9,8013,1.6,7827,0.9
1,1,上下水道料,5739,1.5,13.4,3382,2.7,5154,2.5,6141,2.4,6185,2,6745,1.8,6168,1.2,6377,0.7
1,1,医科診療代,3802,1,2.3,1278,1,3088,1.5,3197,1.2,4246,1.4,5062,1.3,4815,1,4900,0.6
1,1,歯科診療代,2171,0.6,35.8,292,0.2,586,0.3,1606,0.6,1178,0.4,2430,0.6,4207,0.8,4883,0.6
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1309,0.3,-2.7,-,-,616,0.3,881,0.3,965,0.3,182,0,5673,1.1,863,0.1
1,1,鉄道運賃,3805,1,-4.6,325,0.3,957,0.5,2561,1,2151,0.7,6019,1.6,5086,1,9496,1.1
1,1,鉄道通学定期代,341,0.1,75.8,-,-,272,0.1,23,0,-,-,319,0.1,155,0,1600,0.2
1,1,鉄道通勤定期代,1653,0.4,-28.3,21,0,326,0.2,718,0.3,1269,0.4,2366,0.6,2586,0.5,4265,0.5
1,1,バス代,348,0.1,-10.1,218,0.2,149,0.1,224,0.1,476,0.2,355,0.1,475,0.1,541,0.1
1,1,バス通学定期代,46,0,206.7,-,-,-,-,64,0,-,-,62,0,16,0,176,0
1,1,バス通勤定期代,119,0,260.6,-,-,-,-,115,0,-,-,-,-,352,0.1,367,0
1,1,タクシー代,1238,0.3,30.6,194,0.2,667,0.3,430,0.2,973,0.3,1055,0.3,2318,0.5,3008,0.3
1,1,航空運賃,238,0.1,-49.8,-,-,-,-,195,0.1,-,-,-,-,-,-,1457,0.2
1,1,郵便料,2362,0.6,-3.2,949,0.7,1486,0.7,1430,0.6,2132,0.7,2884,0.7,3660,0.7,3978,0.5
1,1,固定電話通信料,2489,0.7,-4.2,1719,1.4,2815,1.4,2141,0.8,2386,0.8,2774,0.7,2646,0.5,2929,0.3
1,1,移動電話通信料,8984,2.4,6.1,2921,2.3,5595,2.7,7765,3,10174,3.3,10412,2.7,12108,2.4,13854,1.6
1,1,ＮＨＫ放送受信料,1402,0.4,6.8,438,0.3,1352,0.7,1406,0.5,1649,0.5,1498,0.4,1770,0.4,1690,0.2
1,1,ケーブルテレビ受信料,1330,0.4,43,507,0.4,817,0.4,1012,0.4,1055,0.3,1844,0.5,1735,0.4,2331,0.3
1,1,他の受信料,216,0.1,118.2,108,0.1,65,0,169,0.1,142,0,208,0.1,217,0,601,0.1
1,1,国公立小学校,102,0,-34.2,1,0,2,0,84,0,85,0,80,0,196,0,263,0
1,1,国公立中学校,125,0,-25.6,131,0.1,-,-,-,-,89,0,112,0,286,0.1,257,0
1,1,国公立高校,29,0,-6.5,-,-,-,-,50,0,152,0,-,-,-,-,-,-
1,1,国公立大学,21,0,-95.6,-,-,-,-,-,-,-,-,148,0,-,-,-,-
1,1,たばこ,856,0.2,-33.1,573,0.5,809,0.4,800,0.3,689,0.2,989,0.3,842,0.2,1287,0.1
2,0,準公共料金等,30200,8,4.5,7717,6.1,19137,9.3,27852,10.9,28720,9.2,28082,7.3,38607,7.8,60927,7
2,1,牛乳,1304,0.3,-2.1,855,0.7,1123,0.5,1362,0.5,1300,0.4,1396,0.4,1514,0.3,1571,0.2
