年次・月次コード,年次・月次,西暦（年）,月,都平均,第1階層,第2階層,第3階層,第4階層,第5階層,第6階層,第7階層
nen,平成19年平均,2007,,43.9,23.5,30.9,34.8,38.3,42,45.5,54.4
nen,平成20年平均,2008,,44.4,22.3,28.9,33.2,37.3,41.8,46.8,57.1
nen,平成21年平均,2009,,44.6,23.4,30.1,34.1,37.9,42.3,48,55.8
nen,平成22年平均,2010,,49.3,26.4,33.4,39.5,43.7,47.3,53.5,59.8
nen,平成23年平均,2011,,48.1,26.2,33.2,38.8,42.2,45.3,50.7,59.6
nen,平成24年平均,2012,,48.8,28.4,33.4,38.7,41.7,46.3,51.7,60.4
nen,平成25年平均,2013,,48.2,26.6,34.1,38.5,41.6,46.4,51.1,58.5
tuki,平成25年4月,2013,4,53,27.4,34.5,40.7,44.5,45,53.4,68.2
tuki,平成25年5月,2013,5,47.6,27.5,33.2,40.6,45.1,47.2,51.6,55.5
tuki,平成25年6月,2013,6,48.1,26.9,33.5,42.1,41.3,45.6,51,57.2
tuki,平成25年7月,2013,7,49.4,26.7,36.3,35.8,42.9,49.3,53.8,57.8
tuki,平成25年8月,2013,8,50.1,21.4,35.1,36.1,42.6,45.6,53.2,63.8
tuki,平成25年9月,2013,9,48.2,24.8,34.2,37.9,40.7,47.2,51.9,56.7
tuki,平成25年10月,2013,10,48.1,27.2,34.9,40,41,46.4,48.4,58.5
tuki,平成25年11月,2013,11,45.3,28.4,35.3,37.5,37.5,46.4,50.6,51.4
tuki,平成25年12月,2013,12,43.9,27,30.8,37.3,40.7,44.5,46.6,51.3
tuki,平成26年1月,2014,1,46.1,28.4,29.5,36.4,42.3,42.4,49.8,57.5
tuki,平成26年2月,2014,2,44.5,24.9,28.3,33.5,37.5,40.5,49,55.8
tuki,平成26年3月,2014,3,47.1,25.6,29.7,39.2,41.5,47.9,48.7,56.6
tuki,平成26年4月,2014,4,49.1,25.6,30,40.7,43.7,43.9,50.8,60.5
,,,,,,,,,,,
東京都生計分析調査　平成26年4月,,,,,,,,,,,
主要指標４　―全世帯，生計支出７分位階層別―,,,,,,,,,,,
選択的支出係数〔＝（選択的支出÷消費支出）×１００〕,,,,,,,,,,,
