項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,360,-,-,51,-,50,-,50,-,54,-,51,-,51,-,53,-
0,0,0,0,0,世帯人員,3.37,-,-,3.06,-,2.99,-,3.52,-,3.21,-,3.51,-,3.43,-,3.82,-
0,0,0,0,0,有業人員,1.63,-,-,1.57,-,1.78,-,1.61,-,1.67,-,1.63,-,1.52,-,1.61,-
0,0,0,0,0,世帯主平均年齢,48.7,-,-,55.2,-,52.8,-,45.3,-,48.8,-,46.5,-,45.1,-,47,-
1,0,0,0,0,受取,1589990,-,-0.7,586600,-,782104,-,924325,-,1261488,-,1737642,-,2242145,-,3573716,-
1,1,0,0,0,実収入,979250,100,0.3,131862,100,330577,100,454191,100,726516,100,1100257,100,1529077,100,2564312,100
1,2,0,0,0,経常収入,956629,97.7,-0.1,128917,97.8,324626,98.2,438617,96.6,684004,94.1,1064440,96.7,1497058,97.9,2541011,99.1
1,3,0,0,0,勤め先収入,921933,94.1,-0.8,53192,40.3,259876,78.6,414139,91.2,662499,91.2,1046888,95.1,1479660,96.8,2519317,98.2
1,4,0,0,0,世帯主収入,820239,83.8,-2.4,47925,36.3,234625,71,383933,84.5,612446,84.3,984458,89.5,1359195,88.9,2104122,82.1
1,6,0,0,0,うち男,799418,81.6,-1.5,26119,19.8,210851,63.8,348150,76.7,602188,82.9,958125,87.1,1331071,87.1,2104122,82.1
1,5,0,0,0,定期収入,399932,40.8,-6.6,47006,35.6,230469,69.7,357423,78.7,492583,67.8,496380,45.1,513576,33.6,657682,25.6
1,5,0,0,0,臨時収入,2670,0.3,-32.2,-,-,194,0.1,860,0.2,3638,0.5,4979,0.5,6016,0.4,2970,0.1
1,5,0,0,0,賞与,417637,42.6,2.2,919,0.7,3963,1.2,25650,5.6,116225,16,483099,43.9,839603,54.9,1443470,56.3
1,4,0,0,0,世帯主の配偶者の収入,93144,9.5,19.1,4165,3.2,22664,6.9,28928,6.4,31273,4.3,26189,2.4,120465,7.9,415194,16.2
1,6,0,0,0,うち女,92108,9.4,19.8,4165,3.2,22664,6.9,28928,6.4,31273,4.3,26189,2.4,113246,7.4,415194,16.2
1,4,0,0,0,他の世帯員収入,8550,0.9,-16.1,1102,0.8,2588,0.8,1279,0.3,18780,2.6,36241,3.3,-,-,-,-
1,3,0,0,0,事業・内職収入,11510,1.2,193.3,38740,29.4,12643,3.8,1271,0.3,12845,1.8,2137,0.2,6922,0.5,6107,0.2
1,4,0,0,0,家賃収入,2612,0.3,390.1,-,-,8036,2.4,-,-,-,-,-,-,4671,0.3,5487,0.2
1,4,0,0,0,他の事業収入,8412,0.9,...,38740,29.4,4606,1.4,1271,0.3,11528,1.6,1613,0.1,698,0,620,0
1,4,0,0,0,内職収入,487,0,-83.7,-,-,-,-,-,-,1317,0.2,524,0,1553,0.1,-,-
1,3,0,0,0,他の経常収入,23185,2.4,-6,36985,28,52106,15.8,23207,5.1,8660,1.2,15416,1.4,10477,0.7,15588,0.6
1,4,0,0,0,財産収入,1440,0.1,-14.6,-,-,-,-,-,-,1912,0.3,6486,0.6,-,-,1706,0.1
1,4,0,0,0,社会保障給付,21022,2.1,-0.5,35938,27.3,52106,15.8,22499,5,5686,0.8,8626,0.8,8537,0.6,13882,0.5
1,5,0,0,0,公的年金給付,17522,1.8,-5.9,35938,27.3,46105,13.9,19403,4.3,2821,0.4,4815,0.4,-,-,13729,0.5
1,5,0,0,0,他の社会保障給付,3500,0.4,39.7,-,-,6001,1.8,3097,0.7,2865,0.4,3812,0.3,8537,0.6,152,0
1,4,0,0,0,仕送り金,723,0.1,-60.9,1047,0.8,-,-,707,0.2,1062,0.1,303,0,1939,0.1,-,-
1,2,0,0,0,特別収入,22621,2.3,19.6,2945,2.2,5951,1.8,15573,3.4,42512,5.9,35817,3.3,32019,2.1,23301,0.9
1,3,0,0,0,受贈金,4848,0.5,113,-,-,944,0.3,1184,0.3,8813,1.2,2819,0.3,18381,1.2,1658,0.1
1,3,0,0,0,他の特別収入,17773,1.8,6.8,2945,2.2,5008,1.5,14389,3.2,33699,4.6,32997,3,13638,0.9,21643,0.8
1,1,0,0,0,実収入以外の受取(繰入金を除く),535358,-,-0.4,347890,-,376822,-,410265,-,465921,-,557433,-,640374,-,944583,-
1,2,0,0,0,預貯金引出,428095,-,4.3,281644,-,321985,-,304609,-,375838,-,474537,-,512162,-,722666,-
1,2,0,0,0,保険金,25698,-,274.1,32654,-,17978,-,41106,-,4711,-,-,-,-,-,83364,-
1,3,0,0,0,個人・企業年金保険金,4068,-,230.2,708,-,6885,-,2234,-,4711,-,-,-,-,-,13808,-
1,3,0,0,0,他の保険金,21630,-,283.6,31946,-,11093,-,38872,-,-,-,-,-,-,-,69556,-
