項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9343,-,2500,-,2242,-,7500,-,7102,-,657,-
0,0,0,0,0,調査世帯数,247,-,-,229,-,62,-,54,-,185,-,175,-,18,-
0,0,0,0,0,世帯人員,2.52,-,-,2.52,-,2.26,-,2.28,-,2.6,-,2.6,-,2.39,-
0,0,0,0,0,有業人員,0.49,-,-,0.48,-,0.27,-,0.28,-,0.56,-,0.54,-,0.61,-
0,0,0,0,0,世帯主平均年齢,73.7,-,-,74,-,72.4,-,72.7,-,74.2,-,74.4,-,69.3,-
1,0,0,0,0,受取,419474,-,-7,425590,-,241192,-,245908,-,478914,-,482313,-,332439,-
1,1,0,0,0,実収入,33306,100,-30.7,31445,100,15423,100,13280,100,39269,100,37179,100,59796,100
1,2,0,0,0,経常収入,30043,90.2,-30.6,28760,91.5,13477,87.4,11303,85.1,35566,90.6,34271,92.2,48298,80.8
1,3,0,0,0,勤め先収入,14440,43.4,-48.7,12973,41.3,6430,41.7,6655,50.1,17111,43.6,14967,40.3,35321,59.1
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,1852,5.6,-67.9,1610,5.1,2402,15.6,2679,20.2,1669,4.3,1272,3.4,5301,8.9
1,6,0,0,0,うち女,1852,5.6,-67.9,1610,5.1,2402,15.6,2679,20.2,1669,4.3,1272,3.4,5301,8.9
1,4,0,0,0,他の世帯員収入,12588,37.8,-43.7,11363,36.1,4027,26.1,3976,29.9,15442,39.3,13695,36.8,30020,50.2
1,3,0,0,0,事業・内職収入,8142,24.4,36.9,8275,26.3,2121,13.8,1127,8.5,10149,25.8,10532,28.3,6239,10.4
