項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8197,-,1196,-,205,-,403,-
0,0,0,0,0,調査世帯数,754,-,618,-,89,-,20,-,27,-
0,0,0,0,0,世帯人員,2.98,-,2.99,-,2.77,-,2.66,-,3.41,-
0,0,0,0,0,有業人員,1.29,-,1.26,-,1.46,-,1.13,-,1.48,-
0,0,0,0,0,世帯主平均年齢,59.2,-,61.7,-,48.3,-,55.1,-,42,-
2,2,0,0,0,生計支出,321996,-,319122,-,351769,-,238725,-,334456,-
2,3,0,0,0,消費支出,318758,100,319122,100,324683,100,238725,100,334456,100
2,4,1,0,0,食料,81995,25.7,83788,26.3,74326,22.9,66159,27.7,76323,22.8
2,5,1,1,0,穀類,6614,2.1,6753,2.1,5931,1.8,5790,2.4,6223,1.9
2,6,1,1,1,米類,1964,0.6,2059,0.6,1588,0.5,1228,0.5,1513,0.5
2,6,1,1,2,パン,2874,0.9,2895,0.9,2640,0.8,2947,1.2,3123,0.9
2,6,1,1,3,めん類,1352,0.4,1362,0.4,1339,0.4,1207,0.5,1252,0.4
2,6,1,1,4,他の穀類,424,0.1,437,0.1,364,0.1,408,0.2,336,0.1
2,5,1,2,0,魚介類,6647,2.1,7205,2.3,4032,1.2,5425,2.3,3659,1.1
2,6,1,2,1,生鮮魚介,4111,1.3,4455,1.4,2514,0.8,3361,1.4,2241,0.7
2,6,1,2,2,塩干魚介,1111,0.3,1193,0.4,746,0.2,783,0.3,671,0.2
2,6,1,2,3,魚肉練製品,568,0.2,606,0.2,376,0.1,534,0.2,375,0.1
2,6,1,2,4,他の魚介加工品,857,0.3,951,0.3,396,0.1,747,0.3,372,0.1
2,5,1,3,0,肉類,7748,2.4,8017,2.5,6612,2,5286,2.2,6885,2.1
2,6,1,3,1,生鮮肉,6211,1.9,6436,2,5381,1.7,3923,1.6,5254,1.6
2,6,1,3,2,加工肉,1537,0.5,1581,0.5,1231,0.4,1363,0.6,1630,0.5
2,5,1,4,0,乳卵類,4127,1.3,4220,1.3,3566,1.1,4064,1.7,3947,1.2
2,6,1,4,1,牛乳,1413,0.4,1499,0.5,1010,0.3,529,0.2,1306,0.4
2,6,1,4,2,乳製品,1922,0.6,1915,0.6,1835,0.6,2849,1.2,1837,0.5
2,6,1,4,3,卵,793,0.2,806,0.3,721,0.2,685,0.3,804,0.2
2,5,1,5,0,野菜・海藻,10697,3.4,11338,3.6,7849,2.4,8190,3.4,7371,2.2
2,6,1,5,1,生鮮野菜,7493,2.4,7930,2.5,5549,1.7,5539,2.3,5360,1.6
2,6,1,5,2,乾物・海藻,749,0.2,804,0.3,463,0.1,741,0.3,496,0.1
2,6,1,5,3,大豆加工品,1201,0.4,1244,0.4,1065,0.3,788,0.3,927,0.3
2,6,1,5,4,他の野菜・海藻加工品,1253,0.4,1359,0.4,771,0.2,1122,0.5,588,0.2
2,5,1,6,0,果物,3369,1.1,3576,1.1,2479,0.8,3104,1.3,1931,0.6
2,6,1,6,1,生鮮果物,3147,1,3347,1,2236,0.7,2890,1.2,1919,0.6
2,6,1,6,2,果物加工品,222,0.1,229,0.1,243,0.1,215,0.1,12,0
2,5,1,7,0,油脂・調味料,3711,1.2,3858,1.2,3073,0.9,3079,1.3,2944,0.9
2,6,1,7,1,油脂,347,0.1,365,0.1,252,0.1,292,0.1,300,0.1
2,6,1,7,2,調味料,3364,1.1,3493,1.1,2822,0.9,2786,1.2,2644,0.8
2,5,1,8,0,菓子類,5652,1.8,5591,1.8,5991,1.8,5479,2.3,5970,1.8
2,5,1,9,0,調理食品,10254,3.2,10512,3.3,8802,2.7,9345,3.9,9786,2.9
2,6,1,9,1,主食的調理食品,4315,1.4,4388,1.4,3784,1.2,3701,1.6,4726,1.4
2,6,1,9,2,他の調理食品,5939,1.9,6123,1.9,5018,1.5,5644,2.4,5059,1.5
2,5,1,10,0,飲料,4465,1.4,4473,1.4,4833,1.5,3353,1.4,3775,1.1
2,6,1,10,1,茶類,1118,0.4,1157,0.4,1040,0.3,803,0.3,732,0.2
2,6,1,10,2,コーヒー・ココア,892,0.3,900,0.3,956,0.3,460,0.2,753,0.2
2,6,1,10,3,他の飲料,2455,0.8,2417,0.8,2836,0.9,2090,0.9,2289,0.7
2,5,1,11,0,酒類,3396,1.1,3448,1.1,3644,1.1,2742,1.1,1930,0.6
2,5,1,12,0,外食,15316,4.8,14797,4.6,17514,5.4,10300,4.3,21900,6.5
2,6,1,12,1,一般外食,14349,4.5,13958,4.4,16572,5.1,9441,4,18200,5.4
2,6,1,12,2,学校給食,967,0.3,839,0.3,942,0.3,859,0.4,3701,1.1
2,4,2,0,0,住居,29943,9.4,18554,5.8,98738,30.4,57509,24.1,43503,13
2,5,2,1,0,家賃地代,15458,4.8,1225,0.4,96822,29.8,57484,24.1,42244,12.6
2,5,2,2,0,設備修繕・維持,14485,4.5,17329,5.4,1916,0.6,25,0,1259,0.4
2,6,2,2,1,設備材料,4283,1.3,5162,1.6,367,0.1,25,0,178,0.1
2,6,2,2,2,工事その他のサービス,10202,3.2,12167,3.8,1550,0.5,-,-,1081,0.3
2,4,3,0,0,光熱・水道,20855,6.5,21756,6.8,16124,5,12714,5.3,20694,6.2
2,5,3,1,0,電気代,10140,3.2,10717,3.4,6994,2.2,5715,2.4,9989,3
2,5,3,2,0,ガス代,4516,1.4,4641,1.5,3890,1.2,3483,1.5,4353,1.3
2,5,3,3,0,他の光熱,98,0,116,0,18,0,-,-,-,-
2,5,3,4,0,上下水道料,6101,1.9,6281,2,5223,1.6,3516,1.5,6353,1.9
2,4,4,0,0,家具・家事用品,10947,3.4,11271,3.5,10355,3.2,5499,2.3,8865,2.7
