項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1999,-,6561,-,654,-,280,-,786,-,3875,-
0,0,0,0,0,調査世帯数,357,-,67,-,240,-,22,-,9,-,28,-,137,-
0,0,0,0,0,世帯人員,3.33,-,2,-,3.81,-,2.29,-,2.4,-,3.65,-,3.43,-
0,0,0,0,0,有業人員,1.6,-,1.42,-,1.67,-,1.51,-,1,-,1.62,-,2.16,-
0,0,0,0,0,世帯主平均年齢,47.8,-,51.5,-,45.6,-,51.9,-,43,-,53.5,-,48.1,-
1,0,0,0,0,受取,1065459,-,958136,-,1158530,-,508250,-,460611,-,1025005,-,1187530,-
1,1,0,0,0,実収入,510464,100,496514,100,557005,100,221274,100,196701,100,398060,100,550895,100
1,2,0,0,0,経常収入,498814,97.7,493652,99.4,542012,97.3,210077,94.9,176327,89.6,391605,98.4,545523,99
1,3,0,0,0,勤め先収入,492241,96.4,483602,97.4,536359,96.3,205439,92.8,165487,84.1,384578,96.6,539436,97.9
1,4,0,0,0,世帯主収入,442553,86.7,400988,80.8,488142,87.6,201436,91,165487,84.1,368308,92.5,419505,76.1
1,6,0,0,0,うち男,412279,80.8,394770,79.5,475317,85.3,18025,8.1,-,-,258646,65,408362,74.1
1,5,0,0,0,定期収入,428678,84,396302,79.8,468818,84.2,200717,90.7,165487,84.1,365604,91.8,412454,74.9
1,5,0,0,0,臨時収入,4890,1,4685,0.9,5694,1,719,0.3,-,-,2164,0.5,6941,1.3
1,5,0,0,0,賞与,8985,1.8,-,-,13630,2.4,-,-,-,-,541,0.1,110,0
