項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2035,-,6588,-,508,-,129,-,869,-,3942,-
0,0,0,0,0,調査世帯数,364,-,76,-,240,-,18,-,6,-,30,-,147,-
0,0,0,0,0,世帯人員,3.34,-,2,-,3.76,-,2.61,-,2.58,-,3.71,-,3.43,-
0,0,0,0,0,有業人員,1.6,-,1.48,-,1.61,-,1.82,-,1,-,1.75,-,2.17,-
0,0,0,0,0,世帯主平均年齢,48.7,-,53.2,-,46.5,-,51.4,-,39.7,-,53.4,-,47.8,-
1,0,0,0,0,受取,1026088,-,906805,-,1089230,-,854907,-,722391,-,926721,-,1091700,-
1,1,0,0,0,実収入,519617,100,463841,100,553616,100,364392,100,355846,100,483151,100,572042,100
1,2,0,0,0,経常収入,514570,99,458070,98.8,547997,99,362830,99.6,350254,98.4,482098,99.8,565506,98.9
1,3,0,0,0,勤め先収入,470947,90.6,418360,90.2,504401,91.1,335268,92,286221,80.4,419728,86.9,519165,90.8
1,4,0,0,0,世帯主収入,421506,81.1,371496,80.1,453039,81.8,284424,78.1,286221,80.4,379634,78.6,405473,70.9
1,6,0,0,0,うち男,402448,77.5,363194,78.3,448698,81,73641,20.2,-,-,335817,69.5,395552,69.1
1,5,0,0,0,定期収入,414068,79.7,365620,78.8,444131,80.2,279347,76.7,266172,74.8,378310,78.3,401140,70.1
1,5,0,0,0,臨時収入,4946,1,5876,1.3,5127,0.9,5077,1.4,20049,5.6,1323,0.3,4333,0.8
1,5,0,0,0,賞与,2491,0.5,-,-,3781,0.7,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,43270,8.3,46864,10.1,49748,9,-,-,-,-,11023,2.3,109758,19.2
1,6,0,0,0,うち女,42153,8.1,46864,10.1,48054,8.7,-,-,-,-,11023,2.3,106927,18.7
1,4,0,0,0,他の世帯員収入,6171,1.2,-,-,1614,0.3,50844,14,-,-,29071,6,3933,0.7
1,3,0,0,0,事業・内職収入,7130,1.4,7629,1.6,7770,1.4,-,-,-,-,5274,1.1,11672,2
