項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,459,-,654,-,964,-,901,-,1163,-,935,-,864,-,4058,-,1735,-
0,0,0,0,0,調査世帯数,748,-,34,-,50,-,75,-,68,-,82,-,67,-,62,-,310,-,137,-
0,0,0,0,0,世帯人員,3,-,3.17,-,3.65,-,3.59,-,3.61,-,3.73,-,3.17,-,2.79,-,2.4,-,2.31,-
0,0,0,0,0,有業人員,1.31,-,1.36,-,1.45,-,1.54,-,1.53,-,2.06,-,1.79,-,1.77,-,0.75,-,0.5,-
0,0,0,0,0,世帯主平均年齢,58.8,-,31,-,37,-,41.9,-,46.9,-,52.1,-,56.9,-,62.1,-,73.8,-,80.3,-
2,2,0,0,0,生計支出,335577,-,217793,-,290629,-,314494,-,408730,-,453186,-,357588,-,421907,-,287747,-,259786,-
2,3,0,0,0,消費支出,335577,100,217793,100,290629,100,314494,100,408730,100,453186,100,357588,100,421907,100,287747,100,259786,100
2,4,1,0,0,食料,75019,22.4,47611,21.9,71311,24.5,78638,25,84825,20.8,78055,17.2,81261,22.7,90226,21.4,70134,24.4,63604,24.5
2,5,1,1,0,穀類,5988,1.8,4234,1.9,6909,2.4,6037,1.9,7108,1.7,6786,1.5,6567,1.8,6100,1.4,5391,1.9,4885,1.9
2,6,1,1,1,米類,1694,0.5,748,0.3,1874,0.6,1556,0.5,1964,0.5,2051,0.5,1822,0.5,1574,0.4,1639,0.6,1592,0.6
