項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,755,-,-,107,-,107,-,112,-,113,-,109,-,102,-,105,-
0,0,0,0,0,世帯人員,2.98,-,-,2.6,-,2.7,-,3.02,-,3.1,-,2.98,-,3.23,-,3.24,-
0,0,0,0,0,有業人員,1.3,-,-,1.03,-,1.25,-,1.29,-,1.33,-,1.35,-,1.34,-,1.5,-
0,0,0,0,0,世帯主平均年齢,59.3,-,-,64.3,-,64.6,-,60.9,-,55.4,-,57.6,-,55.4,-,56.9,-
2,2,0,0,0,生計支出,305931,-,-4,104986,-,169845,-,218313,-,262411,-,319105,-,396390,-,667577,-
2,3,0,0,0,消費支出,305922,100,-4,104986,100,169782,100,218313,100,262411,100,319105,100,396390,100,667577,100
2,4,1,0,0,食料,82147,26.9,6.1,47566,45.3,64386,37.9,69431,31.8,76047,29,89774,28.1,104809,26.4,122640,18.4
2,5,1,1,0,穀類,6533,2.1,6.5,4365,4.2,5864,3.5,6193,2.8,7028,2.7,7480,2.3,6913,1.7,7873,1.2
2,6,1,1,1,米類,1826,0.6,-0.9,1346,1.3,1686,1,1975,0.9,2226,0.8,2230,0.7,1236,0.3,2075,0.3
2,6,1,1,2,パン,2883,0.9,11.2,1866,1.8,2535,1.5,2459,1.1,2961,1.1,3098,1,3486,0.9,3764,0.6
2,6,1,1,3,めん類,1322,0.4,6.1,885,0.8,1237,0.7,1327,0.6,1351,0.5,1433,0.4,1549,0.4,1467,0.2
2,6,1,1,4,他の穀類,503,0.2,10.5,267,0.3,405,0.2,431,0.2,490,0.2,719,0.2,641,0.2,566,0.1
2,5,1,2,0,魚介類,6575,2.1,10.4,4891,4.7,5887,3.5,6270,2.9,5124,2,7285,2.3,8235,2.1,8313,1.2
2,6,1,2,1,生鮮魚介,4104,1.3,15.4,3118,3,3716,2.2,3888,1.8,2901,1.1,4408,1.4,5394,1.4,5290,0.8
2,6,1,2,2,塩干魚介,1100,0.4,5.5,807,0.8,915,0.5,1058,0.5,957,0.4,1349,0.4,1287,0.3,1320,0.2
2,6,1,2,3,魚肉練製品,594,0.2,9.4,464,0.4,634,0.4,650,0.3,539,0.2,569,0.2,691,0.2,611,0.1
2,6,1,2,4,他の魚介加工品,777,0.3,-4.2,502,0.5,621,0.4,674,0.3,727,0.3,959,0.3,862,0.2,1091,0.2
2,5,1,3,0,肉類,7523,2.5,11,5163,4.9,6151,3.6,6967,3.2,7179,2.7,8039,2.5,9006,2.3,10127,1.5
2,6,1,3,1,生鮮肉,6061,2,12.5,4125,3.9,4960,2.9,5483,2.5,5583,2.1,6460,2,7405,1.9,8392,1.3
2,6,1,3,2,加工肉,1461,0.5,5,1038,1,1191,0.7,1485,0.7,1597,0.6,1579,0.5,1601,0.4,1735,0.3
2,5,1,4,0,乳卵類,3997,1.3,4.7,2611,2.5,3368,2,3689,1.7,4371,1.7,4406,1.4,4573,1.2,4949,0.7
2,6,1,4,1,牛乳,1301,0.4,-2.8,848,0.8,1342,0.8,1205,0.6,1496,0.6,1505,0.5,1273,0.3,1436,0.2
2,6,1,4,2,乳製品,1937,0.6,8.5,1158,1.1,1432,0.8,1806,0.8,2080,0.8,2054,0.6,2453,0.6,2572,0.4
2,6,1,4,3,卵,758,0.2,9.4,605,0.6,594,0.3,678,0.3,794,0.3,846,0.3,847,0.2,941,0.1
2,5,1,5,0,野菜・海藻,9490,3.1,-0.6,7200,6.9,8727,5.1,8979,4.1,8210,3.1,10066,3.2,10652,2.7,12563,1.9
2,6,1,5,1,生鮮野菜,6298,2.1,-3.9,4920,4.7,5837,3.4,5957,2.7,5297,2,6766,2.1,6826,1.7,8459,1.3
2,6,1,5,2,乾物・海藻,824,0.3,25.8,536,0.5,765,0.5,707,0.3,694,0.3,754,0.2,1223,0.3,1086,0.2
2,6,1,5,3,大豆加工品,1177,0.4,4.6,909,0.9,1070,0.6,1055,0.5,1141,0.4,1328,0.4,1316,0.3,1414,0.2
2,6,1,5,4,他の野菜・海藻加工品,1192,0.4,-1.5,835,0.8,1056,0.6,1260,0.6,1077,0.4,1218,0.4,1287,0.3,1605,0.2
2,5,1,6,0,果物,3109,1,3.4,1899,1.8,2612,1.5,2906,1.3,2764,1.1,3498,1.1,3516,0.9,4551,0.7
