項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1193,-,1323,-,1744,-,1923,-,1336,-,957,-,774,-,751,-
0,0,0,0,0,調査世帯数,367,-,44,-,50,-,65,-,67,-,46,-,38,-,31,-,26,-
0,0,0,0,0,世帯人員,3.29,-,2.82,-,3.49,-,3.59,-,3.39,-,3.53,-,3.56,-,2.67,-,2.61,-
0,0,0,0,0,有業人員,1.63,-,1.43,-,1.51,-,1.48,-,1.48,-,2,-,1.71,-,1.88,-,1.85,-
0,0,0,0,0,世帯主平均年齢,47.3,-,31.3,-,36.9,-,41.9,-,47,-,52.1,-,56.7,-,62.1,-,68.5,-
1,0,0,0,0,受取,1016792,-,782586,-,1036110,-,1016040,-,1149801,-,1113070,-,1155850,-,972506,-,712907,-
1,1,0,0,0,実収入,510311,100,430744,100,551417,100,491873,100,561607,100,567579,100,598223,100,439845,100,334334,100
1,2,0,0,0,経常収入,497558,97.5,420611,97.6,533452,96.7,477854,97.1,550921,98.1,556167,98,584474,97.7,419303,95.3,331159,99.1
1,3,0,0,0,勤め先収入,489140,95.9,390972,90.8,525929,95.4,475826,96.7,549916,97.9,550880,97.1,580190,97,413800,94.1,307209,91.9
1,4,0,0,0,世帯主収入,436303,85.5,332688,77.2,462280,83.8,430930,87.6,500875,89.2,484241,85.3,534545,89.4,357312,81.2,273059,81.7
1,6,0,0,0,うち男,415044,81.3,332688,77.2,452708,82.1,389452,79.2,491071,87.4,442460,78,527558,88.2,348031,79.1,221036,66.1
1,5,0,0,0,定期収入,429095,84.1,322549,74.9,440705,79.9,422086,85.8,499014,88.9,483911,85.3,526283,88,352257,80.1,272810,81.6
1,5,0,0,0,臨時収入,2876,0.6,4964,1.2,5095,0.9,5716,1.2,1861,0.3,329,0.1,1364,0.2,805,0.2,249,0.1
1,5,0,0,0,賞与,4332,0.8,5175,1.2,16480,3,3128,0.6,-,-,-,-,6898,1.2,4250,1,-,-
1,4,0,0,0,世帯主の配偶者の収入,47675,9.3,56145,13,60723,11,44896,9.1,41082,7.3,64572,11.4,32256,5.4,49902,11.3,21853,6.5
1,6,0,0,0,うち女,45504,8.9,56145,13,55561,10.1,40425,8.2,37400,6.7,64572,11.4,32256,5.4,49902,11.3,21853,6.5
1,4,0,0,0,他の世帯員収入,5163,1,2139,0.5,2926,0.5,-,-,7958,1.4,2067,0.4,13389,2.2,6586,1.5,12296,3.7
1,3,0,0,0,事業・内職収入,2917,0.6,1735,0.4,1875,0.3,1683,0.3,-,-,5287,0.9,1592,0.3,-,-,17455,5.2
1,4,0,0,0,家賃収入,1377,0.3,609,0.1,-,-,-,-,-,-,-,-,1270,0.2,-,-,15762,4.7
1,4,0,0,0,他の事業収入,292,0.1,1126,0.3,-,-,-,-,-,-,-,-,322,0.1,-,-,1694,0.5
1,4,0,0,0,内職収入,1248,0.2,-,-,1875,0.3,1683,0.3,-,-,5287,0.9,-,-,-,-,-,-
1,3,0,0,0,他の経常収入,5500,1.1,27903,6.5,5648,1,345,0.1,1006,0.2,-,-,2692,0.4,5503,1.3,6495,1.9
1,4,0,0,0,財産収入,311,0.1,-,-,-,-,-,-,312,0.1,-,-,-,-,198,0,3145,0.9
1,4,0,0,0,社会保障給付,4107,0.8,27903,6.5,158,0,345,0.1,-,-,-,-,1251,0.2,5304,1.2,2223,0.7
1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,4107,0.8,27903,6.5,158,0,345,0.1,-,-,-,-,1251,0.2,5304,1.2,2223,0.7
1,4,0,0,0,仕送り金,1082,0.2,-,-,5491,1,-,-,694,0.1,-,-,1441,0.2,-,-,1127,0.3
1,2,0,0,0,特別収入,12753,2.5,10133,2.4,17964,3.3,14019,2.9,10686,1.9,11412,2,13749,2.3,20542,4.7,3175,0.9
1,3,0,0,0,受贈金,8123,1.6,5822,1.4,12646,2.3,13214,2.7,5686,1,5849,1,10957,1.8,4232,1,2669,0.8
1,3,0,0,0,他の特別収入,4630,0.9,4311,1,5318,1,805,0.2,5000,0.9,5563,1,2792,0.5,16310,3.7,507,0.2
1,1,0,0,0,実収入以外の受取(繰入金を除く),420650,-,288579,-,420743,-,452884,-,487857,-,450520,-,457178,-,442383,-,261163,-
1,2,0,0,0,預貯金引出,361488,-,228774,-,359940,-,392510,-,433010,-,390093,-,389202,-,370494,-,224293,-
1,2,0,0,0,保険金,901,-,-,-,-,-,-,-,-,-,-,-,-,-,9206,-,2518,-
1,3,0,0,0,個人・企業年金保険金,901,-,-,-,-,-,-,-,-,-,-,-,-,-,9206,-,2518,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
