実数・増加率,年次・四半期・月次コード,年次・四半期・月次,西暦（年）,月,調査世帯数（世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,生計支出（円）,生計支出／消費支出（円）,生計支出／消費支出／食料（円）,生計支出／消費支出／住居（円）,生計支出／消費支出／光熱・水道（円）,生計支出／消費支出／家具・家事用品（円）,生計支出／消費支出／被服及び履物（円）,生計支出／消費支出／保健医療（円）,生計支出／消費支出／交通・通信（円）,生計支出／消費支出／教育（円）,生計支出／消費支出／教養娯楽（円）,生計支出／消費支出／その他の消費支出（円）,生計支出／消費支出／その他の消費支出／諸雑費（円）,生計支出／土地家屋購入（円）
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年7～9月,2013,7～9,-,-,-,-,-,6.7,5.3,17,1.7,15.2,-2.6,-12.2,14.2,8.2,7.7,-,11.5,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成25年10～12月,2013,10～12,-,-,-,-,-,0.6,-0.9,27,-5.5,-7.6,-4.4,4.4,-4.2,-3.5,-6.3,-,3.8,-
jissitu,sihan,対前年（同期・同月）実質増加率_平成26年1～3月,2014,1～3,-,-,-,-,-,-1.2,-0.8,4.8,-4,35.1,1.3,2.1,-6.4,-19,-3.1,-,11.1,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年5月,2013,5,-,-,-,-,-,-1.2,1.9,-23.9,-11.5,21.8,15.2,4.7,-13.8,-2.4,17.7,-,7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年6月,2013,6,-,-,-,-,-,10.5,7.4,46.7,-5.8,-3.7,6.8,28.7,29.4,-7.5,-0.6,-,26.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年7月,2013,7,-,-,-,-,-,10.7,5.6,35.7,-0.1,5.3,-12.5,-19.2,23.1,4.5,8.9,-,31.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年8月,2013,8,-,-,-,-,-,0.2,5.3,-19.8,0.7,28.5,0.4,-12.1,15,-17.8,2.6,-,-12,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年9月,2013,9,-,-,-,-,-,8.9,5,42.5,4.1,13.9,8.6,-4.1,4.8,22.7,12.5,-,19,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年10月,2013,10,-,-,-,-,-,-3.3,0.5,14.1,-5.8,3.5,-11,10.3,-21.2,-18,-5.2,-,-5.8,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年11月,2013,11,-,-,-,-,-,4.1,-0.9,54.2,1.1,-19.1,2.6,1.7,3.4,6.5,-3.1,-,7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成25年12月,2013,12,-,-,-,-,-,1.2,-2.3,18.3,-10.3,-5.5,-5.3,1.3,8.2,23.2,-10.1,-,9.6,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年1月,2014,1,-,-,-,-,-,-2.5,0.8,-0.4,-8.2,13.2,3.1,-0.9,-10.8,-32,-2,-,9.7,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年2月,2014,2,-,-,-,-,-,-3.7,-4,5.8,-2.8,10.7,-12.9,5.5,-7.1,-4.1,-17.8,-,10.2,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年3月,2014,3,-,-,-,-,-,2,0.3,8.6,-1,76.2,10.2,1.7,-2.6,-15.7,8.5,-,13,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年4月,2014,4,-,-,-,-,-,-7.5,-6.8,25.1,0.7,-10.8,-6.1,-3,-5.2,-12.7,-10.2,-,-29.4,-
jissitu,tuki,対前年（同期・同月）実質増加率_平成26年5月,2014,5,-,-,-,-,-,-4.7,-2.4,-32.5,-4.2,5.4,-2.9,-22.1,8.8,25.3,-0.8,-,-4.6,-
,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成26年5月,,,,,,,,,,,,,,,,,,,,,,
主要指標１　―全世帯―,,,,,,,,,,,,,,,,,,,,,,
