項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,792,-,1238,-,1785,-,1529,-,1854,-,967,-,1141,-,694,-
0,0,0,0,0,調査世帯数,349,-,27,-,43,-,67,-,54,-,62,-,34,-,40,-,22,-
0,0,0,0,0,世帯人員,3.36,-,3.07,-,3.52,-,3.56,-,3.65,-,3.62,-,3.24,-,2.96,-,2.36,-
0,0,0,0,0,有業人員,1.6,-,1.53,-,1.27,-,1.51,-,1.41,-,1.8,-,1.88,-,1.81,-,1.64,-
0,0,0,0,0,世帯主平均年齢,48.6,-,30.8,-,37.3,-,42,-,47.2,-,51.7,-,56.8,-,62.1,-,67.2,-
1,0,0,0,0,受取,993870,-,701653,-,919869,-,1060335,-,1093737,-,1009582,-,1032391,-,1022076,-,926371,-
1,1,0,0,0,実収入,506907,100,359099,100,487173,100,536139,100,586096,100,521751,100,541073,100,443147,100,478772,100
1,2,0,0,0,経常収入,498323,98.3,346236,96.4,480342,98.6,531590,99.2,583899,99.6,519445,99.6,524161,96.9,419558,94.7,467014,97.5
1,3,0,0,0,勤め先収入,463980,91.5,345410,96.2,478895,98.3,499065,93.1,574875,98.1,513907,98.5,476086,88,344960,77.8,283617,59.2
1,4,0,0,0,世帯主収入,420274,82.9,286211,79.7,451297,92.6,440016,82.1,535697,91.4,469656,90,406144,75.1,327925,74,252538,52.7
1,6,0,0,0,うち男,400097,78.9,283430,78.9,442051,90.7,420434,78.4,499684,85.3,431230,82.7,399450,73.8,322021,72.7,232841,48.6
1,5,0,0,0,定期収入,404665,79.8,286100,79.7,444896,91.3,426267,79.5,464009,79.2,468904,89.9,401379,74.2,321492,72.5,251685,52.6
1,5,0,0,0,臨時収入,1725,0.3,111,0,2163,0.4,404,0.1,4338,0.7,753,0.1,4765,0.9,466,0.1,853,0.2
1,5,0,0,0,賞与,13884,2.7,-,-,4237,0.9,13344,2.5,67350,11.5,-,-,-,-,5967,1.3,-,-
1,4,0,0,0,世帯主の配偶者の収入,40449,8,59198,16.5,27599,5.7,59049,11,35900,6.1,43813,8.4,61320,11.3,9146,2.1,17526,3.7
1,6,0,0,0,うち女,39471,7.8,59198,16.5,19697,4,59049,11,35900,6.1,43813,8.4,61320,11.3,9146,2.1,17526,3.7
1,4,0,0,0,他の世帯員収入,3257,0.6,-,-,-,-,-,-,3278,0.6,438,0.1,8621,1.6,7889,1.8,13553,2.8
1,3,0,0,0,事業・内職収入,5859,1.2,-,-,-,-,22539,4.2,-,-,5326,1,6397,1.2,-,-,3311,0.7
1,4,0,0,0,家賃収入,2076,0.4,-,-,-,-,7374,1.4,-,-,1758,0.3,4485,0.8,-,-,-,-
1,4,0,0,0,他の事業収入,2707,0.5,-,-,-,-,15166,2.8,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,1076,0.2,-,-,-,-,-,-,-,-,3567,0.7,1913,0.4,-,-,3311,0.7
1,3,0,0,0,他の経常収入,28484,5.6,826,0.2,1447,0.3,9986,1.9,9024,1.5,212,0,41678,7.7,74598,16.8,180086,37.6
1,4,0,0,0,財産収入,284,0.1,-,-,210,0,1182,0.2,-,-,65,0,359,0.1,-,-,-,-
1,4,0,0,0,社会保障給付,28047,5.5,826,0.2,1237,0.3,7946,1.5,9024,1.5,146,0,41319,7.6,74598,16.8,180086,37.6
1,5,0,0,0,公的年金給付,25356,5,-,-,-,-,563,0.1,8513,1.5,-,-,36637,6.8,69372,15.7,180086,37.6
1,5,0,0,0,他の社会保障給付,2691,0.5,826,0.2,1237,0.3,7383,1.4,511,0.1,146,0,4682,0.9,5226,1.2,-,-
1,4,0,0,0,仕送り金,153,0,-,-,-,-,858,0.2,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,特別収入,8584,1.7,12863,3.6,6831,1.4,4549,0.8,2197,0.4,2306,0.4,16912,3.1,23588,5.3,11758,2.5
1,3,0,0,0,受贈金,6184,1.2,10629,3,3398,0.7,1484,0.3,167,0,1096,0.2,12110,2.2,22421,5.1,10047,2.1
1,3,0,0,0,他の特別収入,2400,0.5,2233,0.6,3433,0.7,3065,0.6,2030,0.3,1210,0.2,4802,0.9,1168,0.3,1712,0.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),410184,-,269815,-,375319,-,456613,-,410598,-,409740,-,409502,-,497565,-,370669,-
1,2,0,0,0,預貯金引出,338690,-,227292,-,296043,-,378187,-,374503,-,343197,-,341589,-,384925,-,269272,-
1,2,0,0,0,保険金,6258,-,-,-,-,-,-,-,-,-,-,-,-,-,25458,-,48328,-
1,3,0,0,0,個人・企業年金保険金,6258,-,-,-,-,-,-,-,-,-,-,-,-,-,25458,-,48328,-
1,3,0,0,0,他の保険金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,1686,-,-,-,-,-,8285,-,-,-,1115,-,-,-,-,-,-,-
1,2,0,0,0,分割払購入借入金,252,-,-,-,749,-,364,-,267,-,-,-,550,-,-,-,-,-
1,2,0,0,0,一括払購入借入金,62517,-,42523,-,78072,-,69420,-,35782,-,61944,-,67300,-,87181,-,53027,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,782,-,-,-,455,-,357,-,45,-,3484,-,63,-,-,-,43,-
1,1,0,0,0,繰入金,76778,-,72739,-,57377,-,67583,-,97043,-,78092,-,81815,-,81364,-,76929,-
2,0,0,0,0,支払,993870,-,701653,-,919869,-,1060335,-,1093737,-,1009582,-,1032391,-,1022076,-,926371,-
2,1,0,0,0,実支出,437649,-,322332,-,395980,-,445013,-,481383,-,445136,-,441171,-,520979,-,366326,-
2,2,0,0,0,生計支出,340333,-,264156,-,313627,-,342866,-,336963,-,336838,-,334989,-,451353,-,310006,-
2,3,0,0,0,消費支出,338381,100,239515,100,313627,100,342866,100,336963,100,336838,100,334989,100,451353,100,310006,100
2,4,1,0,0,食料,88456,26.1,65692,27.4,70018,22.3,88147,25.7,100682,29.9,91103,27,85317,25.5,109157,24.2,84448,27.2
2,5,1,1,0,穀類,6435,1.9,3710,1.5,5297,1.7,6067,1.8,6890,2,7287,2.2,6874,2.1,7746,1.7,6483,2.1
2,6,1,1,1,米類,1826,0.5,1056,0.4,1436,0.5,1829,0.5,1690,0.5,2086,0.6,1524,0.5,2242,0.5,2732,0.9
2,6,1,1,2,パン,2878,0.9,1625,0.7,2585,0.8,2539,0.7,3236,1,3164,0.9,2784,0.8,3823,0.8,2725,0.9
2,6,1,1,3,めん類,1401,0.4,777,0.3,972,0.3,1378,0.4,1594,0.5,1658,0.5,2200,0.7,1341,0.3,807,0.3
2,6,1,1,4,他の穀類,331,0.1,252,0.1,304,0.1,320,0.1,370,0.1,380,0.1,366,0.1,339,0.1,219,0.1
