項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4303,-,2584,-,2357,-,756,-
0,0,0,0,0,調査世帯数,754,-,328,-,191,-,178,-,57,-
0,0,0,0,0,世帯人員,2.98,-,2,-,3,-,4,-,5.24,-
0,0,0,0,0,有業人員,1.29,-,0.79,-,1.54,-,1.75,-,1.9,-
0,0,0,0,0,世帯主平均年齢,59.2,-,66.6,-,57.8,-,50.1,-,50.5,-
2,2,0,0,0,生計支出,321996,-,289654,-,308213,-,368273,-,408843,-
2,3,0,0,0,消費支出,318758,100,289654,100,308213,100,354536,100,408843,100
2,4,1,0,0,食料,81995,25.7,72010,24.9,82710,26.8,91303,25.8,107354,26.3
2,5,1,1,0,穀類,6614,2.1,5189,1.8,7451,2.4,7829,2.2,8076,2
2,6,1,1,1,米類,1964,0.6,1676,0.6,2258,0.7,2055,0.6,2312,0.6
2,6,1,1,2,パン,2874,0.9,2241,0.8,3176,1,3499,1,3503,0.9
2,6,1,1,3,めん類,1352,0.4,955,0.3,1596,0.5,1691,0.5,1720,0.4
2,6,1,1,4,他の穀類,424,0.1,318,0.1,420,0.1,584,0.2,542,0.1
2,5,1,2,0,魚介類,6647,2.1,6131,2.1,6936,2.3,6476,1.8,9124,2.2
2,6,1,2,1,生鮮魚介,4111,1.3,3602,1.2,4448,1.4,3963,1.1,6324,1.5
2,6,1,2,2,塩干魚介,1111,0.3,1033,0.4,1136,0.4,1135,0.3,1388,0.3
2,6,1,2,3,魚肉練製品,568,0.2,510,0.2,596,0.2,612,0.2,662,0.2
2,6,1,2,4,他の魚介加工品,857,0.3,986,0.3,756,0.2,767,0.2,749,0.2
2,5,1,3,0,肉類,7748,2.4,5557,1.9,8240,2.7,9769,2.8,12228,3
2,6,1,3,1,生鮮肉,6211,1.9,4374,1.5,6705,2.2,7783,2.2,10072,2.5
2,6,1,3,2,加工肉,1537,0.5,1183,0.4,1535,0.5,1986,0.6,2156,0.5
2,5,1,4,0,乳卵類,4127,1.3,3420,1.2,4443,1.4,4663,1.3,5404,1.3
2,6,1,4,1,牛乳,1413,0.4,1282,0.4,1404,0.5,1541,0.4,1784,0.4
2,6,1,4,2,乳製品,1922,0.6,1456,0.5,2224,0.7,2227,0.6,2587,0.6
2,6,1,4,3,卵,793,0.2,682,0.2,815,0.3,895,0.3,1033,0.3
2,5,1,5,0,野菜・海藻,10697,3.4,9734,3.4,11151,3.6,11031,3.1,13580,3.3
2,6,1,5,1,生鮮野菜,7493,2.4,6752,2.3,7682,2.5,7855,2.2,9939,2.4
2,6,1,5,2,乾物・海藻,749,0.2,692,0.2,743,0.2,839,0.2,821,0.2
2,6,1,5,3,大豆加工品,1201,0.4,1063,0.4,1409,0.5,1247,0.4,1129,0.3
