項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,349,-,-,49,-,46,-,50,-,51,-,51,-,51,-,51,-
0,0,世帯人員,3.36,-,-,3,-,3.21,-,3.18,-,3.59,-,3.59,-,3.45,-,3.49,-
0,0,有業人員,1.6,-,-,1.59,-,1.66,-,1.48,-,1.42,-,1.68,-,1.48,-,1.89,-
0,0,世帯主平均年齢,48.6,-,-,52.2,-,53.1,-,46.8,-,44,-,47.3,-,48.6,-,48.3,-
0,0,消費支出,338381,-,-7.3,246716,-,304226,-,304292,-,319473,-,386028,-,321866,-,485390,-
0,0,公共的料金,85476,25.3,-8.5,65228,26.4,76515,25.2,79866,26.2,86405,27,114868,29.8,79323,24.6,96211,19.8
1,0,公共料金等,59984,17.7,-6.1,49589,20.1,54103,17.8,58060,19.1,63633,19.9,67834,17.6,57846,18,68726,14.2
1,1,米,1826,0.5,-5.1,2014,0.8,1401,0.5,1646,0.5,1856,0.6,2147,0.6,1749,0.5,1972,0.4
1,1,食塩,35,0,-18.6,25,0,44,0,5,0,58,0,39,0,37,0,38,0
1,1,学校給食,900,0.3,63,505,0.2,798,0.3,996,0.3,1095,0.3,1012,0.3,536,0.2,1354,0.3
1,1,公営家賃,1036,0.3,-43.2,1546,0.6,739,0.2,1968,0.6,-,-,3027,0.8,-,-,-,-
1,1,電気代,10870,3.2,-7,10973,4.4,11674,3.8,9390,3.1,11381,3.6,9639,2.5,11275,3.5,11770,2.4
1,1,都市ガス,4144,1.2,12.1,4380,1.8,3576,1.2,3797,1.2,4658,1.5,4188,1.1,4172,1.3,4232,0.9
1,1,上下水道料,5193,1.5,-0.9,4520,1.8,4037,1.3,5877,1.9,5065,1.6,5497,1.4,4251,1.3,7082,1.5
1,1,医科診療代,2553,0.8,-24.8,2201,0.9,2666,0.9,4105,1.3,1623,0.5,2185,0.6,2592,0.8,2470,0.5
1,1,歯科診療代,1659,0.5,15.9,1529,0.6,963,0.3,6543,2.2,783,0.2,613,0.2,337,0.1,776,0.2
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,2744,0.8,544.1,2208,0.9,12537,4.1,1480,0.5,739,0.2,735,0.2,-,-,1694,0.3
1,1,鉄道運賃,5707,1.7,-33.6,4136,1.7,2554,0.8,4088,1.3,7068,2.2,10743,2.8,4430,1.4,6954,1.4
1,1,鉄道通学定期代,539,0.2,53.1,123,0,-,-,-,-,59,0,3048,0.8,272,0.1,300,0.1
1,1,鉄道通勤定期代,2441,0.7,9.8,752,0.3,733,0.2,2285,0.8,3550,1.1,2222,0.6,5342,1.7,2114,0.4
1,1,バス代,597,0.2,-19.7,286,0.1,503,0.2,154,0.1,599,0.2,791,0.2,368,0.1,1483,0.3
1,1,バス通学定期代,2,0,-94.7,-,-,-,-,-,-,-,-,-,-,-,-,11,0
1,1,バス通勤定期代,70,0,...,-,-,250,0.1,-,-,-,-,-,-,74,0,171,0
1,1,タクシー代,887,0.3,-5.7,1504,0.6,762,0.3,629,0.2,515,0.2,589,0.2,534,0.2,1691,0.3
1,1,航空運賃,2207,0.7,30.3,1448,0.6,845,0.3,1807,0.6,4620,1.4,2428,0.6,1471,0.5,2811,0.6
1,1,郵便料,147,0,-39.5,227,0.1,110,0,107,0,72,0,113,0,112,0,288,0.1
1,1,固定電話通信料,2003,0.6,-3.5,1891,0.8,1695,0.6,1779,0.6,2095,0.7,1828,0.5,1735,0.5,2998,0.6
1,1,移動電話通信料,9576,2.8,-4.1,5871,2.4,4549,1.5,7648,2.5,11898,3.7,12161,3.2,10965,3.4,13837,2.9
1,1,ＮＨＫ放送受信料,1605,0.5,16.9,2011,0.8,1386,0.5,798,0.3,1083,0.3,1903,0.5,2161,0.7,1905,0.4
1,1,ケーブルテレビ受信料,1163,0.3,44.7,799,0.3,1470,0.5,1233,0.4,1084,0.3,1087,0.3,1373,0.4,1089,0.2
1,1,他の受信料,252,0.1,64.7,105,0,264,0.1,240,0.1,522,0.2,35,0,464,0.1,124,0
1,1,国公立小学校,212,0.1,138.2,78,0,210,0.1,95,0,-,-,121,0,537,0.2,437,0.1
1,1,国公立中学校,539,0.2,-23.5,60,0,-,-,291,0.1,1612,0.5,171,0,661,0.2,958,0.2
1,1,国公立高校,331,0.1,76.1,-,-,-,-,218,0.1,1027,0.3,356,0.1,700,0.2,-,-
1,1,国公立大学,115,0,-58.2,-,-,-,-,-,-,-,-,-,-,791,0.2,-,-
1,1,たばこ,632,0.2,-51.8,396,0.2,335,0.1,882,0.3,571,0.2,1156,0.3,908,0.3,168,0
2,0,準公共料金等,25492,7.5,-13.8,15640,6.3,22412,7.4,21806,7.2,22772,7.1,47034,12.2,21477,6.7,27485,5.7
