"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","就労状況について","Q9. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","一人ひとりの状況にあった仕事の紹介","355","25.5","29.3"
"202003","就労状況について","Q9. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","新しい仕事に関する相談、情報提供","234","16.8","19.3"
"202003","就労状況について","Q9. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","今の職場で働く上で困ったときに気軽に相談できるところ","160","11.5","13.2"
"202003","就労状況について","Q9. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","仕事に慣れるまで助言や手助けをするコーディネーター","117","8.4","9.6"
"202003","就労状況について","Q9. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","新しい技術や職業能力を身につける場や機会","176","12.6","14.5"
"202003","就労状況について","Q9. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","企業や雇用主の障害者に対する理解の促進","259","18.6","21.4"
"202003","就労状況について","Q9. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","その他","77","5.5","6.3"
"202003","就労状況について","Q9. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","上記のような支援は必要ない","554","39.7","45.7"
"202003","就労状況について","Q9. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","無回答","181","13.0",

"港区保健福祉基礎調査（身体障害者）・単純集計表・就労状況についてQ9","Ver202003",,,,,
