"年月[西暦]","調査項目","設問","事業","選択肢","回答数[件]","構成比[%]"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとタバコルール宣言","参加・利用したことがある","17","13.2"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとタバコルール宣言","内容は知っている","68","52.7"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとタバコルール宣言","名前は知っている","19","14.7"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとタバコルール宣言","知らない","23","17.8"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとタバコルール宣言","無回答","2","1.6"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","屋内喫煙所設置費等助成","参加・利用したことがある","4","3.1"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","屋内喫煙所設置費等助成","内容は知っている","37","28.7"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","屋内喫煙所設置費等助成","名前は知っている","21","16.3"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","屋内喫煙所設置費等助成","知らない","65","50.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","屋内喫煙所設置費等助成","無回答","2","1.6"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","港区ごみ減量優良事業者等表彰制度","参加・利用したことがある","3","2.3"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","港区ごみ減量優良事業者等表彰制度","内容は知っている","20","15.5"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","港区ごみ減量優良事業者等表彰制度","名前は知っている","23","17.8"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","港区ごみ減量優良事業者等表彰制度","知らない","80","62.0"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","港区ごみ減量優良事業者等表彰制度","無回答","3","2.3"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ表彰制度","参加・利用したことがある","0","0.0"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ表彰制度","内容は知っている","14","10.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ表彰制度","名前は知っている","16","12.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ表彰制度","知らない","96","74.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコショップ表彰制度","無回答","3","2.3"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","参加・利用したことがある","5","3.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","内容は知っている","14","10.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","名前は知っている","16","12.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","知らない","91","70.5"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","アドプト活動","無回答","3","2.3"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","参加・利用したことがある","3","2.3"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","内容は知っている","14","10.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","名前は知っている","20","15.5"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","知らない","89","69.0"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","生物多様性みなとネットワーク","無回答","3","2.3"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","創エネルギー・省エネルギー機器等設置費助成制度","参加・利用したことがある","2","1.5"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","創エネルギー・省エネルギー機器等設置費助成制度","内容は知っている","14","10.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","創エネルギー・省エネルギー機器等設置費助成制度","名前は知っている","16","11.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","創エネルギー・省エネルギー機器等設置費助成制度","知らない","98","73.1"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","創エネルギー・省エネルギー機器等設置費助成制度","無回答","4","3.0"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","高反射率塗料工事費助成制度","参加・利用したことがある","1","0.7"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","高反射率塗料工事費助成制度","内容は知っている","10","7.5"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","高反射率塗料工事費助成制度","名前は知っている","20","14.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","高反射率塗料工事費助成制度","知らない","99","73.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","高反射率塗料工事費助成制度","無回答","4","3.0"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","電気自動車等用充電設備導入費助成制度","参加・利用したことがある","0","0.0"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","電気自動車等用充電設備導入費助成制度","内容は知っている","12","9.0"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","電気自動車等用充電設備導入費助成制度","名前は知っている","24","17.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","電気自動車等用充電設備導入費助成制度","知らない","94","70.1"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","電気自動車等用充電設備導入費助成制度","無回答","4","3.0"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコ宣言登録事業","参加・利用したことがある","6","4.5"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコ宣言登録事業","内容は知っている","16","11.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコ宣言登録事業","名前は知っている","26","19.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコ宣言登録事業","知らない","81","60.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなとエコ宣言登録事業","無回答","5","3.7"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと環境にやさしい事業者会議","参加・利用したことがある","8","6.0"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと環境にやさしい事業者会議","内容は知っている","7","5.2"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと環境にやさしい事業者会議","名前は知っている","18","13.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと環境にやさしい事業者会議","知らない","95","70.9"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","みなと環境にやさしい事業者会議","無回答","6","4.5"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","事業者向け省エネセミナー","参加・利用したことがある","5","3.7"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","事業者向け省エネセミナー","内容は知っている","15","11.2"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","事業者向け省エネセミナー","名前は知っている","18","13.4"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","事業者向け省エネセミナー","知らない","90","67.2"
"202003","区の取組","Q8-1. 区では、事業者と協力して環境の保全を進めるために次の事業を行っています。貴組織では、これらの事業を知っていますか。（○はそれぞれ１つ）","事業者向け省エネセミナー","無回答","6","4.5"
