"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","生活状況等について","Q1-3. 【問１-２で「１.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。（○は１つ）","2時間未満","262","49.5","58.4"
"202003","生活状況等について","Q1-3. 【問１-２で「１.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。（○は１つ）","2時間以上4時間未満","54","10.2","12.0"
"202003","生活状況等について","Q1-3. 【問１-２で「１.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。（○は１つ）","4時間以上6時間未満","22","4.2","4.9"
"202003","生活状況等について","Q1-3. 【問１-２で「１.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。（○は１つ）","6時間以上8時間未満","18","3.4","4.0"
"202003","生活状況等について","Q1-3. 【問１-２で「１.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。（○は１つ）","8時間以上12時間未満","20","3.8","4.5"
"202003","生活状況等について","Q1-3. 【問１-２で「１.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。（○は１つ）","12時間以上16時間未満","11","2.1","2.4"
"202003","生活状況等について","Q1-3. 【問１-２で「１.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。（○は１つ）","16時間以上20時間未満","7","1.3","1.6"
"202003","生活状況等について","Q1-3. 【問１-２で「１.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。（○は１つ）","20時間以上24時間未満","10","1.9","2.2"
"202003","生活状況等について","Q1-3. 【問１-２で「１.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。（○は１つ）","24時間","45","8.5","10.0"
"202003","生活状況等について","Q1-3. 【問１-２で「１.～５.」と回答された方のみ】現在、家族または親戚が介助（介護）をしている時間は１日平均どのくらいですか。（○は１つ）","無回答","80","15.1",

"港区保健福祉基礎調査（身体障害者）・単純集計表・生活状況等についてQ1-3","Ver202003",,,,,
