全国地方公共団体コード,ID,地方公共団体名,ゴミ区分,ゴミ分類区分,回収区分
133035,133035GMKB000001,瑞穂町,,可燃ごみ,分別回収
133035,133035GMKB000002,瑞穂町,,不燃ごみ,分別回収
133035,133035GMKB000003,瑞穂町,,粗大ごみ,分別回収
133035,133035GMKB000004,瑞穂町,紙パック,資源ごみ,分別回収
133035,133035GMKB000005,瑞穂町,新聞紙,資源ごみ,分別回収
133035,133035GMKB000006,瑞穂町,雑誌,資源ごみ,分別回収
133035,133035GMKB000007,瑞穂町,段ボール,資源ごみ,分別回収
133035,133035GMKB000008,瑞穂町,衣類・古布,資源ごみ,分別回収
133035,133035GMKB000009,瑞穂町,缶,資源ごみ,分別回収
133035,133035GMKB000010,瑞穂町,金属類,資源ごみ,分別回収
133035,133035GMKB000011,瑞穂町,びん,資源ごみ,分別回収
133035,133035GMKB000012,瑞穂町,ガラス類,資源ごみ,分別回収
133035,133035GMKB000013,瑞穂町,ペットボトル,資源ごみ,分別回収
133035,133035GMKB000014,瑞穂町,プラスチック類,資源ごみ,分別回収
133035,133035GMKB000015,瑞穂町,小型家電,資源ごみ,拠点回収
133035,133035GMKB000016,瑞穂町,蛍光管,有害ごみ,分別回収
133035,133035GMKB000017,瑞穂町,乾電池,有害ごみ,分別回収
133035,133035GMKB000018,瑞穂町,スプレー缶,有害ごみ,分別回収
133035,133035GMKB000019,瑞穂町,カセットボンベ,有害ごみ,分別回収
133035,133035GMKB000020,瑞穂町,水銀体温計,有害ごみ,分別回収
133035,133035GMKB000021,瑞穂町,ライター,有害ごみ,分別回収
