,23,24,25,26,27,28,29,30,31,32,,,,,,,
固定肢体不自由小学校（人）,59,64,64,63,64,65,65,66,66,66,,,,,,,
固定肢体不自由中学校（人）,30,17,17,19,18,18,18,18,18,18,,,,,,,
固定肢体不自由計（人）,89,81,81,82,82,83,83,84,84,84,,,,,,,
固定知的障害小学校（人）,4646,5092,5231,5317,5369,5412,5476,5570,5611,5618,,,,,,,
固定知的障害中学校（人）,2835,3075,3139,3180,3213,3234,3244,3227,3259,3324,,,,,,,
固定知的障害計（人）,7481,8167,8370,8497,8582,8646,8720,8797,8870,8942,,,,,,,
固定病弱小学校（人）,58,86,87,87,88,88,89,89,90,90,,,,,,,
固定病弱中学校（人）,1,2,2,2,2,2,2,2,2,2,,,,,,,
固定病弱計（人）,59,88,89,89,90,90,91,91,92,92,,,,,,,
固定自閉症・情緒障害小学校（人）,154,170,174,179,183,188,193,197,200,203,,,,,,,
固定自閉症・情緒障害中学校（人）,123,92,97,99,102,104,105,107,109,111,,,,,,,
固定自閉症・情緒障害計（人）,277,262,271,278,285,292,298,304,309,314,,,,,,,
固定固定小計小学校（人）,4917,5412,5556,5646,5704,5753,5823,5922,5967,5977,,,,,,,
固定固定小計中学校（人）,2989,3186,3255,3300,3335,3358,3369,3354,3388,3455,,,,,,,
固定固定小計計（人）,7906,8598,8811,8946,9039,9111,9192,9276,9355,9432,,,,,,,
通級弱視小学校（人）,77,76,76,77,77,78,78,79,79,80,,,,,,,
通級弱視中学校（人）,8,9,9,9,9,9,9,9,9,9,,,,,,,
通級弱視計（人）,85,85,85,86,86,87,87,88,88,89,,,,,,,
通級難聴小学校（人）,275,271,271,273,273,275,278,279,280,282,,,,,,,
通級難聴中学校（人）,69,59,60,60,61,61,61,61,62,62,,,,,,,
通級難聴計（人）,344,330,331,333,334,336,339,340,342,344,,,,,,,
通級言語障害小学校（人）,2307,2347,2392,2442,2492,2543,2596,2651,2678,2684,,,,,,,
通級言語障害中学校（人）,-,-,-,-,-,-,-,-,-,-,,,,,,,
通級言語障害計（人）,2307,2347,2392,2442,2492,2543,2596,2651,2678,2684,,,,,,,
通級情緒障害等小学校（人）,4309,5161,5605,6026,6402,6718,6965,7128,7166,7161,,,,,,,
通級情緒障害等中学校（人）,1101,1372,1479,1560,1615,1638,1631,1611,1618,1643,,,,,,,
通級情緒障害等計（人）,5410,6533,7084,7586,8017,8356,8596,8739,8784,8804,,,,,,,
通級通級小計小学校（人）,6968,7855,8344,8818,9244,9614,9917,10137,10203,10207,,,,,,,
通級通級小計中学校（人）,1178,1440,1548,1629,1685,1708,1701,1681,1689,1714,,,,,,,
通級通級小計計（人）,8146,9295,9892,10447,10929,11322,11618,11818,11892,11921,,,,,,,
計小学校（人）,11885,13267,13900,14464,14948,15367,15740,16059,16170,16184,,,,,,,
計中学校（人）,4167,4626,4803,4929,5020,5066,5070,5035,5077,5169,,,,,,,
計計（人）,16052,17893,18703,19393,19968,20433,20810,21094,21247,21353,,,,,,,
