学科,,第２学年,区分１,区分２,第３学年,区分１,区分２,計,備考
普通科,募集人員,676,132,544,1214,121,1093,1890,"田柄・片倉・松が谷・小平…普通科
（コース)併置
／野津田…福祉科及び体育科併置"
普通科,募集校延べ数,123,83,99,125,79,101,128,"田柄・片倉・松が谷・小平…普通科
（コース)併置
／野津田…福祉科及び体育科併置"
商業科,募集人員,43,9,34,109,9,100,152,五日市・・・普通科（コース）併置
商業科,募集校延べ数,10,9,9,10,9,10,10,五日市・・・普通科（コース）併置
"ビジネス
コミュニケーション科",募集人員,7,1,6,28,1,27,35,
"ビジネス
コミュニケーション科",募集校延べ数,2,1,2,2,1,2,2,
工業科,募集人員,137,16,121,380,16,364,517,
工業科,募集校延べ数,16,16,16,16,16,16,16,
科学技術科,募集人員,3,1,2,7,2,5,10,
科学技術科,募集校延べ数,2,1,2,2,2,2,2,
農業科,募集人員,13,4,9,31,5,26,44,
農業科,募集校延べ数,5,4,5,5,5,5,5,
家庭科,募集人員,10,3,7,8,3,5,18,農業・瑞穂農芸・・・農業科併置／忍岡・・・普通科（単位制）併置
家庭科,募集校延べ数,3,3,3,3,3,3,3,農業・瑞穂農芸・・・農業科併置／忍岡・・・普通科（単位制）併置
福祉科,募集人員,2,1,1,11,1,10,13,
福祉科,募集校延べ数,1,1,1,1,1,1,1,
体育科,募集人員,14,0,14,7,0,7,21,
体育科,募集校延べ数,1,0,1,1,0,1,1,
国際科,募集人員,8,0,8,2,0,2,10,
国際科,募集校延べ数,1,0,1,1,0,1,1,
併合科,募集人員,84,0,84,93,0,93,177,大島・三宅・八丈・・・普通科併置
併合科,募集校延べ数,3,0,3,3,0,3,3,大島・三宅・八丈・・・普通科併置
産業科,募集人員,6,2,4,12,2,10,18,
産業科,募集校延べ数,2,2,2,2,2,2,2,
専門学科計,募集人員,327,37,290,688,39,649,1015,
専門学科計,募集校延べ数,46,37,45,46,39,46,46,
総合学科,募集人員,40,17,23,68,20,48,108,
総合学科,募集校延べ数,10,10,9,10,10,10,10,
海外帰国生徒対象,募集人員,4,0,4,6,0,6,10,三田・日野台・・・普通科併置
海外帰国生徒対象,募集校延べ数,2,0,2,1,0,1,2,三田・日野台・・・普通科併置
計,募集人員,1047,186,861,1976,180,1796,3023,
計,募集校延べ数,181,130,155,182,128,158,186,募集校実数 171校
6クラス,200人,出前授業/模擬選挙,―
29.3.1,東京都,東京女子学院中学校・高等学校,高校3年生,30人,出前授業,出前授業用スライド資料（パワーポイント形式：3MB）
29.2.28,府中市,都立武蔵台学園,全学年22クラス,139人,出前授業/模擬選挙,―
29.2.27,杉並区,都立永福学園,全学年10クラス,104人,出前授業/模擬選挙,―
29.2.27,文京区,筑波大学付属大塚特別支援学校,全学年3クラス,21人,出前授業,―
29.2.25,多摩市,大妻多摩中学高等学校,高校2年生4クラス,154人,出前授業/模擬選挙,―
平成29年2月23日・1月12日,港区,東海大付属高輪台高等学校・中等部,高校2年生10クラス,460人,出前授業/模擬選挙,―
29.2.22,江東区,都立江東特別支援学校,全学年20クラス,123人,出前授業/模擬選挙,―
29.2.22,江戸川区,都立白鷺特別支援学校,3年生10クラス,67人,出前授業/模擬選挙,―
29.2.21,西東京市,文華女子高等学校,2年生4クラス,87人,出前授業/模擬選挙,―
29.2.17,世田谷区,都立光明特別支援学校,全学年,10人,出前授業/模擬選挙,―
29.2.15,世田谷区,国士舘高等学校,3年生7クラス,235人,出前授業/模擬選挙,―
29.2.15,武蔵野市,都立武蔵野北高等学校,2年生6クラス,240人,出前授業/模擬選挙,―
29.2.13,板橋区,帝京中学校高等学校,高校2年生,298人,出前授業/模擬選挙,―
29.2.13,町田市,都立町田の丘学園,全学年25クラス,200人,出前授業,―
29.2.10,町田市,精華学園高等学校,全学年,10人,出前授業/模擬選挙,―
29.2.8,世田谷区,東京都市大学等々力中学校・高等学校,高校3年生,45人,出前授業,―
29.2.8,府中市,都立府中けやきの森学園,"2,3年生31クラス",150人,出前授業/模擬選挙,―
