区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
千代田区,博物館類似施設,＊?日比谷図書文化館??文化財事務室,千代田区日比谷公園１－４,35.671866,139.754602,JGD2011,03-3502-3348,
港区,博物館類似施設,＊?港郷土資料館,港区芝5-28-4,35.647064,139.745225,JGD2011,03-3452-4966,
新宿区,博物館類似施設,＊?新宿区立林芙美子記念館,新宿区中井2-20-1,35.715850,139.684264,JGD2011,03-3359-2131,
新宿区,博物館類似施設,＊?佐伯祐三アトリエ記念館,新宿区中落合2-4-21,35.721158,139.693642,JGD2011,03-3359-2131,
新宿区,博物館類似施設,＊?中村彝アトリエ記念館,新宿区下落合3-5-7,35.720809,139.701395,JGD2011,03-5906-5671,
中央区,博物館類似施設,＊?郷土天文館,中央区明石町１２－１,35.666635,139.776739,JGD2011,03-3546-5537,
文京区,博物館類似施設,＊?文京ふるさと歴史館,文京区本郷4-9-29,35.707986,139.756653,JGD2011,03-3818-7221,
文京区,博物館類似施設,＊?文京区立森鴎外記念館,文京区千駄木1-23-4,35.724864,139.760659,JGD2011,03-3824-5511,
台東区,博物館類似施設,＊?朝倉彫塑館,台東区谷中7-18-10,35.726913,139.768837,JGD2011,03-3821-4549,
台東区,博物館類似施設,＊?下町風俗資料館,台東区上野公園2-1,35.709848,139.770753,JGD2011,03-3823-7451,
台東区,博物館類似施設,＊?書道博物館,台東区根岸2-10-4,35.724746,139.776452,JGD2011,03-3872-2645,
台東区,博物館類似施設,＊?一葉記念館,台東区竜泉3-18-4,35.725573,139.792807,JGD2011,03-3873-0004,
江東区,博物館類似施設,＊?中川船番所資料館,江東区大島９－１－１５,35.687603,139.846361,JGD2011,03-3636-9094,
江東区,博物館類似施設,＊?芭蕉記念館,江東区常盤１－６－３,35.686134,139.794101,JGD2011,03-3631-1448,
江東区,博物館類似施設,＊?深川江戸資料館,江東区白河１－３－２８,35.681221,139.800572,JGD2011,03-3630-4379,
品川区,博物館類似施設,＊?品川歴史館,品川区大井6-11-1,35.596766,139.730173,JGD2011,03-3777-4060,
目黒区,博物館類似施設,＊?古民家（すずめのお宿緑地公園内）,目黒区碑文谷3-11-22,35.618610,139.684503,JGD2011,03-3714-8882,
目黒区,博物館類似施設,＊?めぐろ歴史資料館,目黒区中目黒3-6-10,35.639414,139.702817,JGD2011,03-3715-3571,
目黒区,博物館類似施設,＊?目黒区美術館,目黒区目黒2-4-36,35.635734,139.708251,JGD2011,03-3714-1201,
大田区,博物館類似施設,＊?大森海苔のふるさと館,大田区平和の森公園2-2,35.577130,139.742695,JGD2011,03-5471-0333,
世田谷区,博物館類似施設,＊?向井潤吉アトリエ館,世田谷区弦巻2-5-1,35.635627,139.655717,JGD2011,03-5450-9581,
世田谷区,博物館類似施設,＊?宮本三郎記念美術館,世田谷区奥沢5-38-13,35.604609,139.666421,JGD2011,03-5483-3836,
世田谷区,博物館類似施設,＊?清川泰次記念ギャラリー,世田谷区成城2-22-17,35.638574,139.600809,JGD2011,03-3416-1202,
渋谷区,博物館類似施設,＊?松濤美術館,渋谷区松濤２―１４－１４,35.658706,139.691804,JGD2011,03-3465-9421,
渋谷区,博物館類似施設,＊?白根記念渋谷区郷土博物館・文学館,渋谷区東４－９－１,35.656393,139.712577,JGD2011,03-3486-2791,
渋谷区,博物館類似施設,＊?こども科学センター・ハチラボ,渋谷区桜丘町２３－２１,35.655458,139.699965,JGD2011,03-3464-3485,
中野区,博物館類似施設,＊?中野区立歴史民俗資料館,中野区江古田4-3-4,35.724336,139.665055,JGD2011,03-3319-9221,
豊島区,博物館類似施設,＊?郷土資料館,豊島区西池袋2-37-4,35.727732,139.706730,JGD2011,03-3980-2351,
北区,博物館類似施設,＊?飛鳥山博物館,北区王子1-1-3,35.749579,139.738960,JGD2011,03-3916-1133,
荒川区,博物館類似施設,＊?荒川ふるさと文化館,荒川区南千住6-63-1,35.737450,139.795424,JGD2011,03-3807-9234,
板橋区,博物館類似施設,＊?美術館,板橋区赤塚5-34-27,35.784220,139.644479,JGD2011,03-3979-3251,
板橋区,博物館類似施設,＊?郷土資料館,板橋区赤塚5-35-25,35.785481,139.643219,JGD2011,03-5998-0081,
板橋区,博物館類似施設,＊?教育科学館,板橋区常盤台4-14-1,35.763454,139.679618,JGD2011,03-3559-6561,
練馬区,博物館類似施設,＊?石神井公園ふるさと文化館,練馬区石神井町5-12-16,35.737614,139.599775,JGD2011,03-3996-4060,
足立区,博物館類似施設,＊?伊興遺跡公園展示館,足立区東伊興4‐9‐1,35.804413,139.786375,JGD2011,03-3898-9111,
葛飾区,博物館類似施設,＊?葛飾区科学教育センター「未来わくわく館」,葛飾区新宿6-3-2,35.772061,139.861946,JGD2011,03-5876-6790,
葛飾区,博物館類似施設,＊?葛飾区教育資料館,葛飾区水元4-21-1,35.787279,139.864250,JGD2011,03-3607-5569,
江戸川区,博物館類似施設,＊?江戸川区郷土資料室,江戸川区松島1-38-1グリーンパレス内,35.705979,139.866286,JGD2011,03-5662-7176,
八王子市,博物館類似施設,＊?コニカミノルタ?サイエンスドーム(八王子市こども科学館),八王子市大横町９－１３,35.664889,139.327830,JGD2011,042-624-3311,
立川市,博物館類似施設,＊?立川市歴史民俗資料館,立川市富士見町3-12-34,35.696921,139.389952,JGD2011,042-525-0860,
立川市,博物館類似施設,＊?川越道緑地古民家園,立川市幸町4-65,35.725468,139.426689,JGD2011,042-525-0860,
武蔵野市,博物館類似施設,＊?武蔵野ふるさと歴史館,武蔵野市境5-15-5,35.702238,139.534605,JGD2011,0422-53-1811,
府中市,博物館類似施設,＊?ふるさと府中歴史館,府中市宮町3-1,35.668852,139.478696,JGD2011,042-335-4393,
府中市,博物館類似施設,＊?国史跡武蔵府中熊野神社古墳展示館,府中市西府町2-9,35.674543,139.456740,JGD2011,042-368-0320,
調布市,博物館類似施設,＊?調布市武者小路実篤記念館,調布市若葉町1-8-30,35.656682,139.581273,JGD2011,03-3326-0648,
調布市,博物館類似施設,＊?調布市深大寺水車館,調布市深大寺元町5-10-6,35.667708,139.548246,JGD2011,042-482-7636,
町田市,博物館類似施設,＊?町田市立博物館,町田市本町田3562,35.567414,139.451188,JGD2011,042-726-1531,
