区市町村名,学校名,学科名,募集人員／第１学年相当,募集人員／第２学年相当以上,受付期間,選抜日,発表日,昨年度第二学期補欠募集の実施状況／第１学年相当,昨年度第二学期補欠募集の実施状況／第２学年相当以上
港,六本木,総合学科,10,67,"8/2,3",8/4,8/4,○,○
江東,大江戸,総合学科,10,84,"8/8,9",8/10,8/10,○,○
世田谷,世田谷泉,総合学科,10,114,"8/8,9",8/10,8/14,○,○
中野,稔ヶ丘,総合学科,10,71,"8/2,3",8/4,8/4,○,○
北,桐ヶ丘,総合学科,10,89,"8/2,3",8/4,8/7,○,○
青梅,青梅総合※,総合学科,9,125,"8/16,17",8/18,8/18,○,
東久留米,東久留米総合※,総合学科,1,81,"8/15,16",8/17,8/17,○,
総合学科（単位制）計,,,60,631,,,,,
注）「昨年度第二学期補欠募集の実施状況」欄では、昨年度の第二学期補欠募集を行った学校のうち、実際に検査を実施した（受検者がいた）学年に○印を付している。,,,,,,,,,
"注）総合学科（単位制）の選抜は、作文、面接及び志願申告書により行う。
／ただし、※印を付した都立高校の選抜は、次により行う。",,,,,,,,,
都立青梅総合高校／国語・数学・英語・面接,,,,,,,,,
都立東久留米総合高校／国語・数学・英語・面接,,,,,,,,,
また、各校の募集人員の内訳は、以下のとおりとする。,,,,,,,,,
都立六本木高校／第１学年相当（修得単位数１８単位以下）／10 名,,,,,,,,,
都立六本木高校／第２学年相当（修得単位数１９単位以上３７単位以下）／4 名,,,,,,,,,
都立六本木高校／第３学年相当（修得単位数３８単位以上５６単位以下）／20 名,,,,,,,,,
都立六本木高校／第４学年相当（修得単位数５７単位以上）／43 名,,,,,,,,,
都立大江戸高校／第１学年相当（修得単位数１８単位以下）／10 名,,,,,,,,,
都立大江戸高校／第２学年相当（修得単位数１９単位以上３７単位以下）／1 名,,,,,,,,,
都立大江戸高校／第３学年相当（修得単位数３８単位以上５６単位以下）／14 名,,,,,,,,,
都立大江戸高校／第４学年相当（修得単位数５７単位以上）／69 名,,,,,,,,,
都立世田谷泉高校／第１学年相当（修得単位数１８単位以下）／10 名,,,,,,,,,
都立世田谷泉高校／第２学年相当（修得単位数１９単位以上３７単位以下）／11 名,,,,,,,,,
都立世田谷泉高校／第３学年相当（修得単位数３８単位以上５６単位以下）／23 名,,,,,,,,,
都立世田谷泉高校／第４学年相当（修得単位数５７単位以上）／80 名,,,,,,,,,
都立稔ヶ丘高校／第１学年相当（修得単位数１８単位以下）／10 名,,,,,,,,,
都立稔ヶ丘高校／第２学年相当（修得単位数１９単位以上３７単位以下）／4 名,,,,,,,,,
都立稔ヶ丘高校／第３学年相当（修得単位数３８単位以上５６単位以下）／16 名,,,,,,,,,
都立稔ヶ丘高校／第４学年相当（修得単位数５７単位以上）／51 名,,,,,,,,,
都立桐ヶ丘高校／第１学年相当（修得単位数１８単位以下）／10 名,,,,,,,,,
都立桐ヶ丘高校／第２学年相当（修得単位数１９単位以上３７単位以下）／2 名,,,,,,,,,
都立桐ヶ丘高校／第３学年相当（修得単位数３８単位以上５６単位以下）／13 名,,,,,,,,,
都立桐ヶ丘高校／第４学年相当（修得単位数５７単位以上）／74 名,,,,,,,,,
都立青梅総合高校／第１学年相当（修得単位数１８単位以下）／9 名,,,,,,,,,
都立青梅総合高校／第２学年相当（修得単位数１９単位以上３７単位以下）／18 名,,,,,,,,,
都立青梅総合高校／第３学年相当（修得単位数３８単位以上５６単位以下）／44 名,,,,,,,,,
都立青梅総合高校／第４学年相当（修得単位数５７単位以上）／63 名,,,,,,,,,
都立東久留米総合高校／第１学年相当（修得単位数１８単位以下）／1 名,,,,,,,,,
都立東久留米総合高校／第２学年相当（修得単位数１９単位以上３７単位以下）／18 名,,,,,,,,,
"都立東久留米総合高校／第３学年相当（修得単位数３８単位以上５６単位以下）
／18 名
",,,,,,,,,
都立東久留米総合高校／第４学年相当（修得単位数５７単位以上）／45 名,,,,,,,,,
