区市町村名,学校名,学科名,募集人員／第１学年相当,募集人員／第２学年相当以上,受付期間,選抜日,発表日,昨年度第二学期補欠募集の実施状況／第１学年相当,昨年度第二学期補欠募集の実施状況／第２学年相当以上
千代田,一橋,普通科,5,280,"8/18,19",8/22,8/22,,○
新宿,新宿山吹,普通科,,19,"8/18,19",8/22,8/22,,○
台東,浅草,普通科,1,244,"8/22,23",8/26,8/26,,○
大田,六郷工科,普通科,16,51,"8/24,25",8/26,8/26,,
杉並,荻窪,普通科,6,255,"8/22,23",8/24,8/24,,○
北,飛鳥,普通科,5,37,"8/18,19",8/23,8/23,○,
板橋,板橋有徳,普通科,4,20,"8/19,22",8/23,8/23,,
八王子,八王子拓真,普通科,,298,"8/22,23",8/29,8/29,,○
立川,砂川,普通科,,162,"8/18,19",8/22,8/22,,○
普通科(単位制）計,,,37,1366,,,,,
注）「昨年度第二学期補欠募集の実施状況」欄では、昨年度の第二学期補欠募集を行った学校のうち、実際に検査を実施した（受検者がいた）学年に○印を付している。,,,,,,,,,
注）普通科（単位制）の選抜は、国語・数学・英語の学力検査及び面接により行う。／なお、募集人員の内訳は、以下のとおりとする。,,,,,,,,,
都立一橋高校／第１学年相当（修得単位数１８単位以下）／Ⅲ部／5名,,,,,,,,,
都立一橋高校／第２学年相当（修得単位数１９単位以上４４単位以下）／Ⅰ部／8名,,,,,,,,,
都立一橋高校／第２学年相当（修得単位数１９単位以上４４単位以下）／Ⅱ部／13名,,,,,,,,,
都立一橋高校／第２学年相当（修得単位数１９単位以上４４単位以下）／Ⅲ部／12名,,,,,,,,,
都立一橋高校／第３学年相当（修得単位数４５単位以上）／Ⅰ部／16名,,,,,,,,,
都立一橋高校／第３学年相当（修得単位数４５単位以上）／Ⅱ部／31名,,,,,,,,,
都立一橋高校／第３学年相当（修得単位数４５単位以上）／Ⅲ部／30名,,,,,,,,,
都立一橋高校／第４学年相当（修得単位数５５単位以上）／Ⅰ部／77名,,,,,,,,,
都立一橋高校／第４学年相当（修得単位数５５単位以上）／Ⅱ部／69名,,,,,,,,,
都立一橋高校／第４学年相当（修得単位数５５単位以上）／Ⅲ部／24名,,,,,,,,,
都立新宿山吹高校／第２学年相当以上（修得単位数１９単位以上）／Ⅳ部／19名,,,,,,,,,
都立浅草高校／第１学年相当（修得単位数１８単位以下）／Ⅱ部／1名,,,,,,,,,
都立浅草高校／第２学年相当（修得単位数１９単位以上３７単位以下）／Ⅰ部／2名,,,,,,,,,
都立浅草高校／第２学年相当（修得単位数１９単位以上３７単位以下）／Ⅱ部／8名,,,,,,,,,
都立浅草高校／第２学年相当（修得単位数１９単位以上３７単位以下）／Ⅲ部／4名,,,,,,,,,
都立浅草高校／第３学年相当（修得単位数３８単位以上５６単位以下）／Ⅰ部／15名,,,,,,,,,
都立浅草高校／第３学年相当（修得単位数３８単位以上５６単位以下）／Ⅱ部／18名,,,,,,,,,
都立浅草高校／第３学年相当（修得単位数３８単位以上５６単位以下）／Ⅲ部／20名,,,,,,,,,
都立浅草高校／第４学年相当（修得単位数５７単位以上）／Ⅰ部／71名,,,,,,,,,
都立浅草高校／第４学年相当（修得単位数５７単位以上）／Ⅱ部／65名,,,,,,,,,
都立浅草高校／第４学年相当（修得単位数５７単位以上）／Ⅲ部／41名,,,,,,,,,
都立六郷工科高校／第１学年相当（修得単位数１８単位以下）／16名,,,,,,,,,
都立六郷工科高校／第２学年相当（修得単位数１９単位以上３７単位以下）／13名,,,,,,,,,
都立六郷工科高校／第３学年相当（修得単位数３８単位以上５６単位以下）／12名,,,,,,,,,
都立六郷工科高校／第４学年相当（修得単位数５７単位以上）／26名,,,,,,,,,
都立荻窪高校／第１学年相当（修得単位数１８単位以下）／Ⅲ部／6名,,,,,,,,,
都立荻窪高校／第２学年相当（修得単位数１９単位以上４４単位以下）／Ⅰ部／3名,,,,,,,,,
都立荻窪高校／第２学年相当（修得単位数１９単位以上４４単位以下）／Ⅱ部／10名,,,,,,,,,
都立荻窪高校／第２学年相当（修得単位数１９単位以上４４単位以下）／Ⅲ部／4名,,,,,,,,,
都立荻窪高校／第３学年相当（修得単位数４５単位以上５４単位以下）／Ⅰ部／8名,,,,,,,,,
都立荻窪高校／第３学年相当（修得単位数４５単位以上５４単位以下）／Ⅱ部／7名,,,,,,,,,
都立荻窪高校／第３学年相当（修得単位数４５単位以上５４単位以下）／Ⅲ部／11名,,,,,,,,,
都立荻窪高校／第４学年相当（修得単位数５５単位以上）／Ⅰ部／88名,,,,,,,,,
都立荻窪高校／第４学年相当（修得単位数５５単位以上）／Ⅱ部／77名,,,,,,,,,
都立荻窪高校／第４学年相当（修得単位数５５単位以上）／Ⅲ部／47名,,,,,,,,,
都立飛鳥高校／第１学年相当（修得単位数１８単位以下）／5名,,,,,,,,,
都立飛鳥高校／第２学年相当（修得単位数１９単位以上４３単位以下）／13名,,,,,,,,,
都立飛鳥高校／第３学年相当（修得単位数４４単位以上５４単位以下）／22名,,,,,,,,,
都立飛鳥高校／第４学年相当（修得単位数５５単位以上）／2名,,,,,,,,,
都立板橋有徳高校／第１学年相当（修得単位数１８単位以下）／4名,,,,,,,,,
都立板橋有徳高校／第２学年相当（修得単位数１９単位以上、３７単位以下）／3名,,,,,,,,,
都立板橋有徳高校／第３学年相当（修得単位数３８単位以上、５６単位以下で総合的な学習の時間１単位を含む。)／2名,,,,,,,,,
都立板橋有徳高校／第４学年相当（修得単位数５７単位以上、７３単位以下で総合的な学習の時間２単位を含む。)／15名,,,,,,,,,
都立八王子拓真高校／第２学年相当（修得単位数１９単位以上３７単位以下）／10名,,,,,,,,,
都立八王子拓真高校／第３学年相当（修得単位数３８単位以上５６単位以下）／42名,,,,,,,,,
都立八王子拓真高校／第４学年相当（修得単位数５７単位以上）／246名,,,,,,,,,
都立砂川高校／第３学年相当（修得単位数４５単位以上５４単位以下）／Ⅱ部／10名,,,,,,,,,
都立砂川高校／第３学年相当（修得単位数４５単位以上５４単位以下）／Ⅲ部／9名,,,,,,,,,
都立砂川高校／第４学年相当（修得単位数５５単位以上）／Ⅰ部／60名,,,,,,,,,
都立砂川高校／第４学年相当（修得単位数５５単位以上）／Ⅱ部／57名,,,,,,,,,
都立砂川高校／第４学年相当（修得単位数５５単位以上）／Ⅲ部／26名,,,,,,,,,
