支出月日,支出者,支出件名,支出金額（円）
6月1日,都立南平高等学校長,生徒保護者逝去,5000
6月1日,都立練馬特別支援学校長,児童・生徒保護者逝去,5000
6月2日,都立つばさ総合高等学校長,生徒保護者逝去,5000
6月2日,都立豊島高等学校長,生徒保護者逝去,5000
6月2日,都立中野特別支援学校長,児童・生徒保護者逝去,5000
6月9日,都立文京高等学校長,生徒保護者逝去,5000
6月9日,都立北特別支援学校長,児童・生徒保護者逝去,5000
6月12日,都立忍岡高等学校長,生徒保護者逝去,5000
6月12日,都立本所高等学校長,生徒保護者逝去,5000
6月15日,都立杉並高等学校長,生徒保護者逝去,5000
6月15日,都立光丘高等学校長,生徒保護者逝去,5000
6月16日,都立新宿高等学校長,生徒保護者逝去,5000
6月16日,都立東高等学校長,生徒保護者逝去,5000
6月16日,都立国立高等学校長,生徒保護者逝去,5000
6月19日,都立八王子東高等学校長,生徒保護者逝去,5000
6月20日,都立足立東高等学校長,生徒保護者逝去,5000
6月21日,都立桜町高等学校長,生徒保護者逝去,5000
6月22日,都立八潮高等学校長,生徒保護者逝去,5000
6月22日,都立浅橘高等学校長,生徒保護者逝去,5000
6月23日,都立翔陽高等学校長,生徒保護者逝去,5000
6月23日,都立墨東特別支援学校長,児童・生徒保護者逝去,5000
6月24日,都立大泉特別支援学校長,児童・生徒逝去,5000
6月26日,都立狛江高等学校長,生徒保護者逝去,5000
6月26日,都立大泉附属中学校長,生徒保護者逝去,5000
6月27日,都立田無工業高等学校長,生徒保護者逝去,5000
6月28日,都立江北高等学校長,生徒保護者逝去,5000
6月29日,都立日野台高等学校長,生徒保護者逝去,5000
6月30日,都立雪谷高等学校長,生徒保護者逝去,5000
6月分計,,28件,140000
