,50,55,60,61,62,63,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
固定肢体不自由小学校（人）,106,83,61,61,52,55,54,53,56,52,45,51,52,58,59,58,57,64,61,55,57,59,67,64,59,63,59,63
固定肢体不自由中学校（人）,11,34,16,15,14,9,10,15,19,17,13,12,9,15,19,20,13,15,16,20,14,13,12,20,21,18,18,18
固定肢体不自由計（人）,117,117,77,76,66,64,64,68,75,69,58,63,61,73,78,78,70,79,77,75,71,72,79,84,80,81,77,81
固定知的障害小学校（人）,2594,2881,2593,2393,2322,2197,2084,2001,1941,1938,1898,1960,2044,2132,2191,2261,2394,2460,2603,2755,2940,3152,3341,3642,3902,4182,4472,4708
固定知的障害中学校（人）,1632,1575,1899,1953,1887,1763,1618,1562,1497,1420,1354,1278,1231,1264,1272,1348,1319,1426,1506,1613,1653,1703,1868,2053,2264,2461,2668,2780
固定知的障害計（人）,4226,4456,4492,4346,4209,3960,3702,3563,3438,3358,3252,3238,3275,3396,3463,3609,3713,3886,4109,4368,4593,4855,5209,5695,6166,6643,7140,7488
固定病弱小学校（人）,811,761,574,505,508,484,501,457,407,392,405,432,430,360,330,304,319,252,177,195,187,204,137,110,108,99,76,67
固定病弱中学校（人）,27,20,13,7,6,5,1,3,2,2,1,4,3,5,2,2,2,3,1,-,1,2,-,2,2,1,2,-
固定病弱計（人）,838,781,587,512,514,489,502,460,409,394,406,436,433,365,332,306,321,255,178,195,188,206,137,112,110,100,78,67
固定弱視小学校（人）,8,4,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定弱視中学校（人）,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定弱視計（人）,8,5,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定難聴小学校（人）,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定難聴中学校（人）,-,-,7,9,5,6,5,6,6,5,5,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定難聴計（人）,6,1,7,9,5,6,5,6,6,5,5,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定言語障害小学校（人）,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定言語障害中学校（人）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定言語障害計（人）,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定自閉症・情緒障害小学校（人）,43,61,90,83,85,86,77,67,64,70,64,66,68,72,81,79,76,76,74,88,96,106,111,126,132,128,158,165
固定自閉症・情緒障害中学校（人）,-,13,33,29,43,63,57,52,47,45,39,30,29,28,28,22,22,22,18,19,25,39,51,49,54,57,87,105
固定自閉症・情緒障害計（人）,43,74,123,112,128,149,134,119,111,115,103,96,97,100,109,101,98,98,92,107,121,145,162,175,186,185,245,270
固定訪問小学校（人）,342,120,20,18,2,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定訪問中学校（人）,50,58,12,8,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定訪問計（人）,392,178,32,26,3,4,2,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
固定固定小計小学校（人）,3914,3911,3338,3061,2970,2825,2717,2578,2468,2452,2412,2509,2594,2622,2661,2702,2846,2852,2915,3093,3280,3521,3656,3942,4201,4472,4765,5003
固定固定小計中学校（人）,1720,1701,1980,2021,1956,1847,1692,1639,1572,1490,1412,1330,1278,1312,1321,1392,1356,1466,1541,1652,1693,1757,1931,2124,2341,2537,2775,2903
固定固定小計計（人）,5634,5612,5318,5082,4926,4672,4409,4217,4040,3942,3824,3839,3872,3934,3982,4094,4202,4318,4456,4745,4973,5278,5587,6066,6542,7009,7540,7906
通級弱視小学校（人）,64,58,72,75,66,59,55,55,50,52,48,46,64,67,64,62,68,67,64,64,62,58,58,67,65,73,74,77
