全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
131067,,,東京都台東区,（有）竹内商店,,東京都台東区谷中6-3-9,,,,(03)3821-2066,,,,,,,
131067,,,東京都台東区,（株）信興会,,東京都台東区上野桜木2-10-14,,,,(03)3822-2588,,,,,,,
131067,,,東京都台東区,（株）そうかみ,,東京都台東区池之端4-18-4,,,,(03)3821-4477,,,,,,,
131067,,,東京都台東区,（有）小泉桶甚本店,,東京都台東区下谷1-11-15 501号室,,,,(03)3841-2162,,,,,,,
131067,,,東京都台東区,（有）鳥居本店,,東京都台東区下谷1-11-4,,,,(03)3844-1987,,,,,,,
131067,,,東京都台東区,（有）染木商店,,東京都台東区竜泉1-22-6,,,,(03)3873-4207,,,,,,,
131067,,,東京都台東区,（有）堀込葬祭,,東京都台東区千束3-16-5,,,,(03)3872-6831,,,,,,,
131067,,,東京都台東区,（有）小林花環店,,東京都台東区千束4-51-11,,,,(03)3872-5298,,,,,,,
131067,,,東京都台東区,誠実屋　伊藤,,東京都台東区東浅草2-15-12,,,,(03)3873-1630,,,,,,,
131067,,,東京都台東区,（有）金子商店,,東京都台東区清川1-33-5,,,,(03)3872-6807,,,,,,,
131067,,,東京都台東区,（有）根岸商店,,東京都台東区今戸2-23-3,,,,(03)3873-1981,,,,,,,
131067,,,東京都台東区,（有）川﨑商店,,東京都台東区西浅草2-3-13,,,,(03)3841-5433,,,,,,,
131067,,,東京都台東区,（株）葬儀のうはら,,東京都台東区蔵前3-19-6,,,,(03)5829-6045,,,,,,,
131067,,,東京都台東区,鳥越葬儀社神商店,,東京都台東区鳥越1-2-2,,,,(03)3851-8902,,,,,,,
131067,,,東京都台東区,（有）東都葬祭福井,,東京都台東区台東3-42-4,,,,(03)3831-2684,,,,,,,
