"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","グループホームについて","Q21. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","運営法人の確保・育成支援","116","47.3","53.2"
"202003","グループホームについて","Q21. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","用地の募集・あっせん","84","34.3","38.5"
"202003","グループホームについて","Q21. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","建設資金や運営資金の助成","112","45.7","51.4"
"202003","グループホームについて","Q21. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","支援員の処遇の向上","138","56.3","63.3"
"202003","グループホームについて","Q21. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","支援員の研修体制の充実","136","55.5","62.4"
"202003","グループホームについて","Q21. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","地域の理解と協力","133","54.3","61.0"
"202003","グループホームについて","Q21. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","障害者や家族へのグループホームについての情報提供","116","47.3","53.2"
"202003","グループホームについて","Q21. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","夜間や週末の職員体制の充実","137","55.9","62.8"
"202003","グループホームについて","Q21. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","その他","28","11.4","12.8"
"202003","グループホームについて","Q21. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","無回答","27","11.0",

"港区保健福祉基礎調査（知的障害者）・単純集計表・グループホームについてQ21","Ver202003",,,,,
