"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","知っている(公表の内容を見たことがある)[人]","知っているが公表の内容は見たことがない[人]","知らない[人]","無回答[人]"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","全体",,"658","70","112","471","5"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","男性（計）","248","24","45","176","3"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","男性 18～29歳","23","1","3","19","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","男性 30～39歳","35","1","9","25","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","男性 40～49歳","41","3","7","29","2"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","男性 50～59歳","49","2","10","37","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","男性 60～69歳","39","11","2","26","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","男性 70歳以上","60","6","13","40","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","男性 無回答","1","0","1","0","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","女性（計）","400","45","66","288","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","女性 18～29歳","28","1","4","23","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","女性 30～39歳","65","9","8","48","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","女性 40～49歳","95","17","10","68","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","女性 50～59歳","82","8","16","58","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","女性 60～69歳","55","2","10","43","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","女性 70歳以上","75","8","18","48","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","女性 無回答","0","0","0","0","0"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","性・年代別","無回答","10","1","1","7","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","職業別","自営業主・家族従業","92","11","17","63","1"
"202003","区政全般","Q9. 区民の皆さまからいただいたご意見やご提案等と、それに対する区の対応や考え方等の要旨を区公式ホームページ等で公表しています。あなたはこのことを知っていますか。（１つ選択）","職業別","会社員・団体職員・公務員","280","30","48","200","2"
