"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","在宅でどのような医療を受けられるかわからないこと","919","44.4","47.3"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","在宅医療に関する相談窓口がわからないこと","735","35.5","37.8"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","在宅医療サービスをしてくれる医師・歯科医師等を見つけること","770","37.2","39.6"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","容態が急変した時に入院が可能な体制","839","40.6","43.2"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","24時間いつでも診てもらえる体制","794","38.4","40.8"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","経済的な負担","703","34.0","36.2"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","家族の負担","473","22.9","24.3"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","療養できる部屋などの住環境（狭い、改築が必要など）","357","17.3","18.4"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","特にない","238","11.5","12.2"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","その他","45","2.2","2.3"
"202003","在宅医療について","Q45. あなたが「在宅医療」を受けるとしたら、気になることは何ですか。（あてはまるものすべてに○）","無回答","125","6.0",

"港区保健福祉基礎調査（高齢者）・単純集計表・在宅医療についてQ45","Ver202003",,,,,
