"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","０点","6","0.4","0.4"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","１点","13","0.8","0.8"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","２点","13","0.8","0.8"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","３点","46","2.7","2.8"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","４点","42","2.5","2.6"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","５点","290","17.3","17.9"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","６点","163","9.7","10.1"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","７点","236","14.1","14.6"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","８点","380","22.7","23.5"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","９点","196","11.7","12.1"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","10点","234","14.0","14.5"
"202003","日常生活全般について","Q23. あなたは、現在どの程度幸せですか。（「とても不幸」を０点、「とても幸せ」を10点として、ご記入ください。○は１つ）","無回答","56","3.3",

"港区保健福祉基礎調査（高齢者）・単純集計表・日常生活全般についてQ23","Ver202003",,,,,
