都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考
131164,1,東京都,豊島区,カレーフェスティバル＆バングラデシュボイシャキメラ,カレーフェスティバル＆バングラデシュボイシャキメラ,,,,,,,バングラデシュの新年を祝う。民族音楽や料理ブースも,,,特定非営利法人ジャパンバングラデシュソサエティ,03 3410 1024,,,池袋西口公園,東京都豊島区西池袋1-8-26,,,,,,,,,,,新型コロナウィルス感染症の影響により中止。
131164,2,東京都,豊島区,池袋西口公園古本祭り,イケブクロニシグチコウエンフルホンマツリ,,,,,,,売り場の面積の広さが自慢。ぜひお気に入りの１冊を,,,池袋西口公園古本まつり実行委員会(志賀書店）,03 3677 2288,,,池袋西口公園,東京都豊島区西池袋1-8-26,,35.72988,139.70824,,,,,,,,2021年からは開催なし
131164,3,東京都,豊島区,池袋東口としま商人まつり,イケブクロヒガシグチトシマアキンドマツリ,,,,,,,,,,生活産業課,03 4566 2416,,,サンシャイン通り,,,,,,,,,,,,新型コロナウィルス感染症の影響により中止。
131164,4,東京都,豊島区,TACT Festival in Tokyo2021,タクトフェスティバルイントウキョウ,,2021.5.2,2021.5.9,10:30,20:00,,音楽、演劇、ダンス等、様々なジャンルのアーティストたちが世界から集い、一流のエンターエインメントを繰り広げる,,,豊島区役所文化デザイン課,03 3981 1193,,,東京芸術劇場,東京都豊島区西池袋1-8-1,,35.72988,139.70824,,,,,,,,
131164,6,東京都,豊島区,長崎神社獅子舞,ナガサキジンジャシシマイ,,2021.5.9,2021.5.9,,,,豊島区の伝統芸能。「病気平癒」や「五穀豊穣」を願う,,,豊島区役所庶務課,03 3981 1190,,,長崎神社,東京都豊島区長崎1-9-4,,35.72727,139.69556,,,,,,,,
131164,7,東京都,豊島区,春の大塚バラ祭り,ハルノオオツカバラマツリ,,2021.5.9,2021.5.23,,,,大塚駅前広場～向原電停まで700種1200株となりました。,,,南大塚都電沿線協議会（大塚接骨院）,03 3982 3500,,,都電大塚駅～向原駅までの沿線,,,,,,,,,,,http://www.toden-rose.com,
131164,8,東京都,豊島区,池袋モンパルナス回遊美術館,イケブクロモンパルナスカイユウビジュツカン,,,,,,,「街のどこもが美術館」をコンセプトとした文化イベント,,,（公財）としま未来文化財団,03 3981 4732,,,要町、長崎、池袋西口を中心に区内50～60カ所,,,,,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,9,東京都,豊島区,大塚ミュージックフェスティバル,オオツカミュージックフェスティバル,,,,,,,大塚の街が、音楽で溢れる1週間。,,,大塚ミュージックフェスティバル実行委員会,03 3945 0529,,,南・北大塚駅周辺及び巣鴨駅周辺,,,,,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,10,東京都,豊島区,池袋ジャズフェスティバル2021,イケブクロジャズフェスティバル,,,,,,,セミプロ・アマチュア中心のバンドが自慢の腕を競い合う,,,池袋西口商店街連合会事務局,03 3981 2336,,,池袋西口公園ほか,東京都豊島区西池袋1-8-26,,35.72988,139.70824,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,11,東京都,豊島区,池袋めんそ～れ祭りinサンシャイン60通り,イケブクロメンソーレマツリインサンシャイン60ドオリ,,,,,,,エイサーをはじめとする沖縄をテーマにしたパレード,,,サンシャイン60通り祭り実行委員会,03 3989 3317,,,サンシャイン60通り,,,,,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,12,東京都,豊島区,すがも商人まつり,スガモアキンドマツリ,,,,,,,「七福神ウォークラリー」が好評。交流都市物産展も開催,,,豊島区商店街連合会,03 3981 5445,,,眞性寺、巣鴨地蔵通り商店街他,東京都豊島区巣鴨3-21-21,,35.73411,139.73613,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,13,東京都,豊島区,おおつか音楽祭2021 ,オオツカオンガクサイ,,,,,,,まちかどライブの開催.区民参加型コンサートなども。,,,OTAKU SUMMIT事務局,,,,大塚駅南口駅前広場（TRAMパル大塚）、南大塚ホール,東京都豊島区南大塚3-53-8,,35.73048,139.72842,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,14,東京都,豊島区,中山道すがもまつり,ナカセンドウスガモマツリ,,,,,,,ワークショップやイベントを複数回開催,,,,,,,,,,,,,,,,,,,隔年開催のため2021年は開催なし
131164,15,東京都,豊島区,鬼子母神盆踊り,キシモジンボンオドリ,,,,,,,雑司が谷の夏の風物詩,,,鬼子母神,03 3982 8347,,,鬼子母神境内,東京都豊島区雑司が谷3-15-20,,35.72192,139.71371,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,16,東京都,豊島区,としまアート夏まつり,トシマアートナツマツリ,,2021.7.27,2021.8.21,,,,子どもも大人も楽しめる舞台シリーズのほか、親子向けワークショップなどを開催。,,,NPO法人アートネットワーク・ジャパン,03 5961 5200,,,あうるすぽっと,東京都豊島区東池袋4-5-2 2F,,35.7267,139.71896,,,,,,,,
131164,17,東京都,豊島区,第43回サンシャインシティ納涼盆踊り大会,サンシャインシティノウリョウボンオドリタイカイ,,,,,,,盆踊りで国際交流。海外留学生も参加。,,,サンシャインシティ納涼盆踊り大会実行委員会,03 3989 3531,,,サンシャインシティ アルパ屋上 サンシャイン広場,,,,,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,18,東京都,豊島区,南長崎「夢の虹」イベント,ミナミナガサキユメノニジイベント,,2021.11.7,2021.11.7,,,,トキワ荘のあった街に皆の夢で虹のモザイクアートを作る,,,としま南長崎トキワ荘協働プロジェクト協議会,,,,南長崎トキワ荘通り周辺,東京都豊島区東池袋3-1,,35.72929,139.71919,,,,,,,,
131164,19,東京都,豊島区,にゅ～盆踊り,ニューボンオドリ,,,,,,,コンドルズによるオリジナル大盆踊り大会,,,あうるすぽっと ,03 5391 0751,,,未定,,,,,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,20,東京都,豊島区,東京大塚阿波おどり,トウキョウオオツカアワオドリ,,,,,,,"昭和47年より開催。毎年1,000人以上の踊り手が参加",,,林精肉店,03 3971 0324,,,大塚駅南口大通り,,,,,,,,,,,,新型コロナウィルス感染症のため開催中止
131164,21,東京都,豊島区,池袋演劇祭,イケブクロエンゲキサイ,,2021.9.1,2021.9.30,,,,豊島区及び近郊の劇場で公演を行う劇団が競演,,,池袋演劇祭実行委員会事務局,03 3985 0960,,,豊島区及び近郊の劇場,,,,,,,,,,,,
131164,22,東京都,豊島区,第48回豊島区消費生活展,トシマクショウヒセイカツテン,,2021.11.16,2021.11.29,8:30,17:15,,消費者団体などによる展示、物販、体験コーナーなど,,,豊島区役所生活産業課,03 4566 2416,,,としまセンタースクエア,東京都豊島区南池袋2-45-1,,35.72607,139.71666,,,,,,,,
131164,23,東京都,豊島区,ふくろ祭り「前夜祭」・「神輿の祭典」,フクロマツリ「ゼンヤサイ」・「ミコシノサイテン」,,,,,,,ダンスショーやバンド演奏。御輿パレードは必見,,,ふくろ祭り協議会,,,,池袋駅西口駅前広場、アゼリア通り,東京都豊島区西池袋1-8-26,,35.72988,139.70824,,,,,,,https://www/yosaitokyo.gr.jp/,新型コロナウィルス感染症のため開催中止
