都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,介護サービス事業所名称,介護サービス事業所名称_カナ,実施サービス,住所,方書,緯度,経度,電話番号,内線番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,備考
131164,1,東京都,豊島区,悠悠訪問介護ステーション,ユウユウホウモンカイゴステーション,訪問介護,東京都豊島区池袋2-69-7,恩田ビル５０１,35.73575971,139.7087415,03 6709 2175,,03 6709 2176,4.01E+12,合同会社悠悠,1371604891,,,,,
131164,2,東京都,豊島区,ホームヘルプあいでる,ホームヘルプアイデル,訪問介護,東京都豊島区南長崎4-35-5,みどり荘103,35.7273081,139.6850555,03 6914 4451,,03 6914 4456,6.01E+12,合同会社あいでる,1371605617,,,,,
131164,3,東京都,豊島区,池袋ほんちょうの郷ホームヘルパーステーション,イケブクロホンチョウノサトホームヘルパーステーション,訪問介護,東京都豊島区池袋本町1-29-12,,35.73977631,139.7148693,03 3986 0908,,03 3971 8254,5.01E+12,社会福祉法人フロンティア,1371600592,,,,,
131164,4,東京都,豊島区,おおきなき豊島,オオキナキトシマ,訪問介護,東京都豊島区南大塚3-39-2,大塚斉藤ビル201号室,35.729516,139.7271055,03 5956 3630,,03 5956 3635,5.01E+12,株式会社　日本エルダリーケアサービス,1371605625,,,,,
131164,5,東京都,豊島区,くれあ訪問介護,クレアホウモンカイゴ,訪問介護,東京都豊島区東池袋3-15-2,ライオンズマンション池袋1102,35.7309048,139.7181031,03 5957 7735,,03 6385 7520,,株式会社クレアフューチャー,1371605641,,,,,
131164,6,東京都,豊島区,訪問介護　あすなろ,ホウモンカイゴ　アスナロ,訪問介護,東京都豊島区南大塚3-3-1,新大塚Sビル6階,35.7266335,139.7291415,03 5981 9466,,03 5985 4085,7.01E+12,特定非営利活動法人あすなろの会,1371605658,,,,,
131164,7,東京都,豊島区,ツクイ・サンフォレスト東池袋,ツクイ・サンフォレストヒガシイケブクロ,訪問介護,東京都豊島区東池袋5-43-6,グレイプスJ東池袋,35.7270291,139.7253542,03 5960 8770,,03 5960 5037,,株式会社ツクイ,1371604990,,,,,
131164,8,東京都,豊島区,有限会社あさくらケアハウスヘルパーステーション,ユウゲンガイシャアサクラケアハウスヘルパーステーション,訪問介護,東京都豊島区南大塚2-43-4,,35.7299622,139.7298899,03 3941 0047,,03 3943 0387,,有限会社あさくらケアハウス,1371600428,,,,,
131164,9,東京都,豊島区,RSC豊島ケアセンター,アールエスシートシマケアセンター,訪問介護,東京都豊島区南池袋3-24-15,Wiseビル3階,35.7243318,139.716305,03 5952 5611,,03 5952 5300,8.01E+12,株式会社アール・エス・シー,1371600436,,,,,
131164,10,東京都,豊島区,株式会社グレイス・ケアー,カブシキガイシャ　グレイス・ケアー,訪問介護,東京都豊島区南池袋4-17-2,香川マンション101,35.7247736,139.7201768,03 3987 6446,,03 3987 7275,,株式会社グレイス・ケアー,1371600501,,,,,
