"全国地方公共団体コード","ID","地方公共団体名","地区名","ゴミの品目","ゴミの品目_カナ","ゴミの品目_英字","分別区分","注意点","備考","粗大ごみ回収料金"
"131199","131199GMLT000718","板橋区","全域","アイスピック","","","不燃","","新聞紙等に包んで「キケン」の表示を！",""
"131199","131199GMLT000719","板橋区","全域","アイロン","","","不燃","","",""
"131199","131199GMLT000720","板橋区","全域","アイロン台(３０cm未満)","","","可燃","","金属部分は不燃ごみへ",""
"131199","131199GMLT000721","板橋区","全域","アイロン台(３０cm以上)","","","粗大","","","400"
"131199","131199GMLT000161","板橋区","全域","空き缶","","","不燃","","飲食用は軽くすすいで回収容器へ 飲食用以外 及び 油等で汚れたものは不燃ごみへ",""
"131199","131199GMLT000722","板橋区","全域","空き缶","","","資源","","飲食用は軽くすすいで回収容器へ 飲食用以外 及び 油等で汚れたものは不燃ごみへ",""
"131199","131199GMLT000162","板橋区","全域","空き箱(ボール紙）","","","可燃","","つぶして、雑がみとしてお出しください ＊汚れているものは可燃ごみへ",""
"131199","131199GMLT000723","板橋区","全域","空き箱(ボール紙）","","","資源","","つぶして、雑がみとしてお出しください ＊汚れているものは可燃ごみへ",""
"131199","131199GMLT000726","板橋区","全域","空きびん(割れたびん)","","","不燃","","割れたものは新聞紙等に包んで「キケン」の表示を",""
"131199","131199GMLT000163","板橋区","全域","空きびん(飲食用)","","","不燃","","軽くすすいで回収容器へ 汚れが落ちないものは不燃ごみへ",""
"131199","131199GMLT000724","板橋区","全域","空きびん(飲食用)","","","資源","","軽くすすいで回収容器へ 汚れが落ちないものは不燃ごみへ",""
"131199","131199GMLT000725","板橋区","全域","空きびん(飲食用以外)","","","不燃","","不燃ごみへ",""
"131199","131199GMLT000727","板橋区","全域","アコーディオンカーテン","","","粗大","","","800"
"131199","131199GMLT000376","板橋区","全域","足温機","","","粗大","","","400"
"131199","131199GMLT000728","板橋区","全域","アタッシュケース","","","粗大","","","400"
"131199","131199GMLT000164","板橋区","全域","油（食用）","","","拠点","","可燃ごみとして出す場合は紙や布にしみこませるか、凝固材で固めてください 又は使用済油はペットボトルに入れ、未使用油はそのまま拠点回収ボックスにお持ちください",""
"131199","131199GMLT000730","板橋区","全域","油（機械）","","","不可","","専門業者へ依頼してください",""
"131199","131199GMLT000731","板橋区","全域","油（食用）","","","可燃","","可燃ごみとして出す場合は紙や布にしみこませるか、凝固材で固めてください 又は使用済油はペットボトルに入れ、未使用油はそのまま拠点回収ボックスにお持ちください",""
"131199","131199GMLT000732","板橋区","全域","油の付着したびん","","","不燃","","不燃ごみへ 汚れたびんは資源になりません",""
"131199","131199GMLT000729","板橋区","全域","油引きダンボール","","","可燃","","油引き・油のしみたダンボールは可燃ごみへ",""
"131199","131199GMLT000733","板橋区","全域","雨具（カッパ）","","","可燃","","",""
"131199","131199GMLT000734","板橋区","全域","雨戸","","","粗大","","","400"
"131199","131199GMLT000735","板橋区","全域","編み機","","","粗大","","","800"
"131199","131199GMLT000736","板橋区","全域","網戸","","","粗大","","","400"
"131199","131199GMLT000165","板橋区","全域","アルカリ乾電池","","","拠点","","拠点回収ボックスにお持ちください 又は不燃ごみへ",""
"131199","131199GMLT000737","板橋区","全域","アルカリ乾電池","","","不燃","","拠点回収ボックスにお持ちください 又は不燃ごみへ",""
"131199","131199GMLT000738","板橋区","全域","アルバム","","","可燃","","金属部分は不燃ごみへ",""
"131199","131199GMLT000739","板橋区","全域","アルミ缶","","","資源","","飲食用は軽くすすいで回収容器へ 飲食用以外 及び 油等で汚れたものは不燃ごみへ",""
"131199","131199GMLT000166","板橋区","全域","アルミ缶","","","不燃","","飲食用は軽くすすいで回収容器へ 飲食用以外 及び 油等で汚れたものは不燃ごみへ",""
"131199","131199GMLT000740","板橋区","全域","アルミホイル","","","不燃","","",""
"131199","131199GMLT000741","板橋区","全域","アンカ","","","不燃","","",""
"131199","131199GMLT000742","板橋区","全域","安全ピン","","","不燃","","",""
"131199","131199GMLT000743","板橋区","全域","アンテナ（BS・CSアンテナ等）","","","粗大","","UHF・VHFアンテナ等も含む 最大辺が180ｃｍを超えるものについては、管轄の清掃事務所へお問合せください","400"
"131199","131199GMLT000744","板橋区","全域","アンプ","","","粗大","","「オーディオ機器各種」としてお申込みください","400"
"131199","131199GMLT000746","板橋区","全域","池（家庭庭園用）","","","粗大","","最大辺が１８０㎝を超えるものについては、管轄の清掃事務所へお問合わせください","1200"
"131199","131199GMLT000747","板橋区","全域","衣桁","","","粗大","","","400"
"131199","131199GMLT000748","板橋区","全域","衣装箱（衣装ケース）","","","粗大","","","400"
"131199","131199GMLT000749","板橋区","全域","いす（一人用）ソファー以外","","","粗大","","スツール含む","400"
"131199","131199GMLT000751","板橋区","全域","板類（ガラス板・鉄板は除く）(３０cm以上（一束）)","","","粗大","","","400"
"131199","131199GMLT000750","板橋区","全域","板類（ガラス板・鉄板は除く）(３０cm未満)","","","可燃","","釘は必ず抜いてください 家具等は解体しても粗大ごみです 竹製、プラスチック製、木製、ベニア板等、つなぎ合わせておおむね一畳までの大きさです ",""
"131199","131199GMLT000752","板橋区","全域","一輪車","","","粗大","","子供用、スポーツ用ともに粗大ごみとなります","400"
"131199","131199GMLT000753","板橋区","全域","一升びん","","","資源","","軽くすすいで回収容器へ 汚れているものは不燃ごみへ",""
"131199","131199GMLT000167","板橋区","全域","一升びん","","","不燃","","軽くすすいで回収容器へ 汚れているものは不燃ごみへ",""
"131199","131199GMLT000754","板橋区","全域","一体型パソコン","","","不可","","「パソコン」を参考にしてください",""
"131199","131199GMLT000755","板橋区","全域","一斗缶","","","不燃","","中身のないものに限ります",""
"131199","131199GMLT000756","板橋区","全域","糸","","","可燃","","",""
"131199","131199GMLT000757","板橋区","全域","井戸用 ポンプ(モーターポンプ一式)","","","粗大","","家庭使用のものに限ります","800"
"131199","131199GMLT000758","板橋区","全域","井戸用 ポンプ(ポンプ)","","","粗大","","","400"
"131199","131199GMLT000759","板橋区","全域","井戸用 ポンプ(モーター)","","","粗大","","","400"
"131199","131199GMLT000760","板橋区","全域","犬小屋","","","粗大","","「箱物家具」を参考にサイズを測ってお申し込みください 粗大ゴミの回収料金 400円～",""
"131199","131199GMLT000761","板橋区","全域","医療廃棄物 (在宅医療)(注射針 （未使用品も含む）)","","","不可","","医師の処方箋に基づいて薬局で購入したものは、薬局で渡された容器に入れ、購入した薬局にお返しください ＊返却先が判らない場合は、東京都産業資源循環協会?03[sanitize]5293[sanitize]5455へお問い合わせください",""
"131199","131199GMLT000762","板橋区","全域","医療廃棄物 (在宅医療)(ガーセﾞ・紙おむつ・ 包帯・点滴パックなど)","","","可燃","","感染性のない物に限ります。詳しくは管轄の清掃事務所へ",""
"131199","131199GMLT000763","板橋区","全域","医療廃棄物 (在宅医療)(空きびん・ギブス)","","","不燃","","",""
"131199","131199GMLT000764","板橋区","全域","衣類","","","可燃","","集団回収や拠点回収ボックスにお出しください ＊汚れたものは可燃ごみへ",""
"131199","131199GMLT000168","板橋区","全域","衣類","","","拠点","","集団回収や拠点回収ボックスにお出しください ＊汚れたものは可燃ごみへ",""
"131199","131199GMLT000169","板橋区","全域","衣類乾燥機","","","不可","","販売店又は家電リサイクル受付センターへお申込みください",""
"131199","131199GMLT000765","板橋区","全域","色鉛筆","","","可燃","","",""
"131199","131199GMLT000766","板橋区","全域","引火物各種（ガソリン・灯油）","","","不可","","専門業者へ依頼してください",""
"131199","131199GMLT000767","板橋区","全域","印鑑 (象牙・木・プラスチック製)","","","可燃","","",""
"131199","131199GMLT000768","板橋区","全域","印鑑 (金属製)","","","不燃","","",""
"131199","131199GMLT000770","板橋区","全域","飲料容器(紙パック(内側が白色))","","","資源","","洗って切り開きしばってお出しください 又は拠点回収ボックスにお出しください ＊汚れたものは可燃ごみにお出しください",""
"131199","131199GMLT000771","板橋区","全域","飲料容器(紙パック(内側が銀色))","","","可燃","","資源になりません 可燃ごみへお出しください",""
"131199","131199GMLT000170","板橋区","全域","飲料容器(紙パック(内側が白色))","","","拠点","","洗って切り開きしばってお出しください 又は拠点回収ボックスにお出しください ＊汚れたものは可燃ごみにお出しください",""
"131199","131199GMLT000769","板橋区","全域","飲料容器(ペットボトル)","","","資源","","軽くすすぎつぶして回収ネット又は回収容器へお出しください ＊キャップ・外装ラベルは可燃ごみへ",""
"131199","131199GMLT000745","板橋区","全域","イーゼル・キャンバス","","","粗大","","絵画等を載せる台（三脚）","400"
"131199","131199GMLT000772","板橋区","全域","ウイスキーびん","","","資源","","軽くすすいで回収容器へ",""
"131199","131199GMLT000773","板橋区","全域","ウインドサーフィンボード","","","粗大","","最大辺が180ｃｍを超えるものについては、管轄の清掃事務所へお問合せください","400"
"131199","131199GMLT000774","板橋区","全域","ウインドサーフィンボード一式","","","粗大","","","800"
"131199","131199GMLT000171","板橋区","全域","植木鉢(木・プラスチック製)","","","粗大","","最大辺がおおむね３０㎝以上のものは粗大ごみへ ＊プランターを含む ＊土の処理方法は専門業者へ依頼してください","400"
"131199","131199GMLT000172","板橋区","全域","植木鉢(素焼き、陶器製)","","","粗大","","",""
"131199","131199GMLT000775","板橋区","全域","植木鉢(木・プラスチック製)","","","可燃","","最大辺がおおむね３０㎝以上のものは粗大ごみへ ＊プランターを含む ＊土の処理方法は専門業者へ依頼してください","400"
"131199","131199GMLT000776","板橋区","全域","植木鉢(素焼き、陶器製)","","","不燃","","",""
"131199","131199GMLT000777","板橋区","全域","ウエストマッサージ器等","","","粗大","","","800"
"131199","131199GMLT000778","板橋区","全域","ウォシュレット（簡易便座）","","","粗大","","","400"
"131199","131199GMLT000779","板橋区","全域","ウォーターベット・エアーべットマット","","","粗大","","水・空気は抜いてください","400"
"131199","131199GMLT000780","板橋区","全域","浮き輪(レジャー用)","","","可燃","","空気は抜いてください",""
"131199","131199GMLT000781","板橋区","全域","薄型テレビ（プラズマ・液晶）","","","不可","","販売店又は家電リサイクル受付センターへお申込みください",""
"131199","131199GMLT000782","板橋区","全域","うちわ","","","可燃","","",""
"131199","131199GMLT000783","板橋区","全域","ウッド カーペット(６畳未満)","","","粗大","","最大辺が180ｃｍを超えるものについては、管轄の清掃事務所へお問合せください","800"
"131199","131199GMLT000784","板橋区","全域","ウッド カーペット(６畳以上)","","","粗大","","","1200"
"131199","131199GMLT000785","板橋区","全域","腕時計","","","不燃","","",""
"131199","131199GMLT000786","板橋区","全域","乳母車（ベビーカー）","","","粗大","","","400"
"131199","131199GMLT000787","板橋区","全域","羽毛布団","","","粗大","","","400"
"131199","131199GMLT000173","板橋区","全域","ウレタン","","","粗大","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000788","板橋区","全域","ウレタン","","","可燃","","最大辺がおおむね３０㎝以上のものは粗大ごみへ","400"
"131199","131199GMLT000789","板橋区","全域","運動靴","","","可燃","","",""
"131199","131199GMLT000790","板橋区","全域","エアコン （ウィンド型含む）","","","不可","","販売店又は家電リサイクル受付センターへお申込みください",""
"131199","131199GMLT000791","板橋区","全域","映写機","","","粗大","","","400"
