支援情報ID,タグ（対象者）,事業（制度）名,概要,支援内容,問合せ先,詳細リンク先（URL）,対象者,利用・申請方法,受付開始日,受付終了日,タグ（個人向けカテゴリー）,タグ（ライフシーン）,タグ（個人向け行政サービス分類）,タグ（事業者向けカテゴリー）,タグ（事業者向け行政サービス分類）,タグ（事業ステージ）,掲載URL（個人向け）,掲載URL（事業者向け）,全国地方公共団体コード,制度所管組織,更新日,通称,対象年齢（未満）,対象年齢（以下）,対象年齢（以上）,対象年齢（超過）,支給内容（本文）,支給内容（金銭的支援）,支給内容（物的支援）,利用費用,実施期間（開始日時）,実施期間（終了日時）,実施場所（名称）,実施場所（住所）,定員,利用時間（開始時間）,利用時間（終了時間）,休日,手続きできる人,手続き方法,持ち物,手続き書類（様式）,手続き書類（記入例）,手続き窓口,タイトル,UMID,種別,根拠法令等（名称）,根拠法令等（条項）,タグ（コンテンツ）,タグ,市町村
1000000737,事業者向け,社会福祉施設等への非常用電源等整備促進事業補助金,補助金の目的：非常用電源等を導入する社会福祉施設等に対し、電源設備、機器等の購入に要する経費を補助することにより、災害時にも施設機能を維持することで社会福祉施設等利用者の安全確保を図る,"【補助対象機器・補助基準額】 （１）非常用電源設備：5,000千円 （２）外部給電器：800千円 （３）Ｖ２Ｈ：1,300千円 （４）可搬型蓄電池：400千円 （５）車両接続型電源：250千円 （６）外部電源接続切替盤：500千円 （７）外部給電器及び外部電源接続切替盤：1,300千円 （８）車両接続型電源及び外部電源接続切替盤：750千円  【補助率】　4分の3 ",東京都社会福祉施設等への非常用電源等の整備促進事業コールセンター TEL：0120-984-302　　受付時間：平日9:00-18:00（年末年始は除く。）,https://ps-support.jp/,都知事または都内区市町村長の指定等を受けた入所・通所・訪問・相談系等全ての社会福祉施設等 （ただし、実績報告時までにBCP（Business Continuity Plan：事業継続計画）を策定していること。）,申請手続きについて、ホームページ（下部詳細リンク先）をご覧ください。,2024/5/10 14:00,2024/6/28 23:59,,,,助成・補助金,補助金,,,https://www.support-navi.metro.tokyo.lg.jp/detail/2/9sgmW7FRlSBmGqdYf,13,東京都,2024/5/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000736,事業者向け,高齢者向け製品・サービスの販路開拓支援事業,都内の中小企業者等が自社で開発した高齢者向け製品等について販路開拓を促進するため、国内外の展示会等に出展等を行うための費用の一部を助成します。,・対象経費 （１）展示会等参加費（国内・海外・オンラインのいずれも可） 　　　①出展小間料　②資材費　③輸送費　④オンライン出展基本料 （２）ECサイト出店初期登録料 （３）自社webサイト制作・改修費 （４）販売促進費　※２ 　　　①印刷物制作費　②PR動画制作費　③広告費 ※２　助成対象経費のうち、（４）販売促進費 のみでの申請はできません。  ・対象額 　上限150万円、助成率2/3,(公財)東京都中小企業振興公社助成課　  電話　０３－３２５１－７８９５ ,https://www.tokyo-kosha.or.jp/support/josei/jigyo/koureisya_hanrokaitaku.html,東京都内の本店又は支店で実質的な事業活動を引き続き１年以上行っている中小企業者（会社及び個人事業主）、中小企業団体、特定非営利活動法人、一般財団法人、一般社団法人等,電子申請,2024/6/24 10:00,2024/8/19 17:00,,,,助成・補助金;成長・成熟期の支援,補助金,販路開拓,,https://www.support-navi.metro.tokyo.lg.jp/detail/2/xYw358oeX1ztsCFqh,13,東京都,2024/5/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000735,事業者向け,障害者向け製品等の販路開拓支援事業,都内の中小企業者等が自社で開発したパラスポーツ関連の製品や障害者向け製品等について販路開拓を促進するため、国内外の展示会等に出展等を行うための費用の一部を助成します。,・対象経費 （１）展示会等参加費（国内・海外・オンラインのいずれも可） 　　　①出展小間料　②資材費　③輸送費　④オンライン出展基本料 （２）ECサイト出店初期登録料 （３）自社webサイト制作・改修費 （４）販売促進費　※２ 　　　①印刷物制作費　②PR動画制作費　③広告費 ※２　助成対象経費のうち、（４）販売促進費 のみでの申請はできません。  ・対象額 　上限１５０万円、助成率2/3 　,(公財)東京都中小企業振興公社助成課 電話　０３－３２５１－７８９４・５ ,https://www.tokyo-kosha.or.jp/support/josei/jigyo/shogaisha.html,東京都内の本店又は支店で実質的な事業活動を引き続き１年以上行っている中小企業者（会社及び個人事業主）、中小企業団体、特定非営利活動法人、一般財団法人、一般社団法人等,電子申請または郵送,2024/6/24 10:00,2024/8/19 17:00,,,,助成・補助金;成長・成熟期の支援,補助金,販路開拓,,https://www.support-navi.metro.tokyo.lg.jp/detail/2/PwU7RHNnfvmGUMqQs,13,東京都,2024/5/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000734,事業者向け,地域連携型商談機会創出事業,東京都と東京商工会議所は、福島県、福島県産業振興センターと連携し、双方の中小企業のビジネスチャンスの拡大と産業の活性化につなげていくため、福島地域のものづくり企業との商談会を開催 します。 ,○日 時：令和６年７月２４日（水）１２：３０～１６：５０ ○会 場：ビッグパレットふくしま 　　　　（〒963-0115 福島県郡山市南二丁目 52 番） ○内 容： 商談会等の開催  　　　　 都内ものづくり企業と福島地域ものづくり企業との商談会(１商談２０分)  ○募 集 数：２０社程度 ○支援内容 ：宿泊費 、交通費 を所定の条件のもと東京都が負担します。 ,東京商工会議所 ビジネス交流部 電話 03-3283-7804（直通 ） ,https://myevent.tokyo-cci.or.jp/detail.php?event_kanri_id=203567,都内中小企業 ※参加要件：東京都内に事業所を有するものづくり企業で福島県内の企業との連携に意欲をもっているこ,東京商工会議所 HP よりお申し込みください。 ※定員になり次第、締め切らせていただきますので予めご了承ください。,2024/4/8 14:00,2024/5/17 17:00,,,,サービス;成長・成熟期の支援,セミナー・研修・イベント,販路開拓,,https://www.support-navi.metro.tokyo.lg.jp/detail/2/AZWutSsgXv2D21bfu,13,東京都,2024/4/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000733,個人向け,旧統一教会に関する相談窓口,「旧統一教会」問題や同種の問題等の相談窓口をご案内しています。,,,https://www.seisakukikaku.metro.tokyo.lg.jp/cross-efforts/liaison-meeting/consultation-service,,,,,くらし・住まい;健康・医療;高齢者・福祉;子供・教育,,相談,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/7IlsEwdGgw8NbDoaf,,13,東京都,2024/3/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000732,個人向け,介護保険制度相談窓口,東京都では、都民の皆様からの介護保険のご利用に関する様々な問い合わせ等に応えるため、相談窓口を設置しています。,都民の皆様からの介護保険のご利用に関する様々な問い合わせ等に応じています。 電話受付時間： 月曜日から金曜日（土曜日・日曜日・祝日は休業） 午前９時から午前12時まで、午後1時から午後4時30分まで,介護保険制度相談専用電話　 03-5320-4597（ダイヤルイン）,https://www.fukushi.metro.tokyo.lg.jp/kourei/sodan/soudan.html,,,,,健康・医療;子供・教育,高齢者・介護,相談;情報提供,,,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/hksrZ3B8eMcuKvZfg,,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000731,両方,警視庁の相談ホットラインのご案内,サイバー犯罪相談窓口,サイバー犯罪・サイバーセキュリティ等に関する対処方法をご案内しています。,03-5805-1731　　　　　　　　　　　　　　　　　　　　　　　　　　　　　平日午前8時30分から午後5時15分まで,https://www.keishicho.metro.tokyo.lg.jp/kurashi/cyber/index.html,,,,,防災;くらし・住まい;デジタル・最新技術;インフラ・まちづくり,,相談;情報提供,サービス,情報提供・相談,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/OxPejFJNimR7wLtaV,https://www.support-navi.metro.tokyo.lg.jp/detail/2/OxPejFJNimR7wLtaV,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000730,両方,警視庁の相談ホットラインのご案内,外国人専用相談,外国人の方からの相談に対応します。,03-3503-8484　　　　　　　　　　　　　　　　　　　　　　　　　　　　　平日午前8時30分から午後5時15分まで,,,,,,くらし・住まい,,相談,サービス,情報提供・相談,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/YLQtXnEC7EBHFTrib,https://www.support-navi.metro.tokyo.lg.jp/detail/2/YLQtXnEC7EBHFTrib,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000729,両方,警視庁の相談ホットラインのご案内,交通相談コーナー,交通に関する相談,03-3593-0941　　　　　　　　　　　　　　　　　　　　　　　　　平日午前8時30分から午後5時15分まで,,,,,,くらし・住まい;インフラ・まちづくり,,相談,サービス,情報提供・相談,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/vuBnkAmoPZ7SszlyS,https://www.support-navi.metro.tokyo.lg.jp/detail/2/vuBnkAmoPZ7SszlyS,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000728,両方,警視庁の相談ホットラインのご案内,薬物・銃器ホットライン,拳銃を見た、拳銃に関する情報を知っているなどについては薬物・銃器ホットラインまで情報をお寄せください。,03-3593-7970　24時間受付　　　,https://www.keishicho.metro.tokyo.lg.jp/kurashi/drug/kenju/joho.html,,,,,防災,,相談;お知らせ,サービス,情報提供・相談;サービスその他,,https://www.support-navi.metro.tokyo.lg.jp/detail/1/j5RSn0wu8WwZApHlO,https://www.support-navi.metro.tokyo.lg.jp/detail/2/j5RSn0wu8WwZApHlO,13,東京都,2024/3/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
