全国地方公共団体コード,ID,法人番号,地方公共団体名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,FAX番号,メールアドレス,URL,連絡先備考（その他、SNSなど）,画像,画像_ライセンス,備考
132012,,,東京都八王子市,（株）愛礼儀典,,東京都八王子市楢原町1042,,,,0120-77-3342,,,,,,,
132012,,,東京都八王子市,（株）愛和セレモニー,,東京都八王子市千人町4-2-23　,大丸ビル１F,,,0120-802-191,,,,,,,
132012,,,東京都八王子市,（株）あさひセレモニー,,東京都八王子市弐分方町546-1,,,,0120-844-644,,,,,,,
132012,,,東京都八王子市,アットホームなお葬式,,東京都八王子市大和田町6-10-26　,紀之下ビル１F,,,0120-058-087,,,,,,,
132012,,,東京都八王子市,（株）伊藤祐次商店,,東京都八王子市八幡町13-8,,,,0120-25-8275,,,,,,,
132012,,,東京都八王子市,(株)追分葬儀社　,,東京都八王子市追分町8-10,,,,0120-79-0874,,,,,,,
132012,,,東京都八王子市,おぐら葬祭・（株）アットイーズ,,東京都八王子市高尾町1599,,,,0120-190-096,,,,,,,
132012,,,東京都八王子市,（株）雅邦,,東京都八王子市川口町1690-53,,,,(042)654-6607,,,,,,,
132012,,,東京都八王子市,キクヤセレモニー,,東京都八王子市寺町39,,,,0120-328-719,,,,,,,
132012,,,東京都八王子市,煌ハートセレモニー,,東京都八王子市川口町1905-8,,,,0120-918-544,,,,,,,
132012,,,東京都八王子市,（株）くらしの友,,東京都八王子市北野町538-21,,,,(042)631-0150,,,,,,,
132012,,,東京都八王子市,京王メモリアル北野,,東京都八王子市打越町331-1,,,,0800-800-8149,,,,,,,
132012,,,東京都八王子市,（株）サン・ライフ,,東京都八王子市大和田町6-2-9,,,,0120-41-3140,,,,,,,
132012,,,東京都八王子市,（株）セレモア八王子本社,,東京都八王子市大横町13-20,,,,0120-650-650,,,,,,,
132012,,,東京都八王子市,セレモハイネス(株）,,東京都八王子市山田町1688-4,1F,,,0120-7666-92,,,,,,,
132012,,,東京都八王子市,千の風　八王子斎場,,東京都八王子市椚田町535-15,,,,0120-997-541,,,,,,,
132012,,,東京都八王子市,葬儀支援サービス・（株）三峰,,東京都八王子市大船町153-46,,,,0120-3741-35,,,,,,,
132012,,,東京都八王子市,（株）葬儀の大地,,東京都八王子市散田町4-15-6,,,,(042)665-7712,,,,,,,
132012,,,東京都八王子市,たくみ葬祭,,東京都八王子市中野上町1-2-8　,芦川ビル2F,,,0120-093-802,,,,,,,
132012,,,東京都八王子市,多摩福祉葬祭,,東京都八王子市大塚1687-3,,,,(042)768-7027,,,,,,,
132012,,,東京都八王子市,東花堂,,東京都八王子市中山446,,,,0120-696-206,,,,,,,
132012,,,東京都八王子市,（株）トレセレ,,東京都八王子市鑓水2020-1,,,,0120-59-1030,,,,,,,
132012,,,東京都八王子市,（株）ドリーミー,,東京都八王子市長沼町854,,,,0120-29-7511,,,,,,,
132012,,,東京都八王子市,（有）西東京葬祭,,東京都八王子市楢原町1473,,,,0120-1518-01,,,,,,,
132012,,,東京都八王子市,（株）富士白蓮社,,東京都八王子市梅坪町62-1,,,,0120-12-0449,,,,,,,
132012,,,東京都八王子市,（株）Plants（プランツ）,,"東京都八王子市千人町3-12-5 ",,,,0120-349-907,,,,,,,
132012,,,東京都八王子市,マインドセレモニー,,東京都八王子市元本郷町1-27-10,,,,0120-70-5587,,,,,,,
132012,,,東京都八王子市,（株）溝口祭典,,東京都八王子市元横山町2-14-19,,,,0120-092-199,,,,,,,
132012,,,東京都八王子市,（株）都典礼,,東京都八王子市打越町1364-1,,,,0120-385-444,,,,,,,
132012,,,東京都八王子市,メモアールまちだ・（有）町田商店,,東京都八王子市天神町14,,,,0120-56-1294,,,,,,,
132012,,,東京都八王子市,メモリーサポート,,東京都八王子市下柚木1941-9,,,,0120-444-543,,,,,,,
