都道府県コード又は市区町村コード,都道府県名,市区町村名,事業所種別,名称,名称_カナ,名称_通称,所在地,方書,電話番号,サービス実施地区,定員(人）,説明,URL,備考,緯度,経度,確認日
131105,東京都,目黒区,定期巡回・随時対応型訪問介護看護,有限会社　はぎ介護センター,ユウゲンガイシャ　ハギカイゴセンター,,目黒区目黒二丁目8番10号,アーバン目黒ビル7階,03-5436-6081,東部地区,ー,,,,35.633519083,139.709916458,令和3年6月1日
131105,東京都,目黒区,定期巡回・随時対応型訪問介護看護,やさしい手学芸大学　定期巡回・随時対応型訪問介護看護事業所,ヤサシイテガクゲイダイガク　テイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴジギョウショ,,目黒区碑文谷五丁目20番1号,ドゥオールビル 201号,03-6412-4910,北部地区・東部地区・南部地区,ー,,,,35.624546619,139.682451347,令和3年6月1日
131105,東京都,目黒区,定期巡回・随時対応型訪問介護看護,やさしい手学芸大学　定期巡回・随時対応型訪問介護看護事業所サテライト自由が丘,ヤサシイテガクゲイダイガク　テイキジュンカイ・ズイジタイオウガタホウモンカイゴカンゴジギョウショサテライトジユウガオカ,,目黒区自由が丘二丁目11番10号,パルシィード4階,03-5726-0866,西部地区,ー,,,,35.607330483,139.667465908,令和3年6月1日
131105,東京都,目黒区,定期巡回・随時対応型訪問介護看護,SOMPOケア在宅老人ホーム目黒定期巡回,ソンポケアザイタクロウジンホームメグロテイキジュンカイ,,目黒区柿の木坂二丁目30番15号,2階部分,03-5726-6270,北部地区・中央地区・南部地区,ー,,,,35.626288044,139.67231925,令和3年6月1日
131105,東京都,目黒区,夜間対応型訪問介護,SOMPOケア在宅老人ホーム目黒夜間訪問介護,ソンポケアザイタクロウジンホームメグロヤカンホウモンカイゴ,,目黒区柿の木坂二丁目30番15号,2階部分,03-5726-6270,ー,ー,,,,35.626288044,139.67231925,令和3年6月1日
131105,東京都,目黒区,認知症対応型通所介護事業所（認知症対応型デイサービス）,東山デイホームいちょう,ヒガシヤマデイホームイチョウ,,目黒区東山三丁目24番6号,,03-3791-8455,ー,12,,,,35.647529733,139.685851803,令和3年6月1日
131105,東京都,目黒区,認知症対応型通所介護事業所（認知症対応型デイサービス）,田道地域密着型デイサービス,デンドウチイキミッチャクガタデイサービス,,目黒区目黒一丁目25番26号,,03-5721-2298,ー,12,,,,35.636790958,139.707874383,令和3年6月1日
131105,東京都,目黒区,認知症対応型通所介護事業所（認知症対応型デイサービス）,こぶしえん,コブシエン,,目黒区下目黒六丁目18番2号,,03-5722-5550,ー,12,,,,35.6288639,139.697255603,令和3年6月1日
131105,東京都,目黒区,認知症対応型通所介護事業所（認知症対応型デイサービス）,グループホームひかり目黒,グループホームヒカリメグロ,,目黒区平町二丁目15番20号,,03-3718-6866,ー,3,,,,35.615157983,139.679913725,令和3年6月1日
131105,東京都,目黒区,認知症対応型通所介護事業所（認知症対応型デイサービス）,東が丘デイホームしいの木,ヒガシガオカデイホームシイノモク,,目黒区東が丘一丁目6番4号,,03-5481-3593,ー,12,,,,35.626490786,139.670985903,令和3年6月1日
131105,東京都,目黒区,小規模多機能型居宅介護,東山多機能ホームけやき,ヒガシヤマタキノウホームケヤキ,,目黒区東山三丁目24番6号,,03-3791-8461,ー,29,,,,35.647529733,139.685851803,令和3年6月1日
131105,東京都,目黒区,小規模多機能型居宅介護,田道小規模多機能型居宅介護事業所,デンドウショウキボタキノウガタキョタクカイゴジギョウショ,,目黒区目黒一丁目25番26号,,03-5721-2295,ー,25,,,,35.636790958,139.707874383,令和3年6月1日
131105,東京都,目黒区,小規模多機能型居宅介護,優っくり小規模多機能介護目黒中央,ユウックリショウキボタキノウカイゴメグロチュウオウ,,目黒区中央町二丁目32番23号,,03-5734-1643,ー,25,,,,35.630871064,139.688117419,令和3年6月1日
131105,東京都,目黒区,小規模多機能型居宅介護,ニチイケアセンター目黒本町,ニチイケアセンターメグロホンチョウ,,目黒区目黒本町二丁目17番1号,ダスキン目黒本町ビル2階,03-5724-4652,ー,29,,,,35.626374333,139.69119335,令和3年6月1日
131105,東京都,目黒区,小規模多機能型居宅介護,小規模多機能鷹番あやめ,ショウキボタキノウタカバンアヤメ,,目黒区鷹番二丁目6番8号,,03-5794-8363,ー,29,,,,35.627016539,139.688944147,令和3年6月1日
131105,東京都,目黒区,小規模多機能型居宅介護,東が丘多機能ホームあすなろ,ヒガシガオカタキノウホームアスナロ,,目黒区東が丘一丁目6番4号,,03-5481-2197,ー,29,,,,35.626490786,139.670985903,令和3年6月1日
