5-(12)　　八重根港,,,,,
,,,,,
,,,,上段：平成31年,
②　船舶乗降人員,,,,中段：平成30年,
,,,,下段： 増・減（△）,
,,,,単位：人,
,,,,,
航　　　路,総　　数,乗込人員,,上陸人員,
内国航路,705,254,,451,
,880,301,,579,
,△ 175,△ 47,,△ 128,
,,,,,
,,,,,
,,,,,
,,,,上段：平成31年,
,,,,中段：平成30年,
,,,,下段： 増・減（△）,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
