,３　　島しょ調査港湾総括表　（平成31年）,,,,,,,,,
,,,,,,,,,,
,港名,入港船舶,,船客乗降人員（人）,,,海上出入貨物（トン）,,,
,,隻数,総トン数,総数,乗込,上陸,総数,移出,移入,
,総　　　数,"26,997","18,731,875","807,452","394,732","412,720","681,879","118,862","563,017",
,,"27,704","18,397,023","819,030","401,371","417,659","653,608","116,467","537,141",
,大　　島,"5,545","4,445,876","473,961","237,161","236,800","174,478","31,512","142,966",
,,"5,187","4,207,592","480,830","240,446","240,384","163,754","34,035","129,719",
,　　元　町,"1,887","1,033,063","130,478","73,029","57,449","106,746","14,394","92,352",
,,"1,612","816,391","120,767","67,436","53,331","98,366","18,806","79,560",
,　　岡　田,"3,054","3,264,989","343,483","164,132","179,351","32,158","10,240","21,918",
,,"3,178","3,269,941","360,063","173,010","187,053","33,298","10,715","22,583",
,　　波　浮,604,"147,824",‐,‐,‐,"35,574","6,878","28,696",
,,397,"121,260",‐,‐,‐,"32,090","4,514","27,576",
,利　島,"1,313","2,544,814","13,875","6,721","7,154","24,700","3,278","21,422",
,,"1,221","2,456,865","10,767","5,084","5,683","75,224","4,974","70,250",
,新　島,"1,452","2,840,402","47,299","21,951","25,348","99,790","17,531","82,259",
,,"1,449","2,879,678","51,751","24,113","27,638","78,201","9,225","68,976",
,式根島,"1,480","11,381",‐,‐,‐,‐,‐,‐,
,,"1,564","12,388",‐,‐,‐,‐,‐,‐,
,神津島,"3,991","918,867","41,487","20,578","20,909","63,617","6,768","56,849",
,,"3,940","737,889","35,871","18,664","17,207","21,181","5,312","15,869",
,三宅島,342,"1,542,232","24,335","10,795","13,540","28,430","5,649","22,781",
,,443,"1,891,782","28,188","12,409","15,779","49,135","6,406","42,729",
,　　三　池,342,"1,542,232","24,335","10,795","13,540","28,430","5,649","22,781",
,,443,"1,891,782","28,188","12,409","15,779","49,135","6,406","42,729",
,　 大久保,‐,‐,‐,‐,‐,‐,‐,‐,
,,‐,‐,‐,‐,‐,‐,‐,‐,
,御蔵島,484,"2,164,295","13,890","6,589","7,301","23,511","4,297","19,214",
,,499,"2,438,589","13,829","6,516","7,313","21,205","4,934","16,271",
,八丈島,676,"2,069,360","36,683","13,196","23,487","177,028","24,353","152,675",
,,621,"1,970,485","35,258","12,573","22,685","152,531","26,711","125,820",
,　　神湊,637,"2,019,996","35,978","12,942","23,036","133,021","23,848","109,173",
,,590,"1,914,483","34,378","12,272","22,106","123,463","25,651","97,812",
,   八重根,39,"49,364",705,254,451,"44,007",505,"43,502",
,,31,"56,002",880,301,579,"29,068","1,060","28,008",
,青ヶ島,266,"107,877","2,804","1,365","1,439","17,149","2,919","14,230",
,,228,"120,806","2,055","1,050","1,005","17,427","2,113","15,314",
,小笠原,"11,448","2,086,771","153,118","76,376","76,742","73,176","22,555","50,621",
,,"12,552","1,680,949","160,481","80,516","79,965","74,950","22,757","52,193",
,　二見,"8,783","1,936,368","123,946","61,842","62,104","55,634","15,587","40,047",
,,"9,776","1,526,683","132,073","66,334","65,739","56,788","16,459","40,329",
,　沖,"2,665","150,403","29,172","14,534","14,638","17,542","6,968","10,574",
,,"2,776","154,266","28,408","14,182","14,226","18,162","6,298","11,864",
,,,,,,,,,,
,(注）　１　上段：平成31年（令和元年）　下段：平成30年,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
