産業分類階層,産業コード,産業中分類,従業者規模階層,従業者規模コード,従業者規模,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),送出者（人）,個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員･正職員等／総数(人),常用労働者／常用雇用者／正社員･正職員等／うち男(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／総数(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／うち男(人),常用労働者／出向･派遣受入者／総数(人),常用労働者／出向･派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
0,00,総数,0,00,総数,9870,246895,173676,3366,362,277,185162,148007,51312,19181,13425,9219,1862,905,118752499,420221692,757766947,664640269,41228934,2918701,99547,48879496,307429056,316117846,146110043,20983909,2281074,14260947
0,00,総数,1,01,4～9人,4789,29010,18801,88,348,267,22486,16430,6164,2092,100,79,459,239,10113104,16997133,36989807,27490060,7751864,142102,7732,1598049,18502636,18502636,…,…,…,…
0,00,総数,1,02,10～19人,2592,34823,23548,256,14,10,26923,20845,7773,2627,369,283,196,104,13697061,35953400,66919464,54563383,9231089,305442,8695,2810855,28733943,28733943,…,…,…,…
0,00,総数,1,03,20～29人,1105,26859,18424,81,-,-,20454,16217,6142,2043,344,235,152,77,11555478,31293015,57288281,47911727,6145745,425760,36146,2768903,24165031,24165031,…,…,…,…
0,00,総数,1,04,30～49人,624,24179,16856,161,-,-,18812,15020,4910,1567,618,414,59,14,11092296,29166323,55671151,47009190,4420789,323002,4709,3913461,23865346,24903294,19003969,2189052,357458,1171511
0,00,総数,1,05,50～99人,452,30504,21350,124,-,-,23050,18492,6320,2119,1258,849,243,97,13992472,43476031,77990386,65051040,6947729,419510,20577,5551530,31079311,32360219,30952550,2766182,575099,1896348
0,00,総数,1,06,100～199人,194,25987,17947,384,-,-,18971,15444,6187,2083,1213,749,76,46,12662459,41376768,76331755,66137653,3949327,933063,18201,5293511,29220058,30818378,25613021,1788531,256533,2244540
0,00,総数,1,07,200～299人,38,9268,6741,103,-,-,6558,5351,1807,812,1006,677,18,1,4901325,19757521,29513150,27471439,93889,111116,-,1836706,8383840,9210464,8326537,1071962,235802,645923
0,00,総数,1,08,300～499人,36,13658,8611,185,-,-,7720,6209,5135,1910,988,666,454,225,6423833,23924466,42605868,39884815,x,91245,x,1793755,16794994,17774296,20314238,1847045,195291,1358428
0,00,総数,1,09,500～999人,22,14479,10131,478,-,-,9217,7707,3952,1743,1788,1103,32,20,8093245,31861681,49030535,45718867,x,167461,x,2803592,15612699,16956642,12222830,5752329,106503,2049069
