地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),送出者（人）,個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員･正職員等／総数(人),常用労働者／常用雇用者／正社員･正職員等／うち男(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／総数(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／うち男(人),常用労働者／出向･派遣受入者／総数(人),常用労働者／出向･派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等／総額(万円),原材料使用額等／うち原材料使用額(万円),原材料使用額等／うち燃料使用額(万円),原材料使用額等／うち電力使用額(万円),原材料使用額等／うち委託生産費(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(万円),粗付加価値額(万円)
0,13000,東京都,0,00,総数,1384,156203,112903,2941,-,-,115299,94515,31233,12419,12612,8622,1055,485,83386856,335978144,259018302,2083398,4528871,47965162,596569395,534675099,18100236,2045397,46974,41701689,236027446,244716236
0,13000,東京都,1,09,食料品製造業,178,23988,11781,37,-,-,9147,6732,13315,4309,1563,775,761,342,8000214,35859110,29315627,580394,713103,613833,61416165,56253749,121422,-,602,5040392,22457879,23833145
0,13000,東京都,1,10,飲料・たばこ・飼料製造業,8,738,574,3,-,-,501,441,112,38,128,98,1,1,417523,5131632,4579565,89538,126971,7220,9885418,9447326,438092,-,-,-,1960046,2194902
0,13000,東京都,1,11,繊維工業,21,1090,350,-,-,-,734,313,351,36,5,1,-,-,348190,709835,382159,2491,7917,224964,1264898,860117,x,x,-,122848,495810,518511
0,13000,東京都,1,12,木材・木製品製造業（家具を除く）,2,118,101,-,-,-,110,95,4,3,4,3,7,7,x,x,x,x,x,-,x,x,-,-,-,x,x,x
0,13000,東京都,1,13,家具・装備品製造業,16,1646,1213,54,-,-,1363,1094,146,63,191,109,-,-,962063,6822577,1888628,3899,12106,4585505,8315118,7623432,174103,66652,-,450931,2191999,1771033
0,13000,東京都,1,14,パルプ・紙・紙加工品製造業,34,2057,1484,21,-,-,1633,1347,411,134,34,22,5,3,963522,5269856,3106428,133874,163715,343408,8215488,6251343,99529,-,5995,1858621,2529978,2757345
0,13000,東京都,1,15,印刷・同関連業,283,26496,19416,519,-,-,22109,17608,3323,1492,1583,737,80,25,13734747,22583316,7985274,124617,712787,11226368,50585872,40381049,9098179,x,x,1075032,24536596,26077746
0,13000,東京都,1,16,化学工業,61,9004,5371,130,-,-,6859,4650,1116,271,1159,571,18,6,5374371,15957976,13413096,72249,214927,887686,33830808,31340548,392420,21636,-,2076204,15958409,16985962
0,13000,東京都,1,17,石油製品・石炭製品製造業,2,104,92,-,-,-,99,90,5,2,-,-,-,-,x,x,x,x,x,-,x,x,x,-,-,x,x,x
0,13000,東京都,1,18,プラスチック製品製造業（別掲を除く）,41,2221,1382,11,-,-,1506,1156,621,169,105,68,6,1,969928,2033519,1241639,15031,57440,345809,4135822,3465358,159544,3550,989,506381,1863397,1969797
0,13000,東京都,1,19,ゴム製品製造業,10,687,549,-,-,-,542,463,103,50,42,36,2,-,360210,883395,668296,15611,28743,86777,1328314,1236933,-,x,-,x,267416,442139
0,13000,東京都,1,20,なめし革・同製品・毛皮製造業,19,1440,705,10,-,-,971,626,476,86,3,1,-,-,487776,1520980,919335,7388,7792,287618,2421012,2209188,47717,-,-,164107,817318,837424
0,13000,東京都,1,21,窯業・土石製品製造業,19,1509,1215,7,-,-,1252,1032,176,106,88,82,-,-,836592,3124402,1780385,258460,167938,172771,6244918,5382269,124845,-,86,737718,2765023,2984183
0,13000,東京都,1,22,鉄鋼業,17,1826,1661,6,-,-,1619,1486,126,106,87,74,1,1,1094329,10090223,8706896,251913,322649,470347,13589912,12839129,532868,-,-,217915,3052514,3390845
0,13000,東京都,1,23,非鉄金属製造業,18,1408,1048,1,-,-,1134,971,223,41,52,37,2,1,699853,5452209,4965562,36583,70394,223347,7201670,6928976,90768,-,1632,180294,1587702,1654294
