地域階層,地域コード,地域,産業分類階層,産業コード,産業小分類,事業所数,従業者数（送出者を除く）／総数(人),従業者数（送出者を除く）／うち男(人),送出者（人）,個人業主及び無給家族従業者／総数(人),個人業主及び無給家族従業者／うち男(人),常用労働者／常用雇用者／正社員･正職員等／総数(人),常用労働者／常用雇用者／正社員･正職員等／うち男(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／総数(人),常用労働者／常用雇用者／ﾊﾟｰﾄ･ｱﾙﾊﾞｲﾄ等／うち男(人),常用労働者／出向･派遣受入者／総数(人),常用労働者／出向･派遣受入者／うち男(人),臨時雇用者／総数(人),臨時雇用者／うち男(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／うち製造品出荷額(万円),製造品出荷額等／うち加工賃収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円)
0,13000,東京都,0,000,総数,9870,246895,173676,3366,362,277,185162,148007,51312,19181,13425,9219,1862,905,118752499,420221692,757766947,664640269,41228934,307429056,316117846
0,13000,東京都,1,090,食料品製造業,677,30124,14953,43,43,34,12583,9187,15939,4981,1602,792,837,370,9798597,42511355,72647319,66189522,661190,26702024,28077290
0,13000,東京都,2,091,畜産食料品製造業,50,2391,1580,1,-,-,1283,1074,1008,436,101,71,15,4,1008670,9739396,14319237,13901890,10637,3941113,4267095
0,13000,東京都,2,092,水産食料品製造業,67,1575,757,-,14,9,619,447,691,195,251,106,1,1,554330,2943823,4166623,3569679,89613,1052297,1141578
0,13000,東京都,2,093,野菜缶詰・果実缶詰・農産保存食料品製造業,21,462,206,-,-,-,205,147,254,58,3,1,2,-,130595,956926,1195668,445953,14301,212807,221428
0,13000,東京都,2,094,調味料製造業,25,872,455,2,1,1,543,362,315,88,15,6,14,-,335425,1589802,2519978,2210743,20094,792547,871296
0,13000,東京都,2,095,糖類製造業,4,121,94,4,-,-,108,89,17,9,-,-,1,-,85242,994513,1418688,1386022,32666,333162,398401
0,13000,東京都,2,096,精穀・製粉業,18,380,302,5,-,-,328,275,43,20,14,12,3,1,170738,3615133,5477688,5289268,77473,1700955,1733716
0,13000,東京都,2,097,パン・菓子製造業,210,10110,5121,2,15,13,4910,3470,5052,1562,135,78,689,326,3589557,8676582,19165923,17726521,147403,9419134,9758984
0,13000,東京都,2,098,動植物油脂製造業,17,625,468,19,-,-,570,440,72,45,2,2,-,-,383104,2571695,3356857,2269545,165889,654276,731927
0,13000,東京都,2,099,その他の食料品製造業,265,13588,5970,10,13,11,4017,2883,8487,2568,1081,516,112,38,3540936,11423485,21026657,19389901,103114,8595733,8952865
0,13000,東京都,1,100,飲料・たばこ・飼料製造業,37,1116,827,3,2,2,770,655,216,73,131,100,3,2,545446,5342596,10393688,9923188,448796,2193940,2428796
0,13000,東京都,2,101,清涼飲料製造業,10,505,403,-,1,1,313,271,63,33,128,98,-,-,262320,3466127,4779720,4333012,444264,1099035,1205348
0,13000,東京都,2,102,酒類製造業,10,344,248,3,1,1,289,243,57,7,-,-,1,1,190157,1484561,4975511,4962003,313,874155,992224
0,13000,東京都,2,103,茶・コーヒー製造業（清涼飲料を除く）,8,95,58,-,-,-,57,45,37,13,1,-,2,1,30482,313041,441786,434436,4150,111579,122053
0,13000,東京都,2,104,製氷業,2,46,46,-,-,-,43,43,3,3,-,-,-,-,x,x,x,x,-,x,x
0,13000,東京都,2,106,飼料・有機質肥料製造業,7,126,72,-,-,-,68,53,56,17,2,2,-,-,x,x,x,x,x,x,x
0,13000,東京都,1,110,繊維工業,363,4206,1642,5,44,32,2831,1404,1328,208,8,1,26,6,1259741,2861151,5271178,3366344,1412090,2221811,2244512
0,13000,東京都,2,112,織物業,10,101,40,-,2,1,69,30,30,9,-,-,-,-,26924,79418,118676,105500,10082,36350,36350
0,13000,東京都,2,113,ニット生地製造業,7,64,39,-,-,-,46,31,18,8,-,-,-,-,20968,48059,86318,59617,25411,35425,35425
0,13000,東京都,2,114,染色整理業,33,321,188,-,4,3,241,155,76,30,-,-,-,-,99844,74731,258322,44793,200842,170243,170243
0,13000,東京都,2,115,綱・網・レース・繊維粗製品製造業,10,132,71,-,4,2,93,64,35,5,-,-,2,2,41347,117885,193768,111662,28808,67976,70382
0,13000,東京都,2,116,外衣・シャツ製造業（和式を除く）,139,1506,535,5,15,11,1104,469,391,58,1,-,15,2,448931,1482866,2516176,1716027,548852,957649,958751
0,13000,東京都,2,117,下着類製造業,3,29,10,-,3,2,12,2,14,6,-,-,-,-,3134,1913,6757,4320,2437,4485,4485
0,13000,東京都,2,118,和装製品・その他の衣服・繊維製身の回り品製造業,60,634,224,-,5,4,417,191,212,29,-,-,1,-,165378,314777,629936,379503,231098,290612,295046
0,13000,東京都,2,119,その他の繊維製品製造業,101,1419,535,-,11,9,849,462,552,63,7,1,8,2,453215,741502,1461225,944922,364560,659071,673830
0,13000,東京都,1,120,木材・木製品製造業（家具を除く）,47,557,439,-,2,2,443,361,107,72,5,4,18,18,216363,578031,1064152,1001633,40814,466037,451674
0,13000,東京都,2,121,製材業、木製品製造業,16,153,123,-,1,1,125,101,27,21,-,-,-,-,53363,86654,186617,163579,19803,92560,92560
0,13000,東京都,2,122,造作材・合板・建築用組立材料製造業,12,226,192,-,-,-,192,165,30,24,4,3,7,7,96898,362414,648472,618597,19614,280788,266425
0,13000,東京都,2,123,木製容器製造業（竹、とうを含む）,8,88,55,-,-,-,49,34,38,20,1,1,-,-,30758,101853,153652,147655,1244,47965,47965
0,13000,東京都,2,129,その他の木製品製造業(竹、とうを含む),11,90,69,-,1,1,77,61,12,7,-,-,11,11,35344,27110,75411,71802,153,44724,44724
0,13000,東京都,1,130,家具・装備品製造業,201,3140,2283,54,19,12,2624,2071,355,141,196,112,25,14,1554711,7882618,10590699,9543626,431038,3317507,2896541
0,13000,東京都,2,131,家具製造業,116,2240,1648,54,15,9,1875,1489,208,91,196,112,15,7,1180149,7042419,8862059,7955408,364810,2500180,2072877
