地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,生産額(万円),在庫額／製造品／年初(万円),在庫額／製造品／年末(万円),在庫額／半製品及び仕掛品／年初(万円),在庫額／半製品及び仕掛品／年末(万円),在庫額／原材料及び燃料／年初(万円),在庫額／原材料及び燃料／年末(万円),有形固定資産額／年初現在高／土地(万円),有形固定資産額／年初現在高／土地以外(万円),有形固定資産額／取得額／土地(万円),有形固定資産額／取得額／土地以外／計(万円),有形固定資産額／取得額／土地以外／建物等(万円),有形固定資産額／取得額／土地以外／機械等(万円),有形固定資産額／取得額／土地以外／備品等(万円),有形固定資産額／除却額／土地(万円),有形固定資産額／除却額／土地以外(万円),有形固定資産額／減価償却額(万円),有形固定資産額／建設仮勘定／増(万円),有形固定資産額／建設仮勘定／減(万円),有形固定資産額／建設仮勘定／差引増減(万円),有形固定資産額／投資総額(万円)
0,13000,東京都,0,00,総数,1384,558347492,16709926,18520457,47741047,51502673,20589109,21323416,55226805,90883238,1855495,19128414,5358294,9638353,4131767,526381,1754693,14260947,11492167,12397598,-905431,20078478
0,13000,東京都,1,09,食料品製造業,178,56399978,796960,826688,203465,198544,1314315,1379633,6129923,11181020,31980,1597884,495035,986882,115967,7810,266515,1400073,1188098,812170,375928,2005792
0,13000,東京都,1,10,飲料・たばこ・飼料製造業,8,9891083,116984,119003,46235,49881,336685,365986,1701993,2434470,10003,173546,49155,115577,8814,-,22600,240521,194673,195751,-1078,182471
0,13000,東京都,1,11,繊維工業,21,1141763,73877,72331,40193,41452,51315,50200,302008,272064,3446,55325,43196,9934,2195,-,1869,22414,8498,8464,34,58805
0,13000,東京都,1,12,木材・木製品製造業（家具を除く）,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,-,-,-,x
0,13000,東京都,1,13,家具・装備品製造業,16,8296990,173331,348917,2485004,2808873,1188231,1368049,788532,635883,20072,119544,17254,29287,73003,2773,36014,78489,1994,2617,-623,138993
0,13000,東京都,1,14,パルプ・紙・紙加工品製造業,34,6345610,273972,280470,70023,58263,154500,165882,726170,1661214,9840,201615,54626,136775,10214,-,11834,222105,x,x,x,x
0,13000,東京都,1,15,印刷・同関連業,283,49538883,481100,475358,1189873,1255270,388129,402878,15213398,11890830,98557,1213668,347598,719061,147009,352419,195833,1600805,489990,265856,224134,1536359
0,13000,東京都,1,16,化学工業,61,32094957,1144894,1346455,1329500,1489928,1500051,1658587,4424026,9270652,101884,4958831,1877668,2620509,460654,13118,170297,1389542,2314937,4361391,-2046454,3014261
0,13000,東京都,1,17,石油製品・石炭製品製造業,2,x,x,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,-,x,x
0,13000,東京都,1,18,プラスチック製品製造業（別掲を除く）,41,3643593,130401,138413,84891,95570,78206,87798,616969,730893,13587,110940,45885,35565,29490,x,23819,125091,50950,50882,68,124595
0,13000,東京都,1,19,ゴム製品製造業,10,1195405,155384,108499,37537,42894,30430,34757,441841,632245,-,89068,12733,55312,21023,-,3539,133195,x,x,x,x
0,13000,東京都,1,20,なめし革・同製品・毛皮製造業,19,2269591,263266,268878,124075,131149,172091,153830,215053,296146,14502,83539,47524,25994,10021,1618,421,32792,15605,30607,-15002,83039
0,13000,東京都,1,21,窯業・土石製品製造業,19,5501637,352297,343778,125830,128872,100231,97839,1541201,1961914,25198,268758,48830,184614,35314,100,49099,213683,63247,87604,-24357,269599
0,13000,東京都,1,22,鉄鋼業,17,13375101,422414,464961,710016,670573,281348,313570,1646044,2241083,178326,451129,23605,357777,69747,x,14213,341435,510898,275334,235564,865019
0,13000,東京都,1,23,非鉄金属製造業,18,7035463,274710,405651,379096,263874,199588,149473,1067302,571145,179402,121139,45915,57375,17849,-,2877,82311,182344,12509,169835,470376
0,13000,東京都,1,24,金属製品製造業,91,9526683,370989,363656,318407,321825,383221,345853,2098386,2061305,93594,433444,221117,161962,50365,29054,37041,316363,59321,96787,-37466,489572
0,13000,東京都,1,25,はん用機械器具製造業,50,12562398,229888,301191,1360133,1521823,1251940,1342413,1443637,2209386,44486,410427,90615,244450,75362,30970,23918,293169,136619,106699,29920,484833
0,13000,東京都,1,26,生産用機械器具製造業,104,23825803,767660,730942,2785945,3368951,1231158,1572357,4069546,5415856,294681,904906,278215,348416,278275,26130,77592,697881,211142,199104,12038,1211625
0,13000,東京都,1,27,業務用機械器具製造業,89,21325249,1541853,1572328,1605191,1792777,1588577,1619612,3146057,2648481,71524,373563,77716,130177,165670,8037,99223,371603,37480,32399,5081,450168
0,13000,東京都,1,28,電子部品・デバイス・電子回路製造業,53,33032709,761944,964897,1194586,1102903,894359,873953,1534640,7864116,43524,2352111,257840,1470171,624100,20,127579,2430939,2169876,2116010,53866,2449501
