規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,422729,400300,373437,26863,22429,105796,104915,100547,4368,881
５人以上,鉱業,483195,476261,448405,27856,6934,99641,99641,99590,51,0
５人以上,建設業,399782,388140,362177,25963,11642,160614,160481,155267,5214,133
５人以上,製造業,419589,407657,381815,25842,11932,112628,112438,107629,4809,190
５人以上,電気・ガス・熱供給・水道業,493551,489716,442257,47459,3835,191748,191176,182268,8908,572
５人以上,情報通信業,463573,397301,361744,35557,66272,149696,140424,125673,14751,9272
５人以上,運輸業,431195,382014,326948,55066,49181,121825,121608,108612,12996,217
５人以上,卸売・小売業,432044,413166,395904,17262,18878,104384,102873,99283,3590,1511
５人以上,金融・保険業,509462,492718,458515,34203,16744,143672,143060,135604,7456,612
５人以上,不動産業,446322,400118,381048,19070,46204,99006,98284,95444,2840,722
５人以上,"飲食店,宿泊業",327482,317422,299677,17745,10060,84086,84058,80720,3338,28
５人以上,"医療,福祉",371084,368359,345737,22622,2725,118788,118689,114592,4097,99
５人以上,"教育,学習支援業",434259,429754,408123,21631,4505,94910,94734,93756,978,176
５人以上,複合サービス事業,451963,442179,412804,29375,9784,121724,121724,111479,10245,0
５人以上,サービス業（他に分類されないもの）,385922,369057,342958,26099,16865,114265,113252,108413,4839,1013
30人以上,調査産業計,449709,421633,390149,31484,28076,120798,119069,112967,6102,1729
30人以上,鉱業,483195,476261,448405,27856,6934,99641,99641,99590,51,0
30人以上,建設業,422491,403724,374820,28904,18767,191904,191605,185324,6281,299
30人以上,製造業,447717,432184,401641,30543,15533,126315,125958,118212,7746,357
30人以上,電気・ガス・熱供給・水道業,502614,502470,452750,49720,144,202570,202201,192689,9512,369
30人以上,情報通信業,478513,405817,366345,39472,72696,141101,131305,118414,12891,9796
30人以上,運輸業,445026,384261,329081,55180,60765,123379,123103,107987,15116,276
30人以上,卸売・小売業,471213,444132,423257,20875,27081,120236,116828,111708,5120,3408
30人以上,金融・保険業,539246,522269,486288,35981,16977,153955,153683,144635,9048,272
30人以上,不動産業,482862,408267,381608,26659,74595,91778,90477,88409,2068,1301
30人以上,"飲食店,宿泊業",402069,384998,361140,23858,17071,96937,96901,91572,5329,36
30人以上,"医療,福祉",389225,388563,361662,26901,662,133868,133647,128546,5101,221
30人以上,"教育,学習支援業",461828,456571,431008,25563,5257,108255,107939,107225,714,316
30人以上,複合サービス事業,482291,480793,447379,33414,1498,130611,130611,117321,13290,0
30人以上,サービス業（他に分類されないもの）,397521,378235,346876,31359,19286,120899,119305,113593,5712,1594
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年５月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
