規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,6524175,4104291,2419884,91356,45223,46133,110781,56311,54470,6504750,4093203,2411547,20.5,10.5,37.4
５人以上,鉱業,2076,1708,368,27,27,0,20,12,8,2083,1723,360,1.9,0.1,10.3
５人以上,建設業,347801,294502,53299,2989,2371,618,4231,3091,1140,346559,293782,52777,4.5,2.2,17.4
５人以上,製造業,723959,535058,188901,6034,3718,2316,8807,5293,3514,721186,533483,187703,8.9,2.5,27.2
５人以上,電気・ガス・熱供給・水道業,39220,32095,7125,238,166,72,284,254,30,39174,32007,7167,8.8,7,16.9
５人以上,情報通信業,600857,472711,128146,7900,5430,2470,9812,8327,1485,598945,469814,129131,4.9,2.2,14.8
５人以上,運輸業,324910,281259,43651,4090,3469,621,4379,3459,920,324621,281269,43352,12.1,9.2,31.1
５人以上,卸売・小売業,1429392,858141,571251,18110,8584,9526,22798,12426,10372,1424704,854299,570405,27.2,12.2,49.6
５人以上,金融・保険業,401060,228747,172313,5149,2411,2738,6063,2888,3175,400146,228270,171876,5.6,2.1,10.4
５人以上,不動産業,114053,80720,33333,1798,1020,778,2200,1499,701,113651,80241,33410,12.1,5.9,27
５人以上,"飲食店,宿泊業",485324,223389,261935,14692,6098,8594,15421,4944,10477,484595,224543,260052,67.9,49.9,83.4
５人以上,"医療,福祉",406941,91813,315128,9630,2277,7353,9238,1992,7246,407333,92098,315235,31.4,21.3,34.3
５人以上,"教育,学習支援業",349652,187321,162331,2270,597,1673,3620,1333,2287,348302,186585,161717,25.3,20.3,31.1
５人以上,複合サービス事業,55493,40782,14711,159,32,127,190,71,119,55462,40743,14719,18,10.6,38.4
５人以上,サービス業（他に分類されないもの）,1243437,776045,467392,18270,9023,9247,23718,10722,12996,1237989,774346,463643,16.2,10.8,25.1
30人以上,調査産業計,4383262,2909697,1473565,55172,30101,25071,62743,32608,30135,4375691,2907190,1468501,14.2,7.1,28.2
30人以上,鉱業,2076,1708,368,27,27,0,20,12,8,2083,1723,360,1.9,0.1,10.3
30人以上,建設業,209009,182108,26901,1190,856,334,1417,1148,269,208782,181816,26966,2.6,1.2,12.1
30人以上,製造業,514706,393936,120770,4335,2803,1532,5220,3328,1892,513821,393411,120410,6.2,1.7,21
30人以上,電気・ガス・熱供給・水道業,36544,29972,6572,206,166,40,284,254,30,36466,29884,6582,8.5,6.9,15.5
30人以上,情報通信業,502761,400417,102344,5948,3847,2101,5165,4019,1146,503544,400245,103299,5,2.3,15.8
30人以上,運輸業,257567,225873,31694,3559,3146,413,3265,2788,477,257861,226231,31630,12.2,9.9,28.7
30人以上,卸売・小売業,829151,529070,300081,8238,4890,3348,11706,7134,4572,825683,526826,298857,20,6.6,43.5
30人以上,金融・保険業,331327,196276,135051,3411,1860,1551,4329,2019,2310,330409,196117,134292,4.4,2.2,7.6
30人以上,不動産業,66909,47255,19654,840,527,313,1085,695,390,66664,47087,19577,12.1,6.1,26.3
30人以上,"飲食店,宿泊業",173887,98244,75643,5563,2548,3015,2964,1472,1492,176486,99320,77166,50,34.3,70.2
30人以上,"医療,福祉",259008,61000,198008,4940,1536,3404,6295,1272,5023,257653,61264,196389,23,18.8,24.4
30人以上,"教育,学習支援業",257825,150254,107571,1739,437,1302,1066,314,752,258498,150377,108121,19,14.8,24.9
30人以上,複合サービス事業,39964,33408,6556,129,14,115,99,28,71,39994,33394,6600,17.8,12.4,45.2
30人以上,サービス業（他に分類されないもの）,902528,560176,342352,15047,7444,7603,19828,8125,11703,897747,559495,338252,14.6,8.7,24.4
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年１月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
