規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.9,173.2,159.2,14,15,89.9,86.3,3.6
５人以上,鉱業,21.2,170,155.8,14.2,15.7,71.9,71.4,0.5
５人以上,建設業,21.7,182.5,167.2,15.3,17.4,119.4,115.3,4.1
５人以上,製造業,20.8,172.7,159.6,13.1,17.4,111.4,108.4,3
５人以上,電気・ガス・熱供給・水道業,20.5,171.5,156.5,15,17.9,135.3,131.3,4
５人以上,情報通信業,20.7,177.6,157.9,19.7,17.1,122.6,108.1,14.5
５人以上,運輸業,21.1,188.2,163.3,24.9,15.8,107.9,99.3,8.6
５人以上,卸売・小売業,21.3,172.7,163.5,9.2,16,96.5,93.4,3.1
５人以上,金融・保険業,20.6,167.2,152,15.2,16.6,112.9,108.1,4.8
５人以上,不動産業,21.2,174.6,161.9,12.7,15.9,95,92.8,2.2
５人以上,"飲食店,宿泊業",20.6,172.3,161.2,11.1,13.7,79.6,76.4,3.2
５人以上,"医療,福祉",20.6,161.1,153,8.1,14,68.9,66.7,2.2
５人以上,"教育,学習支援業",20.4,156.7,146.6,10.1,9,49.9,47.9,2
５人以上,複合サービス事業,18.7,164.7,152,12.7,18.4,112.2,104.4,7.8
５人以上,サービス業（他に分類されないもの）,20.9,174.3,158.8,15.5,15.9,100,96,4
30人以上,調査産業計,20.8,173.3,157.9,15.4,15.7,97.2,92.8,4.4
30人以上,鉱業,21.2,170,155.8,14.2,15.7,71.9,71.4,0.5
30人以上,建設業,21.5,183.6,166.1,17.5,17.8,131.8,128.5,3.3
30人以上,製造業,20.7,172.2,157.8,14.4,18.3,123.6,118.5,5.1
30人以上,電気・ガス・熱供給・水道業,20.7,172.4,157.2,15.2,17.8,135.1,131,4.1
30人以上,情報通信業,20.7,178.5,157.3,21.2,17.9,123.2,109.1,14.1
30人以上,運輸業,21,187.3,162.7,24.6,15.5,111.9,103.2,8.7
30人以上,卸売・小売業,21.3,172.8,162.6,10.2,17.8,110.2,106.2,4
30人以上,金融・保険業,20.5,167.3,151.2,16.1,16.5,114.3,109.1,5.2
30人以上,不動産業,21.1,175.6,159.7,15.9,16.4,83.4,82.3,1.1
30人以上,"飲食店,宿泊業",21.2,185.3,170.8,14.5,14,84.1,80.3,3.8
30人以上,"医療,福祉",20.2,158.2,149.9,8.3,13.7,71.3,69.4,1.9
30人以上,"教育,学習支援業",20.6,157.1,146.3,10.8,8.1,47.3,44.8,2.5
30人以上,複合サービス事業,18.2,163.2,150.1,13.1,19.5,118.4,108.1,10.3
30人以上,サービス業（他に分類されないもの）,20.7,174.1,157.3,16.8,16.4,100.6,96.6,4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年７月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
