規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,456131,526307,312102,426058,489412,296031,388554,37504,30073,36895,16071
100～499人,395737,458222,272220,375039,432342,261768,345098,29941,20698,25880,10452
100人以上,420354,486179,288236,395835,455776,275527,362811,33024,24519,30403,12709
30～99人,376429,444209,248195,352099,413623,235701,332975,19124,24330,30586,12494
５～29人,266383,335588,180706,261410,329516,177092,250715,10695,4973,6072,3614
30人以上,404453,471180,273377,380002,440711,260748,352010,27992,24451,30469,12629
５人以上,359783,432491,237439,341634,408984,228306,319238,22396,18149,23507,9133
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年５月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
