規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,434823,398583,370726,27857,36240,105546,104318,100305,4013,1228
５人以上,鉱業,591404,486026,454066,31960,105378,84389,70833,67805,3028,13556
５人以上,建設業,420217,394693,365650,29043,25524,167633,167501,162322,5179,132
５人以上,製造業,441847,405382,379691,25691,36465,121610,119487,115041,4446,2123
５人以上,電気・ガス・熱供給・水道業,525262,525199,477634,47565,63,222777,222777,212235,10542,0
５人以上,情報通信業,422112,399535,359787,39748,22577,115681,107947,98414,9533,7734
５人以上,運輸業,438624,381486,327369,54117,57138,123133,122003,109691,12312,1130
５人以上,卸売・小売業,450238,405530,387962,17568,44708,101491,100971,98110,2861,520
５人以上,金融・保険業,509732,479941,446975,32966,29791,140378,139891,135189,4702,487
５人以上,不動産業,402272,386226,366934,19292,16046,104007,98364,96095,2269,5643
５人以上,"飲食店,宿泊業",343575,326547,305980,20567,17028,80715,79503,75782,3721,1212
５人以上,"医療,福祉",399385,371070,347368,23702,28315,120074,119755,115430,4325,319
５人以上,"教育,学習支援業",450826,425731,402901,22830,25095,105136,102466,101471,995,2670
５人以上,複合サービス事業,427639,424879,401356,23523,2760,112518,112496,104037,8459,22
５人以上,サービス業（他に分類されないもの）,419168,371081,343363,27718,48087,121860,120741,115825,4916,1119
30人以上,調査産業計,466834,421942,389353,32589,44892,119042,117499,112043,5456,1543
30人以上,鉱業,591404,486026,454066,31960,105378,84389,70833,67805,3028,13556
30人以上,建設業,446780,413344,377864,35480,33436,185854,185544,179929,5615,310
30人以上,製造業,478242,432139,401671,30468,46103,137232,135336,127608,7728,1896
30人以上,電気・ガス・熱供給・水道業,540649,540581,490323,50258,68,226966,226966,215991,10975,0
30人以上,情報通信業,430047,410947,366515,44432,19100,120617,111277,99765,11512,9340
30人以上,運輸業,447483,384863,329855,55008,62620,131057,129544,115623,13921,1513
30人以上,卸売・小売業,501749,436324,415128,21196,65425,115900,115105,111125,3980,795
30人以上,金融・保険業,539932,506620,472797,33823,33312,145226,145021,139675,5346,205
30人以上,不動産業,424119,405036,377854,27182,19083,91791,91504,89661,1843,287
30人以上,"飲食店,宿泊業",447533,419777,393425,26352,27756,84203,84099,79678,4421,104
30人以上,"医療,福祉",419238,386995,358430,28565,32243,136105,136001,130025,5976,104
30人以上,"教育,学習支援業",480084,452359,425526,26833,27725,122926,118204,117516,688,4722
30人以上,複合サービス事業,453936,453242,427912,25330,694,119868,119836,108947,10889,32
30人以上,サービス業（他に分類されないもの）,443817,383309,351107,32202,60508,123202,121578,115734,5844,1624
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年１１月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
