規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,477716,462629,423783,38846,15087,117231,116119,109273,6846,1112
100～499人,422931,413619,383502,30117,9312,129930,129585,122598,6987,345
100人以上,445768,434049,400293,33756,11719,125751,125154,118214,6940,597
30～99人,492192,401217,379827,21390,90975,108374,107842,103878,3964,532
５～29人,341877,336338,321988,14350,5539,92542,92288,89492,2796,254
30人以上,462062,422526,393110,29416,39536,117574,117007,111467,5540,567
５人以上,429327,399051,373739,25312,30276,104272,103872,99790,4082,400
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年９月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
