事業所規模,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５～29人,平成17,2005,年平均,20.4,166.5,156.5,10,15.2,92.7,89.9,2.8
５～29人,平成18,2006,年平均,20.7,168.6,158.2,10.4,14.6,89,86.5,2.5
５～29人,平成19,2007,年平均,20.6,167.7,158.1,9.6,13.7,83.6,81.4,2.2
５～29人,平成20,2008,年平均,20.4,165.9,155.9,10,13.9,83.3,80.6,2.7
５～29人,平成20,2008,1月,18.1,146.2,136.9,9.3,13.1,79.1,76.8,2.3
５～29人,平成20,2008,2月,21,170.4,160,10.4,13.9,84.9,82.2,2.7
５～29人,平成20,2008,3月,20.5,167.4,156.6,10.8,13.8,83.2,80.5,2.7
５～29人,平成20,2008,4月,21.3,172.4,162.1,10.3,14.1,85.5,82.6,2.9
５～29人,平成20,2008,5月,19.9,161.3,152,9.3,14.1,84.2,81.7,2.5
５～29人,平成20,2008,6月,21.6,174.3,164.8,9.5,14.4,85.5,83.1,2.4
５～29人,平成20,2008,7月,21.2,172.7,162.5,10.2,14.3,83.4,80.6,2.8
５～29人,平成20,2008,8月,19.6,159.7,149.9,9.8,13.7,82.2,79.2,3
５～29人,平成20,2008,9月,20.4,165.7,156,9.7,13.9,82.7,79.9,2.8
５～29人,平成20,2008,10月,20.7,168.2,158,10.2,13.9,82.7,79.9,2.8
５～29人,平成20,2008,11月,20.7,167.7,157.6,10.1,13.8,82.8,80,2.8
５～29人,平成20,2008,12月,20.2,164.4,154.3,10.1,13.8,83.3,80.3,3
30～99人,平成17,2005,年平均,19.6,161.8,148.7,13.1,14.6,85.4,81.5,3.9
30～99人,平成18,2006,年平均,19.8,164.7,150.6,14.1,14.6,87.9,84.3,3.6
30～99人,平成19,2007,年平均,19.9,165.8,151.3,14.5,15.7,93.3,90,3.3
30～99人,平成20,2008,年平均,19.8,164.2,150.8,13.4,15.1,90.3,86.9,3.4
30～99人,平成20,2008,1月,18.1,151.4,138.5,12.9,14.6,86.4,82.9,3.5
30～99人,平成20,2008,2月,19.8,164.7,151.1,13.6,15.4,91.6,88.2,3.4
30～99人,平成20,2008,3月,19.9,165.8,151.5,14.3,15,91,87.6,3.4
30～99人,平成20,2008,4月,20.6,172,157.5,14.5,15.3,92.5,89.1,3.4
30～99人,平成20,2008,5月,19.7,162.8,149.7,13.1,15,91.3,88,3.3
30～99人,平成20,2008,6月,20.5,169.1,156.2,12.9,15.9,94,90.6,3.4
30～99人,平成20,2008,7月,20.8,172.4,158.7,13.7,15.4,91.8,88,3.8
30～99人,平成20,2008,8月,18.9,156.9,144.1,12.8,14.6,89.9,86.4,3.5
30～99人,平成20,2008,9月,19.4,161.2,148.3,12.9,15,89.8,86.6,3.2
30～99人,平成20,2008,10月,20.5,170,156.5,13.5,15.1,90.1,87.1,3
30～99人,平成20,2008,11月,19.4,161.9,148.6,13.3,14.9,88.8,85.7,3.1
30～99人,平成20,2008,12月,19.5,162,148.6,13.4,14.6,86.8,83.2,3.6
100～499人,平成17,2005,年平均,19.5,162.6,147.7,14.9,15.4,94.6,90.4,4.2
100～499人,平成18,2006,年平均,19.5,163.9,148.1,15.8,15.1,95.5,91.3,4.2
100～499人,平成19,2007,年平均,19.7,165.2,149.6,15.6,15.9,105.8,100.7,5.1
100～499人,平成20,2008,年平均,19.7,165.1,149.5,15.6,15.8,106.2,101.7,4.5
100～499人,平成20,2008,1月,18.2,152.8,138.2,14.6,15.1,102.5,97.5,5
100～499人,平成20,2008,2月,19.5,164.5,148.6,15.9,15.8,107.1,102.1,5
100～499人,平成20,2008,3月,19.6,165.6,149.2,16.4,15.8,108.2,102.6,5.6
100～499人,平成20,2008,4月,20.3,171.6,154.5,17.1,16.2,111.8,106.6,5.2
