規模,産業,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
５人以上,調査産業計,426407,406358,377526,28832,20049,107516,106603,102024,4579,913
５人以上,鉱業,486872,479883,447308,32575,6989,91410,91410,91359,51,0
５人以上,建設業,407292,396870,367636,29234,10422,150992,150915,146705,4210,77
５人以上,製造業,433786,412813,385337,27476,20973,121605,119165,114461,4704,2440
５人以上,電気・ガス・熱供給・水道業,527476,500980,449691,51289,26496,201626,189973,181280,8693,11653
５人以上,情報通信業,423434,409707,369160,40547,13727,135280,135075,122292,12783,205
５人以上,運輸業,419810,393820,334298,59522,25990,137545,136941,119627,17314,604
５人以上,卸売・小売業,443528,411927,393525,18402,31601,105467,105093,101393,3700,374
５人以上,金融・保険業,506887,495382,461039,34343,11505,140044,138247,131366,6881,1797
５人以上,不動産業,431022,412160,389124,23036,18862,100161,100119,97263,2856,42
５人以上,"飲食店,宿泊業",334520,330545,309424,21121,3975,82770,82757,79579,3178,13
５人以上,"医療,福祉",387160,378936,356364,22572,8224,123151,122542,119043,3499,609
５人以上,"教育,学習支援業",483456,451706,431188,20518,31750,99365,97610,94424,3186,1755
５人以上,複合サービス事業,462270,433538,406985,26553,28732,124164,124164,113184,10980,0
５人以上,サービス業（他に分類されないもの）,389517,371296,343443,27853,18221,117794,115242,110008,5234,2552
30人以上,調査産業計,451915,428509,394860,33649,23406,122861,121306,114709,6597,1555
30人以上,鉱業,486872,479883,447308,32575,6989,91410,91410,91359,51,0
30人以上,建設業,426196,415861,382346,33515,10335,197932,197926,191858,6068,6
30人以上,製造業,461069,438873,406575,32298,22196,135200,131113,123518,7595,4087
30人以上,電気・ガス・熱供給・水道業,534285,513048,459324,53724,21237,212912,200434,190689,9745,12478
30人以上,情報通信業,435472,420926,375692,45234,14546,130791,130544,118096,12448,247
30人以上,運輸業,424363,395318,336448,58870,29045,143159,142396,122303,20093,763
30人以上,卸売・小売業,484564,440114,417788,22326,44450,119209,118800,113755,5045,409
30人以上,金融・保険業,534648,523407,487330,36077,11241,150157,149256,140682,8574,901
30人以上,不動産業,438180,416330,387705,28625,21850,93394,93320,91306,2014,74
30人以上,"飲食店,宿泊業",412576,405418,378485,26933,7158,95963,95963,91135,4828,0
30人以上,"医療,福祉",408337,399659,372866,26793,8678,134856,133765,129667,4098,1091
30人以上,"教育,学習支援業",519736,484437,459763,24674,35299,114333,112767,108257,4510,1566
30人以上,複合サービス事業,501934,465520,436371,29149,36414,135508,135508,121451,14057,0
30人以上,サービス業（他に分類されないもの）,402201,381748,348524,33224,20453,125026,121006,114568,6438,4020
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年４月分,,,,,,,,,,,
第５表  産業、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,,
