規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,442236,507881,305518,429688,492456,298962,392158,37530,12548,15425,6556
100～499人,402309,469200,268419,377014,435638,259672,348222,28792,25295,33562,8747
100人以上,418577,485082,283296,398476,458967,275428,366124,32352,20101,26115,7868
30～99人,359425,422032,240765,350160,410962,234922,331016,19144,9265,11070,5843
５～29人,267892,335510,185378,256116,320825,177151,245127,10989,11776,14685,8227
30人以上,396922,462349,267262,380788,441658,260157,353271,27517,16134,20691,7105
５人以上,355018,426256,235127,340299,407274,227582,318150,22149,14719,18982,7545
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年８月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
