規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,20.6,171.4,156.6,14.8,14.8,91.5,87.9,3.6
５人以上,鉱業,20.4,165.9,150,15.9,13.1,59.6,59.4,0.2
５人以上,建設業,21.7,181.4,166.3,15.1,16.4,115,111.8,3.2
５人以上,製造業,20.4,169.7,156,13.7,17.6,110.3,107.5,2.8
５人以上,電気・ガス・熱供給・水道業,20.2,169.5,154.2,15.3,15.8,120.8,117.3,3.5
５人以上,情報通信業,20.2,177.5,155.4,22.1,17.1,125.3,111.6,13.7
５人以上,運輸業,21.2,191.7,163.4,28.3,16,112.8,101.6,11.2
５人以上,卸売・小売業,20.9,169,159.3,9.7,16,99.8,96.1,3.7
５人以上,金融・保険業,19.7,162.3,145.9,16.4,15.5,105.4,101.2,4.2
５人以上,不動産業,21.3,175.8,162.3,13.5,16.3,95.4,93.5,1.9
５人以上,"飲食店,宿泊業",21.5,179.1,166.8,12.3,13.6,82.1,79.8,2.3
５人以上,"医療,福祉",20.3,158.4,149.9,8.5,14,74.3,71.6,2.7
５人以上,"教育,学習支援業",20.9,160.7,151,9.7,9.1,54.5,53.5,1
５人以上,複合サービス事業,19.2,165.9,153.1,12.8,17.7,107.2,99.7,7.5
５人以上,サービス業（他に分類されないもの）,20.4,170.7,155,15.7,14.9,94.9,90.6,4.3
30人以上,調査産業計,20.4,171,154.5,16.5,15.5,98.3,93.8,4.5
30人以上,鉱業,20.4,165.9,150,15.9,13.1,59.6,59.4,0.2
30人以上,建設業,21.6,181.9,165.9,16,18.5,134.4,131.1,3.3
30人以上,製造業,20.1,168.1,153,15.1,18.1,120.2,115.9,4.3
30人以上,電気・ガス・熱供給・水道業,20.2,169.7,154,15.7,16.3,122.5,118.6,3.9
30人以上,情報通信業,20.2,177.5,153.9,23.6,17,121.3,107.8,13.5
30人以上,運輸業,21,190.6,162.6,28,15.4,112.8,99.9,12.9
30人以上,卸売・小売業,20.6,167.7,156.8,10.9,17.9,110.5,106.7,3.8
30人以上,金融・保険業,19.6,161.8,144.5,17.3,15.8,108.8,103.8,5
30人以上,不動産業,20.9,174.6,157.7,16.9,16.6,84.9,83.5,1.4
30人以上,"飲食店,宿泊業",21.9,184.9,169.6,15.3,13.7,89.9,86.1,3.8
30人以上,"医療,福祉",20.1,158.3,149.6,8.7,13.4,70.5,68.9,1.6
30人以上,"教育,学習支援業",21.2,163,151.6,11.4,8.3,53.4,52.7,0.7
30人以上,複合サービス事業,18.6,164,150,14,18.6,113.3,104,9.3
30人以上,サービス業（他に分類されないもの）,20.1,170.5,152.8,17.7,15.7,98.9,94.4,4.5
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年４月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
