規模,産業,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,調査産業計,349457,418225,234298,340733,408077,227958,317935,22798,8724,10148,6340
５人以上,鉱業,493647,530881,293223,486787,525009,281045,460459,26328,6860,5872,12178
５人以上,建設業,386182,412932,247075,383392,410053,244750,356080,27312,2790,2879,2325
５人以上,製造業,393263,445660,247836,380225,432138,236142,356112,24113,13038,13522,11694
５人以上,電気・ガス・熱供給・水道業,514285,541215,375819,484798,510583,352221,437679,47119,29487,30632,23598
５人以上,情報通信業,395789,424812,292390,387969,417054,284351,352624,35345,7820,7758,8039
５人以上,運輸業,358698,378969,232213,351824,371404,229652,301191,50633,6874,7565,2561
５人以上,卸売・小売業,330694,414927,207909,322227,404384,202469,308130,14097,8467,10543,5440
５人以上,金融・保険業,473183,610419,296822,463339,598995,289008,430094,33245,9844,11424,7814
５人以上,不動産業,355871,415746,228838,348152,406163,225076,331662,16490,7719,9583,3762
５人以上,"飲食店,宿泊業",164370,222998,108792,162814,220948,107704,152621,10193,1556,2050,1088
５人以上,"医療,福祉",309022,444531,270106,301560,433025,263805,284764,16796,7462,11506,6301
５人以上,"教育,学習支援業",379497,449025,293697,357716,423248,276847,345070,12646,21781,25777,16850
５人以上,複合サービス事業,428734,499911,252884,401461,465131,244157,382969,18492,27273,34780,8727
５人以上,サービス業（他に分類されないもの）,337200,397564,239694,330352,389094,235467,306404,23948,6848,8470,4227
30人以上,調査産業計,390962,452538,268466,380106,440565,259831,351883,28223,10856,11973,8635
30人以上,鉱業,493647,530881,293223,486787,525009,281045,460459,26328,6860,5872,12178
30人以上,建設業,407740,429402,258035,403361,425020,253680,370411,32950,4379,4382,4355
30人以上,製造業,433102,479240,283059,416544,462670,266542,386834,29710,16558,16570,16517
30人以上,電気・ガス・熱供給・水道業,524525,553274,383309,498784,527268,358868,448694,50090,25741,26006,24441
30人以上,情報通信業,406146,433497,299262,399064,426145,293233,359701,39363,7082,7352,6029
30人以上,運輸業,361627,377171,251337,356149,371331,248433,304440,51709,5478,5840,2904
30人以上,卸売・小売業,385395,467443,240786,373061,453228,231769,354433,18628,12334,14215,9017
30人以上,金融・保険業,499693,636117,312543,490135,625641,304245,456804,33331,9558,10476,8298
30人以上,不動産業,380004,437535,243922,368589,423833,237915,344595,23994,11415,13702,6007
30人以上,"飲食店,宿泊業",230230,298427,140137,229160,297155,139333,212813,16347,1070,1272,804
30人以上,"医療,福祉",347673,470752,309491,337426,456361,300530,315446,21980,10247,14391,8961
30人以上,"教育,学習支援業",431088,494695,337123,406460,466733,317419,390818,15642,24628,27962,19704
30人以上,複合サービス事業,470308,512888,265191,438760,476678,256101,418587,20173,31548,36210,9090
30人以上,サービス業（他に分類されないもの）,352101,414670,245059,343700,404363,239918,315544,28156,8401,10307,5141
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年１０月分,,,,,,,,,,,,
第１表  産業、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,,
