規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.9,165.7,151,14.7,14.4,88.9,85.3,3.6
５人以上,鉱業,19.2,155.4,141,14.4,14.1,65.7,65.5,0.2
５人以上,建設業,20.9,176.4,159.4,17,15.9,109.3,106,3.3
５人以上,製造業,19.7,164,150.1,13.9,17,108.6,105.6,3
５人以上,電気・ガス・熱供給・水道業,18.8,160.2,142.5,17.7,15.8,119.5,116.1,3.4
５人以上,情報通信業,19.7,171.3,149.8,21.5,17.2,130.4,114.8,15.6
５人以上,運輸業,20.4,185,158.7,26.3,15.9,113.4,101.4,12
５人以上,卸売・小売業,20,163,153.5,9.5,15.6,97.4,93.9,3.5
５人以上,金融・保険業,18.9,156.3,140.6,15.7,15.4,105.1,100.7,4.4
５人以上,不動産業,20.9,170.5,156.9,13.6,14.7,85,83.8,1.2
５人以上,"飲食店,宿泊業",21.1,177.3,164.2,13.1,13.5,79.2,77.1,2.1
５人以上,"医療,福祉",19.5,153.3,145.2,8.1,13.4,69.5,66.8,2.7
５人以上,"教育,学習支援業",19.5,147.3,138.9,8.4,8.1,47.4,45.9,1.5
５人以上,複合サービス事業,17.9,158.2,145.1,13.1,18.4,113.5,104.5,9
５人以上,サービス業（他に分類されないもの）,19.9,167.3,151.1,16.2,15,94.7,90.5,4.2
30人以上,調査産業計,19.7,165.1,148.9,16.2,15.1,95.6,90.9,4.7
30人以上,鉱業,19.2,155.4,141,14.4,14.1,65.7,65.5,0.2
30人以上,建設業,20.7,176.4,157.8,18.6,17.8,127.9,125.5,2.4
30人以上,製造業,19.4,162.9,147.7,15.2,17.4,117.7,112.9,4.8
30人以上,電気・ガス・熱供給・水道業,18.8,160.5,142.2,18.3,15.9,119.7,116,3.7
30人以上,情報通信業,19.6,171.8,148.8,23,17.3,130.1,114,16.1
30人以上,運輸業,20.3,184.6,158.6,26,15.2,112.9,98.7,14.2
30人以上,卸売・小売業,19.8,162.2,151.5,10.7,17.3,108.1,104.1,4
30人以上,金融・保険業,18.9,156.4,139.9,16.5,15.4,107.9,102.8,5.1
30人以上,不動産業,20.1,168.1,151.2,16.9,15.9,80,78.7,1.3
30人以上,"飲食店,宿泊業",20.9,179.4,164.6,14.8,13.8,85.8,82.4,3.4
30人以上,"医療,福祉",19.4,152,143.8,8.2,13.3,69.1,67.3,1.8
30人以上,"教育,学習支援業",19.8,148.3,138.8,9.5,6.6,40.1,38.5,1.6
30人以上,複合サービス事業,17.2,152.6,138.7,13.9,19.7,122.5,111.4,11.1
30人以上,サービス業（他に分類されないもの）,19.6,166.6,148.8,17.8,15.6,96.9,92.8,4.1
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年３月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
