規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,18.1,150.6,137.5,13.1,13.8,84.7,81.4,3.3
５人以上,鉱業,18.5,150,136.4,13.6,13,60.3,60.3,0
５人以上,建設業,18.4,153.9,140.3,13.6,13.9,95.9,92.7,3.2
５人以上,製造業,17,141.3,129.9,11.4,14.8,93.3,90.8,2.5
５人以上,電気・ガス・熱供給・水道業,17.6,148.3,133.7,14.6,14.7,111.8,108.8,3
５人以上,情報通信業,17.8,154.6,135.1,19.5,15.4,116.2,101.1,15.1
５人以上,運輸業,19.2,173.2,148.8,24.4,14.4,103.8,92.8,11
５人以上,卸売・小売業,18.1,148.4,139.7,8.7,15.3,93,89.7,3.3
５人以上,金融・保険業,17.8,146,131.4,14.6,14.8,102,97.9,4.1
５人以上,不動産業,18.8,153.6,141.8,11.8,13.7,79.7,78.7,1
５人以上,"飲食店,宿泊業",21.3,183.7,170.7,13,13.3,78.1,75.9,2.2
５人以上,"医療,福祉",18.1,142.9,135,7.9,12.2,65.9,63.7,2.2
５人以上,"教育,学習支援業",18,136.3,128.7,7.6,8.6,49.9,49.2,0.7
５人以上,複合サービス事業,17.4,146.8,137.1,9.7,17.9,111.3,102.3,9
５人以上,サービス業（他に分類されないもの）,18.3,151.6,137.5,14.1,14.1,91.6,87.5,4.1
30人以上,調査産業計,18.1,152.2,137.7,14.5,14.6,91.2,86.7,4.5
30人以上,鉱業,18.5,150,136.4,13.6,13,60.3,60.3,0
30人以上,建設業,18.6,156.2,141.4,14.8,16.2,112.3,109,3.3
30人以上,製造業,17.1,142.9,130,12.9,16,107.4,103.1,4.3
30人以上,電気・ガス・熱供給・水道業,17.6,148.2,133.7,14.5,14.7,110.6,107.3,3.3
30人以上,情報通信業,17.9,157.3,136.4,20.9,15.6,116.4,101.2,15.2
30人以上,運輸業,19.1,173.3,149.2,24.1,13.9,104.2,91.5,12.7
30人以上,卸売・小売業,18.4,151.4,141.8,9.6,17.3,103.6,99.5,4.1
30人以上,金融・保険業,17.7,145.4,130.2,15.2,15,105.5,100.4,5.1
30人以上,不動産業,18.3,152.1,138,14.1,14.1,70.1,68.7,1.4
30人以上,"飲食店,宿泊業",20.6,182.2,166.4,15.8,13.9,86.8,82.7,4.1
30人以上,"医療,福祉",18.3,145.4,137,8.4,12.2,64,62.3,1.7
30人以上,"教育,学習支援業",18.3,137.3,128.7,8.6,7.4,44.6,44.1,0.5
30人以上,複合サービス事業,17.5,148.4,138,10.4,19.1,117.6,106.8,10.8
30人以上,サービス業（他に分類されないもの）,18.2,154,138.2,15.8,14.7,92.9,89.1,3.8
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年１月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
