規模,産業,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,調査産業計,19.6,162.4,149.2,13.2,14.4,87.8,84.4,3.4
５人以上,鉱業,19.8,156,148.4,7.6,13.8,57.3,57.3,0
５人以上,建設業,20.6,173.4,157.5,15.9,16.8,115.8,112.4,3.4
５人以上,製造業,19.4,160.6,148.6,12,17.2,109.3,106.8,2.5
５人以上,電気・ガス・熱供給・水道業,19.4,161.9,147.6,14.3,16.3,123.5,120,3.5
５人以上,情報通信業,19,163.6,144.7,18.9,15.7,116.5,100.3,16.2
５人以上,運輸業,20.2,179.2,155.6,23.6,15,102.2,95.4,6.8
５人以上,卸売・小売業,20.2,164.4,155.2,9.2,15.5,94,91.1,2.9
５人以上,金融・保険業,18.6,153,138.9,14.1,14.8,100.6,96.9,3.7
５人以上,不動産業,20.1,165.7,154.5,11.2,15.4,90.2,88.7,1.5
５人以上,"飲食店,宿泊業",19.7,163.7,154.1,9.6,13.4,79.7,76.5,3.2
５人以上,"医療,福祉",19.9,154.4,147,7.4,13.1,66.6,64.8,1.8
５人以上,"教育,学習支援業",17.8,135.1,127.6,7.5,8.6,48,47.1,0.9
５人以上,複合サービス事業,17.1,148.3,139.6,8.7,17.1,104.2,98.2,6
５人以上,サービス業（他に分類されないもの）,19.6,165.4,150.5,14.9,15.3,98.1,93.9,4.2
30人以上,調査産業計,19.3,161.1,146.6,14.5,15,93.4,89.5,3.9
30人以上,鉱業,19.8,156,148.4,7.6,13.8,57.3,57.3,0
30人以上,建設業,20,170.2,152.7,17.5,17.3,126.6,123.7,2.9
30人以上,製造業,19,157.8,144.6,13.2,18,121,116.7,4.3
30人以上,電気・ガス・熱供給・水道業,19.5,163.4,148.2,15.2,16.2,122.7,119,3.7
30人以上,情報通信業,18.8,163.5,143.2,20.3,16.8,118,103.3,14.7
30人以上,運輸業,20,178.3,154.5,23.8,14.6,105.7,98.8,6.9
30人以上,卸売・小売業,19.9,162.5,152.3,10.2,17.2,106.7,102.9,3.8
30人以上,金融・保険業,18.6,154.1,138.9,15.2,14.6,100.8,96.9,3.9
30人以上,不動産業,19.5,162.4,148.3,14.1,16.1,82.4,81.1,1.3
30人以上,"飲食店,宿泊業",20.2,176.2,163.3,12.9,13.2,80.3,76.8,3.5
30人以上,"医療,福祉",19.9,154.5,146.8,7.7,13.1,69.2,67.5,1.7
30人以上,"教育,学習支援業",17.7,132.9,124.7,8.2,7.6,44.7,43.8,0.9
30人以上,複合サービス事業,16.7,147.9,138.6,9.3,18.1,108.1,100.3,7.8
30人以上,サービス業（他に分類されないもの）,19.4,164,148.5,15.5,15.7,98.5,94.5,4
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年９月分,,,,,,,,,
第６表  産業、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,
